,"bitmex-XRP/BTC-{'name': 'rsi', 'params': {'rsi_period': 14}}"
571,47.5040528053259
572,48.807001235251334
573,55.88237671864993
574,63.934445535485615
575,62.56800772623032
576,62.56800772623032
577,63.47339348742609
578,61.8620081235144
579,61.8620081235144
580,60.09271856134367
581,61.28515998412366
582,63.6260958081397
583,57.964366814471525
584,57.964366814471525
585,57.96436681447151
586,62.16889161037113
587,76.50819516544288
588,76.50819516544288
589,78.19937444391026
590,78.19937444391026
591,79.87928457784633
592,77.72915579028822
593,75.5394350925992
594,76.25967328525569
595,71.71173489245894
596,69.48054000783995
597,67.2279516326276
598,72.90414786188806
599,75.90088304906132
600,69.67674318617215
601,48.33435108197951
602,44.42639444902228
603,42.57293895058049
604,42.57293895058049
605,47.63982935252052
606,56.00124780763777
607,58.66683860467622
608,57.41811736822366
609,58.37231805067735
610,52.087366265135614
611,52.087366265135614
612,54.366691633522365
613,53.00881881632799
614,51.62036342923679
615,51.62036342923678
616,40.53748679182926
617,38.5564148139339
618,35.735323792404564
619,33.9518086786346
620,37.320706568999434
621,40.58441946038266
622,40.58441946038266
623,43.968123638433745
624,47.206007256472034
625,47.206007256472034
626,45.675454455077556
627,45.675454455077556
628,45.67545445507755
629,43.89779800231048
630,50.16412408216907
631,55.51507127822675
632,58.69885859176689
633,60.23144730359097
634,55.77377358689897
635,53.636310791854704
636,51.510385408173434
637,55.324333987452
638,49.08738820397619
639,40.826427027097154
640,46.62998002892259
641,42.17536948104693
642,45.886798545697644
643,44.3538952696813
644,42.81363614280432
645,42.81363614280432
646,39.62210605704947
647,39.62210605704947
648,37.98032631805518
649,43.0618651783759
650,39.570302608537546
651,42.09827977252965
652,42.09827977252965
653,42.09827977252965
654,42.09827977252966
655,36.0182545818155
656,36.0182545818155
657,34.11359805720071
658,40.85049353944936
659,49.2354448570983
660,46.85129030538675
661,49.48553999076538
662,46.97802438971197
663,40.36923662366948
664,48.21469429988712
665,44.05346706090428
666,44.053467060904275
667,44.05346706090428
668,41.800535913032974
669,39.61855407872688
670,39.61855407872689
671,39.61855407872689
672,43.314257968185444
673,43.314257968185444
674,35.70975042865
675,33.59262042274734
676,33.59262042274733
677,37.86496825771991
678,45.42706533118514
679,31.141487663878497
680,44.55399649511029
681,46.786483914304945
682,51.03303756599824
683,53.05047711550308
684,50.796667283577065
685,52.9493417618397
686,52.949341761839705
687,45.95415592227258
688,50.636251220686205
689,35.663560802890174
690,34.44483886039334
691,36.77172919528683
692,46.91730456523855
693,41.219094054472656
694,39.91396051236696
695,45.49014895912642
696,47.24754626914814
697,47.24754626914814
698,47.24754626914814
699,42.15516344764819
700,42.1551634476482
701,42.15516344764819
702,42.15516344764819
703,44.821583093103165
704,49.80512336773475
705,54.25452454434446
706,63.06836854036389
707,69.41460186194732
708,69.41460186194732
709,72.68122732745177
710,72.68122732745178
711,78.80659426135404
712,71.41607734017256
713,69.09017239829409
714,66.7490415540926
715,64.39901213408187
716,59.85982208967948
717,48.75681896905615
718,50.40783592443574
719,52.07086457035803
720,53.7414302468584
721,56.97165873224429
722,59.981132224463416
723,61.433578086754835
724,73.02942980271304
725,75.21791864285463
726,71.07717998299333
727,71.90983571511761
728,54.891573684409714
729,52.22928194968419
730,49.63667133233664
731,54.50117059958618
732,53.119816644798036
733,53.119816644798036
734,53.119816644798036
735,48.51269333398298
736,45.66896649470563
737,50.368609562732345
738,51.86331800964005
739,50.234084907797794
740,51.86259438734516
741,51.862594387345155
742,51.86259438734516
743,49.82616295920286
744,49.82616295920286
745,45.66689940265445
746,32.513890098829805
747,32.5138900988298
748,26.592085112167734
749,31.097001340400084
750,33.30103200764403
751,32.19207881412985
752,32.19207881412984
753,34.71351609449186
754,33.37692445978113
755,40.7476713019583
756,39.191207961887045
757,39.191207961887045
758,39.191207961887045
759,39.19120796188704
760,37.27604949403503
761,37.27604949403503
762,35.27676680170077
763,35.27676680170077
764,33.21093572869125
765,40.6915503521896
766,40.6915503521896
767,40.691550352189594
768,35.69779396950503
769,35.697793969505035
770,35.69779396950503
771,0.0
772,0.0
773,28.324862900833487
774,37.77659542373211
775,33.07895893874122
776,33.07895893874122
777,0.0
778,28.63200701914422
779,33.44945366756028
780,31.18266349321064
781,29.061723676899863
782,22.476289314018533
783,30.906785606301153
784,30.906785606301145
785,30.906785606301145
786,35.30061127392711
787,35.30061127392711
788,0.0
789,0.0
790,0.0
791,39.81913197218579
792,37.09190614702577
793,0.0
794,0.0
795,0.0
796,0.0
797,0.0
798,0.0
799,0.0
800,0.0
801,0.0
802,0.0
803,0.0
804,0.0
805,0.0
806,0.0
807,0.0
808,0.0
809,0.0
810,0.0
811,81.91499726075209
812,87.14341022763637
813,87.69088580265522
814,80.3237664548098
815,76.84738802213477
816,76.84738802213475
817,69.8366205950954
818,53.93862821053293
819,53.93862821053295
820,49.57571875205273
821,49.57571875205272
822,51.834885421619546
823,49.44899387438262
824,51.83643077676542
825,54.16752634861881
826,63.642709509192876
827,63.64270950919286
828,63.64270950919286
829,65.42805462719964
830,62.14181457650048
831,62.14181457650048
832,66.09215748813591
833,62.57623632124142
834,62.57623632124143
835,62.57623632124143
836,64.90783304716038
837,70.78781457296114
838,70.78781457296114
839,70.78781457296114
840,74.36442493093516
841,69.76503643786766
842,61.56387272876781
843,57.89896421422883
844,60.43542632934857
845,56.75319874414282
846,59.416114023470925
847,49.55744654881792
848,52.393063958744705
849,46.734539260885086
850,44.166078436131215
851,44.166078436131215
852,47.51162786797663
853,44.63160144271848
854,41.89658542208239
855,45.49365740952698
856,42.65016009151796
857,46.26698795253301
858,43.324505209642716
859,38.10489422224139
860,33.72876936801206
861,33.72876936801205
862,31.62281551972907
863,29.6304402546641
864,27.747732995496715
865,27.747732995496715
866,37.0285786689464
867,41.10228051519663
868,41.10228051519663
869,48.78695852500587
870,48.78695852500588
871,0.0
872,0.0
873,45.29520416432341
874,42.128077465128186
875,46.180698169446
876,35.47840562423494
877,35.47840562423494
878,35.47840562423494
879,33.084356413180025
880,41.57571299400371
881,45.31245033502092
882,51.933895089598025
883,48.75526146864228
884,40.706032376771695
885,44.02346591985643
886,39.2889379366356
887,42.61221541094695
888,38.11809558948583
889,44.4296763429461
890,38.1449364194421
891,36.301605037761334
892,28.806034635027494
893,19.343298087834825
894,13.956926539853006
895,13.292559863515397
896,39.607596171222816
897,36.13407232545281
898,33.5957280411509
899,34.82831413768627
900,33.48942797368055
901,38.575337806857476
902,38.575337806857476
903,41.1833960702921
904,38.5400004261816
905,37.671995738951004
906,41.8996098794432
907,39.04735442904003
908,37.22790311616297
909,42.95316141526691
910,42.9531614152669
911,41.846544198754145
912,41.846544198754145
913,41.846544198754145
914,43.659458825495015
915,43.659458825495015
916,49.172499534247905
917,52.50888324071804
918,49.04206799987891
919,41.640285693568366
920,45.20290750999422
921,42.41450387238949
922,49.168171474853686
923,46.247583441045144
924,44.81421856007332
925,48.26760350580347
926,49.953932998467046
927,54.722304568457915
928,57.62126039273333
929,60.3548424494212
930,61.685605497952935
931,61.685605497952935
932,53.37425215041242
933,55.00641397010173
934,60.90211371279652
935,55.0734016963675
936,57.96192874564916
937,56.02242987220897
938,52.25626160915522
939,47.13733667709053
940,50.610823328744615
941,55.350109514781245
942,47.217697283795154
943,44.407103862481314
944,46.13360096370319
945,47.87685954549351
946,56.89140220532877
947,61.652855983283736
948,53.67250107845203
949,47.10605443958955
950,49.75409094912596
951,48.44807284009338
952,47.11616247927943
953,39.02788208508369
954,39.02788208508369
955,43.821353488276884
956,43.821353488276884
957,47.0405007046476
958,44.30636319531267
959,44.30636319531267
960,42.861730339619534
961,41.407752695795594
962,41.407752695795594
963,47.5931386179283
964,44.24011711777195
965,46.27808875164865
966,48.31253490172755
967,40.129519144898296
968,38.71707657336106
969,40.95514612397317
970,47.18653306394914
971,43.86303969382393
972,40.770551722453355
973,42.93685706156708
974,42.93685706156708
975,45.258872423131024
976,40.000185199848694
977,42.40255711559555
978,42.40255711559555
979,42.40255711559555
980,40.38305836363633
981,43.29165308862986
982,43.29165308862986
983,40.97327853139505
984,38.73912058233256
985,34.66764212644975
986,38.16691634311254
987,52.00807637388428
988,49.61593184307975
989,49.61593184307975
990,54.473109374889674
991,54.473109374889674
992,56.883427399860565
993,59.20912914684823
994,59.20912914684823
995,55.72322532157924
996,62.799181860040434
997,62.799181860040434
998,59.14511751680113
999,63.69502928032025
1000,56.873894088708596
1001,53.77311383919673
1002,53.77311383919672
1003,56.522239292943844
1004,56.52223929294385
1005,49.67054182959027
1006,49.67054182959028
1007,55.87411131295163
1008,55.874111312951634
1009,0.0
1010,48.41996493670172
1011,0.0
1012,0.0
1013,61.139128058947676
1014,50.83105847279461
1015,53.63708799135547
1016,56.32152679873861
1017,56.32152679873861
1018,52.77746951367298
1019,41.52229286390817
1020,47.54566661411965
1021,47.54566661411964
1022,42.47200387838989
1023,45.59794400077862
1024,43.07717359178677
1025,43.07717359178677
1026,46.506867992255174
1027,43.67307928238412
1028,47.14163579773582
1029,47.14163579773583
1030,50.66499793282262
1031,47.27164550331149
1032,44.09140776563395
1033,51.16734373252072
1034,47.90281102450977
1035,51.25221638052969
1036,54.40881242705685
1037,44.995559499149934
1038,42.364469622294244
1039,37.62570291791209
1040,37.62570291791209
1041,41.42509833006682
1042,38.87496149295211
1043,38.87496149295212
1044,42.94818961615681
1045,0.0
1046,50.58600135327072
1047,53.90857304572816
1048,44.287719246169196
1049,44.287719246169196
1050,41.42938891202931
1051,41.42938891202932
1052,45.50816533267482
1053,42.3333568252679
1054,46.363093031500995
1055,0.0
1056,0.0
1057,0.0
1058,0.0
1059,0.0
1060,0.0
1061,0.0
1062,0.0
1063,48.17427976015464
1064,71.07864461933366
1065,75.34561032501456
1066,75.34561032501456
1067,76.3569864938228
1068,73.12642875125339
1069,67.01921985941074
1070,72.04734574503968
1071,61.88658109401065
1072,63.280785591608534
1073,65.96254796186935
1074,67.2504617145641
1075,68.53271464477288
1076,65.75993977786891
1077,50.39077043903525
1078,50.39077043903525
1079,46.76878733121737
1080,48.75225387616555
1081,48.752253876165554
1082,48.75225387616555
1083,61.344909006500615
1084,59.1103456035445
1085,60.653826782334974
1086,62.19081282102752
1087,69.81081009704329
1088,67.3736666523834
1089,69.65534928028555
1090,71.78064211251775
1091,66.74623759949769
1092,54.415956568518574
1093,55.87889483596044
1094,55.87889483596042
1095,47.111348645648164
1096,42.77470976100126
1097,50.88882995829726
1098,43.00805134208007
1099,49.962260957865375
1100,46.31091045894246
1101,48.98749821782083
1102,48.98749821782083
1103,43.90991125796824
1104,46.874922689078545
1105,51.054469798547885
1106,48.324900989203144
1107,51.138190984077504
1108,51.138190984077504
1109,55.36550434197576
1110,53.69781578275009
1111,53.69781578275009
1112,58.09003134595508
1113,59.470162806318015
1114,49.03606970978704
1115,52.0557145051079
1116,52.0557145051079
1117,48.7086188195251
1118,48.7086188195251
1119,43.80837706662946
1120,37.107824502184656
1121,40.99544335989526
1122,42.89611631938391
1123,42.89611631938391
1124,39.913860196341155
1125,44.09919056301557
1126,47.999905862787315
1127,49.88297442498314
1128,56.64593023733462
1129,59.58272110393329
1130,59.5827211039333
1131,59.5827211039333
1132,61.22308592706756
1133,56.30146926746246
1134,59.78312313009453
1135,61.437515257153954
1136,52.189330207007515
1137,52.189330207007515
1138,52.189330207007515
1139,49.846444449088224
1140,47.54773588323497
1141,47.547735883234964
1142,45.13382498255719
1143,45.133824982557186
1144,38.35832099924491
1145,36.39691513617773
1146,42.706855018593856
1147,40.54115714835968
1148,40.54115714835967
1149,43.84384126981124
1150,47.01341734218325
1151,44.31950551908807
1152,44.31950551908807
1153,39.120024086966474
1154,39.120024086966474
1155,34.4347839544624
1156,38.40687906765349
1157,36.054586455262
1158,40.01131581988307
1159,27.284381907234494
1160,30.676776389137338
1161,33.99306920971766
1162,30.81773450889882
1163,34.130844935774455
1164,34.130844935774455
1165,32.33494308017104
1166,30.60092055685925
1167,37.78679890223267
1168,41.07229077320899
1169,41.07229077320899
1170,44.47316178654488
1171,35.61819096078773
1172,33.80598555374781
1173,33.8059855537478
1174,37.49427284791032
1175,41.03263612156744
1176,41.032636121567435
1177,38.50470206463824
1178,38.504702064638245
1179,0.0
1180,0.0
1181,0.0
1182,51.117143244215036
1183,54.20046900162592
1184,50.752934109123835
1185,50.752934109123835
1186,47.266148778243405
1187,56.84477775210954
1188,53.36513315965421
1189,53.36513315965421
1190,56.456410090176966
1191,56.45641009017698
1192,62.25920913491818
1193,70.67607007123146
1194,66.6728204205909
1195,66.6728204205909
1196,55.69645710901966
1197,55.69645710901966
1198,55.69645710901966
1199,52.12389873218732
1200,52.12389873218732
1201,63.103104958361925
1202,59.43358873180058
1203,55.93095290637046
1204,62.979658743167874
1205,56.49242738028596
1206,50.85153476327624
1207,45.91423359736337
1208,39.68929736317488
1209,31.921407880079943
1210,30.63020578746945
1211,33.52587850074506
1212,33.525878500745065
1213,33.52587850074506
1214,31.864603112156026
1215,30.25033264165212
1216,23.767017146011376
1217,27.130783190309103
1218,23.745669726796674
1219,22.727711322037234
1220,26.137701372279043
1221,32.548816684974
1222,35.560555095016014
1223,31.077449374949197
1224,34.0615443988136
1225,34.0615443988136
1226,34.0615443988136
1227,45.78786713608531
1228,43.69574556239778
1229,46.33633868193562
1230,46.336338681935615
1231,46.336338681935615
1232,43.772360681523494
1233,46.93455857204422
1234,52.66792168266492
1235,49.772311062062094
1236,64.48970664461946
1237,68.71993071151874
1238,72.2765767827257
1239,73.3637757583377
1240,70.39098786803616
1241,71.62904554752079
1242,60.69641492308613
1243,60.69641492308613
1244,62.3620169055069
1245,59.64017644445181
1246,61.45205237872185
1247,63.229760044143504
1248,60.23808167564583
1249,62.16588037797409
1250,59.081077311611175
1251,59.081077311611175
1252,61.307809754646016
1253,57.9138184201686
1254,57.9138184201686
1255,60.45291253702235
1256,65.0008218862014
1257,61.21048506885314
1258,54.38054083732345
1259,54.380540837323444
1260,57.152915874288304
1261,47.77315603877493
1262,47.773156038774935
1263,44.92299042156018
1264,44.92299042156017
1265,48.48725721736745
1266,45.32823048126265
1267,42.35636563057696
1268,37.11521174079058
1269,30.932260467268673
1270,29.186861527840602
1271,29.186861527840602
1272,25.808919206372355
1273,20.65911019158916
1274,19.605859200339587
1275,23.79009698329068
1276,22.52743146911584
1277,21.30942784847009
1278,25.639205615885036
1279,29.798991145355824
1280,29.79899114535583
1281,29.79899114535583
1282,29.798991145355824
1283,25.901223644651722
1284,24.196985355519583
1285,21.193488605936174
1286,34.355952632608115
1287,41.38472279320243
1288,47.44487771145261
1289,35.5652115265786
1290,34.0355979707069
1291,42.08320541330327
1292,46.74754549794518
1293,44.80458986285409
1294,44.804589862854094
1295,42.74419444792468
1296,45.445912637871004
1297,45.44591263787101
1298,37.28430168571393
1299,40.17681446817306
1300,38.275705909917804
1301,38.275705909917804
1302,41.4868112326733
1303,39.285817063632486
1304,35.2570722339058
1305,35.257072233905795
1306,35.2570722339058
1307,35.257072233905795
1308,39.43413168883902
1309,39.43413168883902
1310,47.31800911117013
1311,50.76871373504852
1312,44.49187470262686
1313,51.01416374207635
1314,60.90766060931018
1315,64.74200879185712
1316,64.74200879185712
1317,64.74200879185712
1318,64.74200879185712
1319,60.73562864382412
1320,63.18881460680971
1321,59.2052082314499
1322,59.20520823144989
1323,45.80817682102933
1324,51.69396637334002
1325,54.36293437790345
1326,51.30992557676627
1327,51.30992557676627
1328,56.92150426895659
1329,53.595465161066095
1330,53.595465161066095
1331,50.19395504559442
1332,53.38033495057807
1333,41.84763293832547
1334,37.48667961543735
1335,30.61504418589343
1336,46.466938244001035
1337,42.944923968247394
1338,41.26092916815564
1339,41.26092916815564
1340,37.82091448748066
1341,33.331842629418276
1342,36.05633433214325
1343,38.75186685969249
1344,37.06902652714426
1345,37.06902652714425
1346,33.67683110234924
1347,36.79141776739664
1348,36.79141776739664
1349,36.79141776739664
1350,36.791417767396645
1351,40.54675911092483
1352,47.29154729848474
1353,47.291547298484744
1354,50.5449849716674
1355,53.62751473887602
1356,59.11613924645407
1357,67.42135387088429
1358,63.92516024270001
1359,52.252941323698046
1360,56.52713815268206
1361,51.556877292435956
1362,53.746751227754075
1363,57.85061473521411
1364,57.8506147352141
1365,55.019814900853746
1366,49.77394051832223
1367,56.47727356999004
1368,58.46710953570058
1369,55.72348826283662
1370,46.353487486074116
1371,50.807532734276215
