Backtest Timestamp,Total USD Return,Total BTC Return,Sharpe Ratio,BTC Sharpe Ratio,Max Drawdown,BTC Max Drawdown,Drawdown Duration,BTC Drawdown Duration,Avg. winning trade,Median duration,Avg. losing trade,Median returns winning,Largest losing trade,Gross loss,Largest winning trade,Avg duration,Avg returns losing,Median returns losing,Profit factor,Winning round trips,Percent profitable,Total profit,Shortest duration,Median returns all round trips,Losing round trips,Longest duration,Avg returns all round trips,Gross profit,Avg returns winning,Total number of round trips,Ratio Avg. Win:Avg. Loss,Avg. trade net profit,Even round trips
2019-06-27 06:06:59.935585,7.91%,1.38%,0.30,0.23,5.62%,0.43%,957,1736,4.394460951365401,0 days 00:49:00,-5.522577640012585,0.002527464650777141,-0.06092398219732154,-237.4708385205412,0.03930438073191908,0 days 01:21:57.876106,-0.006339683587536327,-0.002714914758940922,1.2953685956221928,70.0,0.6194690265486725,70.14142807503679,0 days 00:01:00,0.0008616135980180928,43.0,0 days 06:45:00,0.00041847798810278693,307.612266595578,0.004569920098852529,113.0,0.7957264230250617,0.6207206024339538,0.0
