datetime,bitmex-BTC-available-balance,bitmex-BTC-balance,bitmex-BTC-balance-in-USD,bitmex-BTC-price,bitmex-XRP/BTC-fill,bitmex-XRP/BTC-leverage,bitmex-XRP/BTC-position,bitmex-XRP/BTC-position-in-BTC,bitmex-XRP/BTC-position-in-USD,bitmex-XRP/BTC-price,bitmex-total-position-in-BTC,bitmex-total-position-in-USD,fee,total,total-in-USD,returns,equity_curve,drawdown
2019-02-13 09:00:00,29.48982601002654,29.48982601002654,105794.75081097022,3587.5,,1,0,0.0,0.0,8.412e-05,0.0,0.0,0.0,29.48982601002654,105794.75081097022,0.0,1.0,0.0
2019-02-14 09:00:00,29.48982601002654,29.48982601002654,105485.10763786493,3577.0,,1,0,0.0,0.0,8.412e-05,0.0,0.0,0.0,29.48982601002654,105485.10763786493,0.0,1.0,0.0
2019-02-15 09:00:00,29.48982601002654,29.48982601002654,104983.78059569448,3560.0,,1,0,0.0,0.0,8.412e-05,0.0,0.0,0.0,29.48982601002654,104983.78059569448,0.0,1.0,0.0
2019-02-16 09:00:00,29.48982601002654,29.48982601002654,105131.22972574462,3565.0,,1,0,0.0,0.0,8.412e-05,0.0,0.0,0.0,29.48982601002654,105131.22972574462,0.0,1.0,0.0
2019-02-17 09:00:00,29.48982601002654,29.48982601002654,105558.83220289,3579.5,,1,0,0.0,0.0,8.412e-05,0.0,0.0,0.0,29.48982601002654,105558.83220289,0.0,1.0,0.0
2019-02-18 09:00:00,29.48982601002654,29.48982601002654,106856.38454733117,3623.5,,1,0,0.0,0.0,8.412e-05,0.0,0.0,0.0,29.48982601002654,106856.38454733117,0.0,1.0,0.0
2019-02-19 09:00:00,29.48982601002654,29.48982601002654,114051.90209377765,3867.5,,1,0,0.0,0.0,8.412e-05,0.0,0.0,0.0,29.48982601002654,114051.90209377765,0.0,1.0,0.0
2019-02-20 09:00:00,29.48982601002654,29.48982601002654,114656.44352698319,3888.0,,1,0,0.0,0.0,8.412e-05,0.0,0.0,0.0,29.48982601002654,114656.44352698319,0.0,1.0,0.0
2019-02-21 09:00:00,29.48982601002654,29.48982601002654,116145.67974048953,3938.5,,1,0,0.0,0.0,8.412e-05,0.0,0.0,0.0,29.48982601002654,116145.67974048953,0.0,1.0,0.0
2019-02-22 09:00:00,29.48982601002654,29.48982601002654,114936.59687407844,3897.5,,1,0,0.0,0.0,8.412e-05,0.0,0.0,0.0,29.48982601002654,114936.59687407844,0.0,1.0,0.0
2019-02-23 09:00:00,29.43987711002654,29.48982601002654,116145.67974048953,3938.5,1,1,614,0.0499489,194.67583775,8.135e-05,0.0499489,196.72374265,4.912,29.48982601002654,116145.67974048953,0.0,1.0,0.0
2019-02-24 09:00:00,29.39011855002654,29.49001635002654,121248.20222313413,4111.5,-1,1,0,0.0,0.0,8.104e-05,0.0,0.0,6.212,29.49001635002654,121248.20222313413,6.4544294000601354e-06,1.0000064544294,0.0
2019-02-25 09:00:00,29.39011855002654,29.49001635002654,110100.97604282408,3733.5,,1,0,0.0,0.0,8.104e-05,0.0,0.0,6.212,29.49001635002654,110100.97604282408,0.0,1.0000064544294,0.0
2019-02-26 09:00:00,29.34014450002654,29.49001635002654,112592.88242440132,3818.0,1,1,629,0.049974050000000006,186.57811567500002,7.945e-05,0.049974050000000006,190.80092290000002,11.244,29.49001635002654,112592.88242440132,0.0,1.0000064544294,0.0
2019-02-27 09:00:00,29.34014450002654,29.49001635002654,111973.59208105077,3797.0,,1,629,0.049974050000000006,186.57811567500002,7.945e-05,0.049974050000000006,189.75146785,11.244,29.49001635002654,111973.59208105077,0.0,1.0000064544294,0.0
2019-02-28 09:00:00,29.28786202002654,29.48770792002654,111994.3146802608,3798.0,-1,1,0,0.0,0.0,8.312e-05,0.0,0.0,12.544,29.48770792002654,111994.3146802608,-7.827835605789257e-05,0.9999281755681001,7.827886129996298e-05
2019-03-01 09:00:00,29.23793154002654,29.48770792002654,111699.43760106053,3788.0,1,1,614,0.04993048,189.63596304,8.132e-05,0.04993048,189.13665824,17.456,29.48770792002654,111699.43760106053,0.0,0.9999281755681001,7.827886129996298e-05
2019-03-02 09:00:00,29.18736864002654,29.487075500026542,112109.86105110092,3802.0,-1,1,0,0.0,0.0,8.235e-05,0.0,0.0,18.756,29.487075500026542,112109.86105110092,-2.14469026115216e-05,0.9999067302059002,9.97242234999085e-05
2019-03-03 09:00:00,29.18736864002654,29.487075500026542,112286.78350410107,3808.0,,1,0,0.0,0.0,8.235e-05,0.0,0.0,18.756,29.487075500026542,112286.78350410107,0.0,0.9999067302059002,9.97242234999085e-05
2019-03-04 09:00:00,29.18736864002654,29.487075500026542,111623.32430535047,3785.5,,1,0,0.0,0.0,8.235e-05,0.0,0.0,18.756,29.487075500026542,111623.32430535047,0.0,0.9999067302059002,9.97242234999085e-05
2019-03-05 09:00:00,29.18736864002654,29.487075500026542,109057.94873684816,3698.5,,1,0,0.0,0.0,8.235e-05,0.0,0.0,18.756,29.487075500026542,109057.94873684816,0.0,0.9999067302059002,9.97242234999085e-05
2019-03-06 09:00:00,29.18736864002654,29.487075500026542,113422.0359108521,3846.5,,1,0,0.0,0.0,8.235e-05,0.0,0.0,18.756,29.487075500026542,113422.0359108521,0.0,0.9999067302059002,9.97242234999085e-05
2019-03-07 09:00:00,29.18736864002654,29.487075500026542,113495.75359960216,3849.0,,1,0,0.0,0.0,8.235e-05,0.0,0.0,18.756,29.487075500026542,113495.75359960216,0.0,0.9999067302059002,9.97242234999085e-05
2019-03-08 09:00:00,29.18736864002654,29.487075500026542,113643.1889771023,3854.0,,1,0,0.0,0.0,8.235e-05,0.0,0.0,18.756,29.487075500026542,113643.1889771023,0.0,0.9999067302059002,9.97242234999085e-05
2019-03-09 09:00:00,29.18736864002654,29.487075500026542,113230.36992010192,3840.0,,1,0,0.0,0.0,8.235e-05,0.0,0.0,18.756,29.487075500026542,113230.36992010192,0.0,0.9999067302059002,9.97242234999085e-05
2019-03-10 09:00:00,29.18736864002654,29.487075500026542,115471.38765810394,3916.0,,1,0,0.0,0.0,8.235e-05,0.0,0.0,18.756,29.487075500026542,115471.38765810394,0.0,0.9999067302059002,9.97242234999085e-05
2019-03-11 09:00:00,29.18736864002654,29.487075500026542,114925.87676135344,3897.5,,1,0,0.0,0.0,8.235e-05,0.0,0.0,18.756,29.487075500026542,114925.87676135344,0.0,0.9999067302059002,9.97242234999085e-05
2019-03-12 09:00:00,29.18736864002654,29.487075500026542,113377.80529760206,3845.0,,1,0,0.0,0.0,8.235e-05,0.0,0.0,18.756,29.487075500026542,113377.80529760206,0.0,0.9999067302059002,9.97242234999085e-05
2019-03-13 09:00:00,29.18736864002654,29.487075500026542,113746.39374135238,3857.5,,1,0,0.0,0.0,8.235e-05,0.0,0.0,18.756,29.487075500026542,113746.39374135238,0.0,0.9999067302059002,9.97242234999085e-05
2019-03-14 09:00:00,29.18736864002654,29.487075500026542,113510.49713735217,3849.5,,1,0,0.0,0.0,8.235e-05,0.0,0.0,18.756,29.487075500026542,113510.49713735217,0.0,0.9999067302059002,9.97242234999085e-05
2019-03-15 09:00:00,29.18736864002654,29.487075500026542,113672.67605260231,3855.0,,1,0,0.0,0.0,8.235e-05,0.0,0.0,18.756,29.487075500026542,113672.67605260231,0.0,0.9999067302059002,9.97242234999085e-05
2019-03-16 09:00:00,29.18736864002654,29.487075500026542,114911.13322360344,3897.0,,1,0,0.0,0.0,8.235e-05,0.0,0.0,18.756,29.487075500026542,114911.13322360344,0.0,0.9999067302059002,9.97242234999085e-05
2019-03-17 09:00:00,29.18736864002654,29.487075500026542,117535.4829431058,3986.0,,1,0,0.0,0.0,8.235e-05,0.0,0.0,18.756,29.487075500026542,117535.4829431058,0.0,0.9999067302059002,9.97242234999085e-05
2019-03-18 09:00:00,29.18736864002654,29.487075500026542,116827.79313110517,3962.0,,1,0,0.0,0.0,8.235e-05,0.0,0.0,18.756,29.487075500026542,116827.79313110517,0.0,0.9999067302059002,9.97242234999085e-05
2019-03-19 09:00:00,29.18736864002654,29.487075500026542,117034.20265960535,3969.0,,1,0,0.0,0.0,8.235e-05,0.0,0.0,18.756,29.487075500026542,117034.20265960535,0.0,0.9999067302059002,9.97242234999085e-05
2019-03-20 09:00:00,29.18736864002654,29.487075500026542,117859.84077360609,3997.0,,1,0,0.0,0.0,8.235e-05,0.0,0.0,18.756,29.487075500026542,117859.84077360609,0.0,0.9999067302059002,9.97242234999085e-05
2019-03-21 09:00:00,29.18736864002654,29.487075500026542,118818.17072735695,4029.5,,1,0,0.0,0.0,8.235e-05,0.0,0.0,18.756,29.487075500026542,118818.17072735695,0.0,0.9999067302059002,9.97242234999085e-05
2019-03-22 09:00:00,29.18736864002654,29.487075500026542,117034.20265960535,3969.0,,1,0,0.0,0.0,8.235e-05,0.0,0.0,18.756,29.487075500026542,117034.20265960535,0.0,0.9999067302059002,9.97242234999085e-05
2019-03-23 09:00:00,29.18736864002654,29.487075500026542,117388.04756560567,3981.0,,1,0,0.0,0.0,8.235e-05,0.0,0.0,18.756,29.487075500026542,117388.04756560567,0.0,0.9999067302059002,9.97242234999085e-05
2019-03-24 09:00:00,29.18736864002654,29.487075500026542,117343.81695235563,3979.5,,1,0,0.0,0.0,8.235e-05,0.0,0.0,18.756,29.487075500026542,117343.81695235563,0.0,0.9999067302059002,9.97242234999085e-05
2019-03-25 09:00:00,29.18736864002654,29.487075500026542,116960.48497085528,3966.5,,1,0,0.0,0.0,8.235e-05,0.0,0.0,18.756,29.487075500026542,116960.48497085528,0.0,0.9999067302059002,9.97242234999085e-05
2019-03-26 09:00:00,29.18736864002654,29.487075500026542,115102.79921435361,3903.5,,1,0,0.0,0.0,8.235e-05,0.0,0.0,18.756,29.487075500026542,115102.79921435361,0.0,0.9999067302059002,9.97242234999085e-05
2019-03-27 09:00:00,29.18736864002654,29.487075500026542,115456.64412035393,3915.5,,1,0,0.0,0.0,8.235e-05,0.0,0.0,18.756,29.487075500026542,115456.64412035393,0.0,0.9999067302059002,9.97242234999085e-05
2019-03-28 09:00:00,29.18736864002654,29.487075500026542,118700.22242535684,4025.5,,1,0,0.0,0.0,8.235e-05,0.0,0.0,18.756,29.487075500026542,118700.22242535684,0.0,0.9999067302059002,9.97242234999085e-05
2019-03-29 09:00:00,29.18736864002654,29.487075500026542,118213.68567960641,4009.0,,1,0,0.0,0.0,8.235e-05,0.0,0.0,18.756,29.487075500026542,118213.68567960641,0.0,0.9999067302059002,9.97242234999085e-05
2019-03-30 09:00:00,29.18736864002654,29.487075500026542,120484.19049310846,4086.0,,1,0,0.0,0.0,8.235e-05,0.0,0.0,18.756,29.487075500026542,120484.19049310846,0.0,0.9999067302059002,9.97242234999085e-05
2019-03-31 09:00:00,29.18736864002654,29.487075500026542,120543.1646441085,4088.0,,1,0,0.0,0.0,8.235e-05,0.0,0.0,18.756,29.487075500026542,120543.1646441085,0.0,0.9999067302059002,9.97242234999085e-05
2019-04-01 09:00:00,29.18736864002654,29.487075500026542,120631.62587060858,4091.0,,1,0,0.0,0.0,8.235e-05,0.0,0.0,18.756,29.487075500026542,120631.62587060858,0.0,0.9999067302059002,9.97242234999085e-05
2019-04-02 09:00:00,29.18736864002654,29.487075500026542,121855.33950385968,4132.5,,1,0,0.0,0.0,8.235e-05,0.0,0.0,18.756,29.487075500026542,121855.33950385968,0.0,0.9999067302059002,9.97242234999085e-05
2019-04-03 09:00:00,29.18736864002654,29.487075500026542,144412.95226137998,4897.5,,1,0,0.0,0.0,8.235e-05,0.0,0.0,18.756,29.487075500026542,144412.95226137998,0.0,0.9999067302059002,9.97242234999085e-05
2019-04-04 09:00:00,29.13739552002654,29.487075500026542,146816.14891463215,4979.0,1,1,691,0.049973119999999996,244.74335519999997,7.232e-05,0.049973119999999996,248.81616447999997,24.284,29.487075500026542,146816.14891463215,0.0,0.9999067302059002,9.97242234999085e-05
2019-04-05 09:00:00,29.13739552002654,29.487075500026542,144781.54070513032,4910.0,,1,691,0.049973119999999996,244.74335519999997,7.232e-05,0.049973119999999996,245.3680192,24.284,29.487075500026542,144781.54070513032,0.0,0.9999067302059002,9.97242234999085e-05
2019-04-06 09:00:00,29.13739552002654,29.487075500026542,148614.86052013378,5040.0,,1,691,0.049973119999999996,244.74335519999997,7.232e-05,0.049973119999999996,251.86452479999997,24.284,29.487075500026542,148614.86052013378,0.0,0.9999067302059002,9.97242234999085e-05
2019-04-07 09:00:00,29.13739552002654,29.487075500026542,148703.32174663385,5043.0,,1,691,0.049973119999999996,244.74335519999997,7.232e-05,0.049973119999999996,252.01444415999998,24.284,29.487075500026542,148703.32174663385,0.0,0.9999067302059002,9.97242234999085e-05
2019-04-08 09:00:00,29.08908080002654,29.488733900026542,153105.5064089378,5192.0,-1,1,0,0.0,0.0,6.992e-05,0.0,0.0,25.584,29.488733900026542,153105.5064089378,5.62415896414592e-05,0.9999629665499001,4.348787949992605e-05
2019-04-09 09:00:00,29.08908080002654,29.488733900026542,155862.7030285903,5285.5,,1,0,0.0,0.0,6.992e-05,0.0,0.0,25.584,29.488733900026542,155862.7030285903,0.0,0.9999629665499001,4.348787949992605e-05
2019-04-10 09:00:00,29.03908272002654,29.488733900026542,152869.59653773758,5184.0,1,1,737,0.04999808,264.26485184,6.784e-05,0.04999808,259.19004672,31.48,29.488733900026542,152869.59653773758,0.0,0.9999629665499001,4.348787949992605e-05
2019-04-11 09:00:00,28.98942366002654,29.48907292002654,156926.10154392122,5321.5,-1,1,0,0.0,0.0,6.738e-05,0.0,0.0,32.78,29.48907292002654,156926.10154392122,1.1496593958382206e-05,0.9999744627181,3.199171130008338e-05
2019-04-12 09:00:00,28.98942366002654,29.48907292002654,148580.69390755374,5038.5,,1,0,0.0,0.0,6.738e-05,0.0,0.0,32.78,29.48907292002654,148580.69390755374,0.0,0.9999744627181,3.199171130008338e-05
2019-04-13 09:00:00,28.93943060002654,29.48907292002654,149671.7896055947,5075.5,1,1,767,0.04999306,251.89003281,6.518e-05,0.04999306,253.73977603,38.916000000000004,29.48907292002654,149671.7896055947,0.0,0.9999744627181,3.199171130008338e-05
2019-04-14 09:00:00,28.93943060002654,29.48907292002654,149391.64341285446,5066.0,,1,767,0.04999306,251.89003281,6.518e-05,0.04999306,253.26484195999998,38.916000000000004,29.48907292002654,149391.64341285446,0.0,0.9999744627181,3.199171130008338e-05
2019-04-15 09:00:00,28.89010483002654,29.48974021002654,152167.05948373696,5160.0,-1,1,0,0.0,0.0,6.431e-05,0.0,0.0,40.216,29.48974021002654,152167.05948373696,2.2628381767253458e-05,0.9999970905219999,9.363907400139482e-06
2019-04-16 09:00:00,28.89010483002654,29.48974021002654,148156.45481517335,5024.0,,1,0,0.0,0.0,6.431e-05,0.0,0.0,40.216,29.48974021002654,148156.45481517335,0.0,0.9999970905219999,9.363907400139482e-06
2019-04-17 09:00:00,28.89010483002654,29.48974021002654,153420.37344266308,5202.5,,1,0,0.0,0.0,6.431e-05,0.0,0.0,40.216,29.48974021002654,153420.37344266308,0.0,0.9999970905219999,9.363907400139482e-06
2019-04-18 09:00:00,28.89010483002654,29.48974021002654,154142.87207780872,5227.0,,1,0,0.0,0.0,6.431e-05,0.0,0.0,40.216,29.48974021002654,154142.87207780872,0.0,0.9999970905219999,9.363907400139482e-06
2019-04-19 09:00:00,28.840165010026542,29.48974021002654,155661.5936986251,5278.5,1,1,778,0.049939819999999996,261.03543914,6.419e-05,0.049939819999999996,263.60733987,46.44,29.48974021002654,155661.5936986251,0.0,0.9999970905219999,9.363907400139482e-06
2019-04-20 09:00:00,28.790575290026542,29.490090310026538,155928.8525142653,5287.5,-1,1,0,0.0,0.0,6.374e-05,0.0,0.0,47.739999999999995,29.490090310026538,155928.8525142653,1.1871925541084849e-05,1.000008962413,0.0
2019-04-21 09:00:00,28.74062629002654,29.490090310026538,156887.2804493412,5320.0,1,1,796,0.04994899999999999,264.10533749999996,6.275e-05,0.04994899999999999,265.72867999999994,54.108,29.490090310026538,156887.2804493412,0.0,1.000008962413,0.0
2019-04-22 09:00:00,28.74062629002654,29.490090310026538,156164.77323674553,5295.5,,1,796,0.04994899999999999,264.10533749999996,6.275e-05,0.04994899999999999,264.50492949999995,54.108,29.490090310026538,156164.77323674553,0.0,1.000008962413,0.0
2019-04-23 09:00:00,28.74062629002654,29.490090310026538,158745.15613887284,5383.0,,1,796,0.04994899999999999,264.10533749999996,6.275e-05,0.04994899999999999,268.87546699999996,54.108,29.490090310026538,158745.15613887284,0.0,1.000008962413,0.0
2019-04-24 09:00:00,28.69271505002654,29.49212807002654,163076.72216321176,5529.5,-1,1,0,0.0,0.0,6.019e-05,0.0,0.0,55.407999999999994,29.49212807002654,163076.72216321176,6.909982229896805e-05,1.0000780628546,0.0
2019-04-25 09:00:00,28.64275598002654,29.49212807002654,160437.17670094437,5440.0,1,1,863,0.04995907,276.248677565,5.789e-05,0.04995907,271.7773408,62.312,29.49212807002654,160437.17670094437,0.0,1.0000780628546,0.0
2019-04-26 09:00:00,28.64275598002654,29.49212807002654,150984.94965450087,5119.5,,1,863,0.04995907,276.248677565,5.789e-05,0.04995907,255.765458865,62.312,29.49212807002654,150984.94965450087,0.0,1.0000780628546,0.0
2019-04-27 09:00:00,28.59456606002654,29.49389722002654,151878.82373452667,5149.5,-1,1,0,0.0,0.0,5.584e-05,0.0,0.0,63.611999999999995,29.49389722002654,151878.82373452667,5.998719372835026e-05,1.0001380547310998,0.0
2019-04-28 09:00:00,28.54460356002654,29.49389722002654,152232.75050116697,5161.5,1,1,875,0.04996250000000001,257.28189375000005,5.7100000000000006e-05,0.04996250000000001,257.88144375,70.612,29.49389722002654,152232.75050116697,0.0,1.0001380547310998,0.0
2019-04-29 09:00:00,28.49513106002654,29.49438722002654,151999.32453840677,5153.5,-1,1,0,0.0,0.0,5.654e-05,0.0,0.0,71.91199999999999,29.49438722002654,151999.32453840677,1.6613606413029558e-05,1.0001546706310998,0.0
2019-04-30 09:00:00,28.49513106002654,29.49438722002654,151630.64469815642,5141.0,,1,0,0.0,0.0,5.654e-05,0.0,0.0,71.91199999999999,29.49438722002654,151630.64469815642,0.0,1.0001546706310998,0.0
2019-05-01 09:00:00,28.49513106002654,29.49438722002654,155258.4543262197,5264.0,,1,0,0.0,0.0,5.654e-05,0.0,0.0,71.91199999999999,29.49438722002654,155258.4543262197,0.0,1.0001546706310998,0.0
2019-05-02 09:00:00,28.44514368002654,29.49438722002654,156821.6568488811,5317.0,1,1,862,0.04998738,263.13356832,5.799e-05,0.04998738,265.78289946,78.80799999999999,29.49438722002654,156821.6568488811,0.0,1.0001546706310998,0.0
2019-05-03 09:00:00,28.44514368002654,29.49438722002654,158827.27517984292,5385.0,,1,862,0.04998738,263.13356832,5.799e-05,0.04998738,269.1820413,78.80799999999999,29.49438722002654,158827.27517984292,0.0,1.0001546706310998,0.0
2019-05-04 09:00:00,28.44514368002654,29.49438722002654,166864.49569730015,5657.5,,1,862,0.04998738,263.13356832,5.799e-05,0.04998738,282.80360235,78.80799999999999,29.49438722002654,166864.49569730015,0.0,1.0001546706310998,0.0
2019-05-05 09:00:00,28.44514368002654,29.49438722002654,170153.1198723331,5769.0,,1,862,0.04998738,263.13356832,5.799e-05,0.04998738,288.37719522,78.80799999999999,29.49438722002654,170153.1198723331,0.0,1.0001546706310998,0.0
2019-05-06 09:00:00,28.44514368002654,29.49438722002654,168575.17015606168,5715.5,,1,862,0.04998738,263.13356832,5.799e-05,0.04998738,285.70287039,78.80799999999999,29.49438722002654,168575.17015606168,0.0,1.0001546706310998,0.0
2019-05-07 09:00:00,28.40033692002654,29.49956784002654,167690.29338663086,5684.5,-1,1,0,0.0,0.0,5.198e-05,0.0,0.0,80.10799999999999,29.49956784002654,167690.29338663086,0.00017564765666611137,1.0003303454552999,0.0
2019-05-08 09:00:00,28.40033692002654,29.49956784002654,169268.52026607227,5738.0,,1,0,0.0,0.0,5.198e-05,0.0,0.0,80.10799999999999,29.49956784002654,169268.52026607227,0.0,1.0003303454552999,0.0
2019-05-09 09:00:00,28.35036876002654,29.49956784002654,175197.93340191763,5939.0,1,1,979,0.04996816,286.71730207999997,5.104e-05,0.04996816,296.76090224,87.93999999999998,29.49956784002654,175197.93340191763,0.0,1.0003303454552999,0.0
2019-05-10 09:00:00,28.35036876002654,29.49956784002654,181127.34653776296,6140.0,,1,979,0.04996816,286.71730207999997,5.104e-05,0.04996816,306.8045024,87.93999999999998,29.49956784002654,181127.34653776296,0.0,1.0003303454552999,0.0
2019-05-11 09:00:00,28.35036876002654,29.49956784002654,187071.5094575283,6341.5,,1,979,0.04996816,286.71730207999997,5.104e-05,0.04996816,316.87308664,87.93999999999998,29.49956784002654,187071.5094575283,0.0,1.0003303454552999,0.0
2019-05-12 09:00:00,28.35036876002654,29.49956784002654,212927.88066931156,7218.0,,1,979,0.04996816,286.71730207999997,5.104e-05,0.04996816,360.67017888,87.93999999999998,29.49956784002654,212927.88066931156,0.0,1.0003303454552999,0.0
2019-05-13 09:00:00,28.35036876002654,29.49956784002654,205774.23546810512,6975.5,,1,979,0.04996816,286.71730207999997,5.104e-05,0.04996816,348.55290008,87.93999999999998,29.49956784002654,205774.23546810512,0.0,1.0003303454552999,0.0
2019-05-14 09:00:00,28.30681305002654,29.50598029002654,230943.30773003772,7827.0,-1,1,0,0.0,0.0,4.449e-05,0.0,0.0,89.23999999999998,29.50598029002654,230943.30773003772,0.00021737437086444267,1.0005477916347998,0.0
2019-05-15 09:00:00,28.25682297002654,29.50598029002654,235974.07736948723,7997.5,1,1,1204,0.049990080000000006,391.2723561600001,4.152e-05,0.049990080000000006,399.79566480000005,98.87199999999999,29.50598029002654,235974.07736948723,0.0,1.0005477916347998,0.0
2019-05-16 09:00:00,28.25682297002654,29.50598029002654,242052.30930923272,8203.5,,1,1204,0.049990080000000006,391.2723561600001,4.152e-05,0.049990080000000006,410.09362128000004,98.87199999999999,29.50598029002654,242052.30930923272,0.0,1.0005477916347998,0.0
2019-05-17 09:00:00,28.25682297002654,29.50598029002654,232639.90159671425,7884.5,,1,1204,0.049990080000000006,391.2723561600001,4.152e-05,0.049990080000000006,394.14678576000006,98.87199999999999,29.50598029002654,232639.90159671425,0.0,1.0005477916347998,0.0
2019-05-18 09:00:00,28.25682297002654,29.50598029002654,216927.96709227512,7352.0,,1,1204,0.049990080000000006,391.2723561600001,4.152e-05,0.049990080000000006,367.52706816000006,98.87199999999999,29.50598029002654,216927.96709227512,0.0,1.0005477916347998,0.0
2019-05-19 09:00:00,28.19316749002654,29.492314890026538,214069.96762925762,7258.5,-1,1,0,0.0,0.0,5.287e-05,0.0,0.0,100.17199999999998,29.492314890026538,214069.96762925762,-0.00046314000977687453,1.0000843979207998,0.0004633937139999489
2019-05-20 09:00:00,28.14321581002654,29.492314890026538,242028.6821450028,8206.5,1,1,976,0.04995168,362.57426928,5.118e-05,0.04995168,409.92846191999996,107.97999999999999,29.492314890026538,242028.6821450028,0.0,1.0000843979207998,0.0004633937139999489
2019-05-21 09:00:00,28.09332269002654,29.492373450026538,236219.16514798754,8009.5,-1,1,0,0.0,0.0,5.112e-05,0.0,0.0,109.27999999999999,29.492373450026538,236219.16514798754,1.98560201924991e-06,1.0000863836903997,0.0004614079444000829
2019-05-22 09:00:00,28.04333275002654,29.492373450026538,234729.8002887612,7959.0,1,1,1001,0.04998994,400.39442442999996,4.994e-05,0.04998994,397.86993246,117.28799999999998,29.492373450026538,234729.8002887612,0.0,1.0000863836903997,0.0004614079444000829
2019-05-23 09:00:00,27.99328275002654,29.49231339002654,224849.39728556233,7624.0,-1,1,0,0.0,0.0,5e-05,0.0,0.0,118.58799999999998,29.49231339002654,224849.39728556233,-2.0364586831300713e-06,1.0000843470557998,0.00046344457899993863
2019-05-24 09:00:00,27.94330629002654,29.49231339002654,232266.714103154,7875.5,1,1,1026,0.04997646,381.02053104,4.871e-05,0.04997646,393.58961073,126.79599999999998,29.49231339002654,232266.714103154,0.0,1.0000843470557998,0.00046344457899993863
2019-05-25 09:00:00,27.893699190026542,29.49268275002654,235867.73029333726,7997.5,-1,1,0,0.0,0.0,4.835e-05,0.0,0.0,128.09599999999998,29.49268275002654,235867.73029333726,1.252394124251488e-05,1.0000968720534,0.00045091958139975574
2019-05-26 09:00:00,27.893699190026542,29.49268275002654,237917.4717444641,8067.0,,1,0,0.0,0.0,4.835e-05,0.0,0.0,128.09599999999998,29.49268275002654,237917.4717444641,0.0,1.0000968720534,0.00045091958139975574
2019-05-27 09:00:00,27.893699190026542,29.49268275002654,258060.97406273222,8750.0,,1,0,0.0,0.0,4.835e-05,0.0,0.0,128.09599999999998,29.49268275002654,258060.97406273222,0.0,1.0000968720534,0.00045091958139975574
