datetime,bitmex-BTC-available-balance,bitmex-BTC-balance,bitmex-BTC-balance-in-USD,bitmex-BTC-price,bitmex-EOS/BTC-leverage,bitmex-EOS/BTC-position,bitmex-EOS/BTC-position-in-BTC,bitmex-EOS/BTC-position-in-USD,bitmex-EOS/BTC-price,bitmex-total-position-in-BTC,bitmex-total-position-in-USD,bitmex-{}-fill,fee,total,total-in-USD,returns,equity_curve,drawdown
2019-05-01 05:10:00,111234705.22803114,111234705.22803114,573748609566.1847,5158.0,1,0,0,0,0.0008990000000000001,0.0,0.0,0,0.0,111234705.22803114,573748609566.1847,0.0,1.0,0.0
2019-05-01 05:11:00,111234705.22803114,111234705.22803114,573692992213.5707,5157.5,1,0,0,0,0.0008990000000000001,0.0,0.0,0,0.0,111234705.22803114,573692992213.5707,0.0,1.0,0.0
2019-05-01 05:12:00,111234705.22803114,111234705.22803114,573748609566.1847,5158.0,1,0,0,0,0.0008990000000000001,0.0,0.0,0,0.0,111234705.22803114,573748609566.1847,0.0,1.0,0.0
2019-05-01 05:13:00,111234705.22803114,111234705.22803114,573748609566.1847,5158.0,1,0,0,0,0.0008990000000000001,0.0,0.0,0,0.0,111234705.22803114,573748609566.1847,0.0,1.0,0.0
2019-05-01 05:14:00,111234705.22803114,111234705.22803114,573748609566.1847,5158.0,1,0,0,0,0.0008990000000000001,0.0,0.0,0,0.0,111234705.22803114,573748609566.1847,0.0,1.0,0.0
2019-05-01 05:15:00,111234705.22803114,111234705.22803114,573748609566.1847,5158.0,1,0,0,0,0.0008990000000000001,0.0,0.0,0,0.0,111234705.22803114,573748609566.1847,0.0,1.0,0.0
2019-05-01 05:16:00,111234705.22803114,111234705.22803114,573748609566.1847,5158.0,1,0,0,0,0.0008990000000000001,0.0,0.0,0,0.0,111234705.22803114,573748609566.1847,0.0,1.0,0.0
2019-05-01 05:17:00,111234705.22803114,111234705.22803114,573859844271.4127,5159.0,1,0,0,0,0.0008990000000000001,0.0,0.0,0,0.0,111234705.22803114,573859844271.4127,0.0,1.0,0.0
2019-05-01 05:18:00,111234705.22803114,111234705.22803114,573859844271.4127,5159.0,1,0,0,0,0.0008990000000000001,0.0,0.0,0,0.0,111234705.22803114,573859844271.4127,0.0,1.0,0.0
2019-05-01 05:19:00,111234705.22803114,111234705.22803114,573859844271.4127,5159.0,1,0,0,0,0.0008990000000000001,0.0,0.0,0,0.0,111234705.22803114,573859844271.4127,0.0,1.0,0.0
2019-05-01 05:20:00,111234705.22803114,111234705.22803114,573859844271.4127,5159.0,1,0,0,0,0.0008990000000000001,0.0,0.0,0,0.0,111234705.22803114,573859844271.4127,0.0,1.0,0.0
2019-05-01 05:21:00,111234705.22803114,111234705.22803114,573971078976.6407,5160.0,1,0,0,0,0.0008990000000000001,0.0,0.0,0,0.0,111234705.22803114,573971078976.6407,0.0,1.0,0.0
2019-05-01 05:22:00,111234705.22803114,111234705.22803114,574026696329.2548,5160.5,1,0,0,0,0.0008990000000000001,0.0,0.0,0,0.0,111234705.22803114,574026696329.2548,0.0,1.0,0.0
2019-05-01 05:23:00,111234705.22803114,111234705.22803114,574137931034.4828,5161.5,1,0,0,0,0.0008990000000000001,0.0,0.0,0,0.0,111234705.22803114,574137931034.4828,0.0,1.0,0.0
2019-05-01 05:24:00,111234705.22803114,111234705.22803114,574360400444.9388,5163.5,1,0,0,0,0.0008990000000000001,0.0,0.0,0,0.0,111234705.22803114,574360400444.9388,0.0,1.0,0.0
2019-05-01 05:25:00,111234705.22803114,111234705.22803114,574304783092.3248,5163.0,1,0,0,0,0.0008990000000000001,0.0,0.0,0,0.0,111234705.22803114,574304783092.3248,0.0,1.0,0.0
2019-05-01 05:26:00,111234705.22803114,111234705.22803114,574582869855.3949,5165.5,1,0,0,0,0.0008990000000000001,0.0,0.0,0,0.0,111234705.22803114,574582869855.3949,0.0,1.0,0.0
2019-05-01 05:27:00,111234705.22803114,111234705.22803114,574582869855.3949,5165.5,1,0,0,0,0.0008990000000000001,0.0,0.0,0,0.0,111234705.22803114,574582869855.3949,0.0,1.0,0.0
