datetime,bitmex-BTC-available-balance,bitmex-BTC-balance,bitmex-BTC-fill,bitmex-BTC-price,bitmex-BTC-value,fee,total,total-USD,returns,equity_curve,drawdown
2019-05-01 05:39:00,19.364833462432223,19.364833462432223,0,5169.5,100106.50658404338,0.0,19.364833462432223,100106.50658404338,0.0,1.0,0.0
2019-05-01 05:40:00,19.364833462432223,19.364833462432223,0,5169.0,100096.82416731217,0.0,19.364833462432223,100096.82416731217,0.0,1.0,0.0
2019-05-01 05:41:00,19.364833462432223,19.364833462432223,0,5169.0,100096.82416731217,0.0,19.364833462432223,100096.82416731217,0.0,1.0,0.0
2019-05-01 05:42:00,19.364833462432223,19.364833462432223,0,5169.0,100096.82416731217,0.0,19.364833462432223,100096.82416731217,0.0,1.0,0.0
2019-05-01 05:43:00,19.364833462432223,19.364833462432223,0,5169.0,100096.82416731217,0.0,19.364833462432223,100096.82416731217,0.0,1.0,0.0
2019-05-01 05:44:00,19.364833462432223,19.364833462432223,0,5166.0,100038.72966692486,0.0,19.364833462432223,100038.72966692486,0.0,1.0,0.0
2019-05-01 05:45:00,19.364833462432223,19.364833462432223,0,5166.5,100048.41208365608,0.0,19.364833462432223,100048.41208365608,0.0,1.0,0.0
2019-05-01 05:46:00,19.364833462432223,19.364833462432223,0,5161.5,99951.58791634392,0.0,19.364833462432223,99951.58791634392,0.0,1.0,0.0
2019-05-01 05:47:00,19.364833462432223,19.364833462432223,0,5161.5,99951.58791634392,0.0,19.364833462432223,99951.58791634392,0.0,1.0,0.0
2019-05-01 05:48:00,19.364833462432223,19.364833462432223,0,5159.5,99912.85824941905,0.0,19.364833462432223,99912.85824941905,0.0,1.0,0.0
2019-05-01 05:49:00,19.364833462432223,19.364833462432223,0,5159.5,99912.85824941905,0.0,19.364833462432223,99912.85824941905,0.0,1.0,0.0
2019-05-01 05:50:00,19.364833462432223,19.364833462432223,0,5159.5,99912.85824941905,0.0,19.364833462432223,99912.85824941905,0.0,1.0,0.0
2019-05-01 05:51:00,19.364833462432223,19.364833462432223,0,5164.0,100000.0,0.0,19.364833462432223,100000.0,0.0,1.0,0.0
2019-05-01 05:52:00,19.364833462432223,19.364833462432223,0,5164.0,100000.0,0.0,19.364833462432223,100000.0,0.0,1.0,0.0
2019-05-01 05:53:00,19.364833462432223,19.364833462432223,0,5163.5,99990.31758326878,0.0,19.364833462432223,99990.31758326878,0.0,1.0,0.0
2019-05-01 05:54:00,19.364833462432223,19.364833462432223,0,5163.5,99990.31758326878,0.0,19.364833462432223,99990.31758326878,0.0,1.0,0.0
2019-05-01 05:55:00,19.364833462432223,19.364833462432223,0,5160.0,99922.54066615028,0.0,19.364833462432223,99922.54066615028,0.0,1.0,0.0
2019-05-01 05:56:00,19.364833462432223,19.364833462432223,0,5161.0,99941.90549961271,0.0,19.364833462432223,99941.90549961271,0.0,1.0,0.0
2019-05-01 05:57:00,19.364833462432223,19.364833462432223,0,5161.0,99941.90549961271,0.0,19.364833462432223,99941.90549961271,0.0,1.0,0.0
2019-05-01 05:58:00,19.364833462432223,19.364833462432223,0,5161.0,99941.90549961271,0.0,19.364833462432223,99941.90549961271,0.0,1.0,0.0
2019-05-01 05:59:00,19.364833462432223,19.364833462432223,0,5161.0,99941.90549961271,0.0,19.364833462432223,99941.90549961271,0.0,1.0,0.0
2019-05-01 06:00:00,19.364833462432223,19.364833462432223,0,5161.0,99941.90549961271,0.0,19.364833462432223,99941.90549961271,0.0,1.0,0.0
2019-05-01 06:01:00,19.364833462432223,19.364833462432223,0,5160.5,99932.2230828815,0.0,19.364833462432223,99932.2230828815,0.0,1.0,0.0
2019-05-01 06:02:00,19.364833462432223,19.364833462432223,0,5161.0,99941.90549961271,0.0,19.364833462432223,99941.90549961271,0.0,1.0,0.0
2019-05-01 06:03:00,19.364833462432223,19.364833462432223,0,5161.0,99941.90549961271,0.0,19.364833462432223,99941.90549961271,0.0,1.0,0.0
2019-05-01 06:04:00,19.364833462432223,19.364833462432223,0,5162.0,99961.27033307514,0.0,19.364833462432223,99961.27033307514,0.0,1.0,0.0
2019-05-01 06:05:00,19.364833462432223,19.364833462432223,0,5162.5,99970.95274980635,0.0,19.364833462432223,99970.95274980635,0.0,1.0,0.0
2019-05-01 06:06:00,19.364833462432223,19.364833462432223,0,5162.5,99970.95274980635,0.0,19.364833462432223,99970.95274980635,0.0,1.0,0.0
2019-05-01 06:07:00,19.364833462432223,19.364833462432223,0,5162.5,99970.95274980635,0.0,19.364833462432223,99970.95274980635,0.0,1.0,0.0
2019-05-01 06:08:00,19.364833462432223,19.364833462432223,0,5165.5,100029.04725019365,0.0,19.364833462432223,100029.04725019365,0.0,1.0,0.0
2019-05-01 06:09:00,19.364833462432223,19.364833462432223,0,5165.5,100029.04725019365,0.0,19.364833462432223,100029.04725019365,0.0,1.0,0.0
2019-05-01 06:10:00,19.364833462432223,19.364833462432223,0,5165.5,100029.04725019365,0.0,19.364833462432223,100029.04725019365,0.0,1.0,0.0
2019-05-01 06:11:00,19.364833462432223,19.364833462432223,0,5165.5,100029.04725019365,0.0,19.364833462432223,100029.04725019365,0.0,1.0,0.0
2019-05-01 06:12:00,19.364833462432223,19.364833462432223,0,5165.5,100029.04725019365,0.0,19.364833462432223,100029.04725019365,0.0,1.0,0.0
2019-05-01 06:13:00,19.364833462432223,19.364833462432223,0,5165.5,100029.04725019365,0.0,19.364833462432223,100029.04725019365,0.0,1.0,0.0
2019-05-01 06:14:00,19.364833462432223,19.364833462432223,0,5165.5,100029.04725019365,0.0,19.364833462432223,100029.04725019365,0.0,1.0,0.0
2019-05-01 06:15:00,19.364833462432223,19.364833462432223,0,5165.5,100029.04725019365,0.0,19.364833462432223,100029.04725019365,0.0,1.0,0.0
2019-05-01 06:16:00,19.364833462432223,19.364833462432223,0,5165.0,100019.36483346243,0.0,19.364833462432223,100019.36483346243,0.0,1.0,0.0
2019-05-01 06:17:00,19.364833462432223,19.364833462432223,0,5165.5,100029.04725019365,0.0,19.364833462432223,100029.04725019365,0.0,1.0,0.0
2019-05-01 06:18:00,19.364833462432223,19.364833462432223,0,5166.5,100048.41208365608,0.0,19.364833462432223,100048.41208365608,0.0,1.0,0.0
2019-05-01 06:19:00,19.364833462432223,19.364833462432223,0,5166.5,100048.41208365608,0.0,19.364833462432223,100048.41208365608,0.0,1.0,0.0
2019-05-01 06:20:00,19.364833462432223,19.364833462432223,0,5168.0,100077.45933384974,0.0,19.364833462432223,100077.45933384974,0.0,1.0,0.0
2019-05-01 06:21:00,19.364833462432223,19.364833462432223,0,5174.5,100203.33075135553,0.0,19.364833462432223,100203.33075135553,0.0,1.0,0.0
2019-05-01 06:22:00,19.364833462432223,19.364833462432223,0,5175.0,100213.01316808675,0.0,19.364833462432223,100213.01316808675,0.0,1.0,0.0
2019-05-01 06:23:00,19.364833462432223,19.364833462432223,0,5175.0,100213.01316808675,0.0,19.364833462432223,100213.01316808675,0.0,1.0,0.0
2019-05-01 06:24:00,19.364833462432223,19.364833462432223,0,5175.0,100213.01316808675,0.0,19.364833462432223,100213.01316808675,0.0,1.0,0.0
2019-05-01 06:25:00,19.364833462432223,19.364833462432223,0,5175.0,100213.01316808675,0.0,19.364833462432223,100213.01316808675,0.0,1.0,0.0
2019-05-01 06:26:00,19.364833462432223,19.364833462432223,0,5174.5,100203.33075135553,0.0,19.364833462432223,100203.33075135553,0.0,1.0,0.0
2019-05-01 06:27:00,19.364833462432223,19.364833462432223,0,5174.5,100203.33075135553,0.0,19.364833462432223,100203.33075135553,0.0,1.0,0.0
2019-05-01 06:28:00,19.364833462432223,19.364833462432223,0,5174.5,100203.33075135553,0.0,19.364833462432223,100203.33075135553,0.0,1.0,0.0
2019-05-01 06:29:00,19.364833462432223,19.364833462432223,0,5174.5,100203.33075135553,0.0,19.364833462432223,100203.33075135553,0.0,1.0,0.0
2019-05-01 06:30:00,19.364833462432223,19.364833462432223,0,5174.5,100203.33075135553,0.0,19.364833462432223,100203.33075135553,0.0,1.0,0.0
2019-05-01 06:31:00,19.364833462432223,19.364833462432223,0,5175.0,100213.01316808675,0.0,19.364833462432223,100213.01316808675,0.0,1.0,0.0
2019-05-01 06:32:00,19.364833462432223,19.364833462432223,0,5174.5,100203.33075135553,0.0,19.364833462432223,100203.33075135553,0.0,1.0,0.0
2019-05-01 06:33:00,19.364833462432223,19.364833462432223,0,5174.5,100203.33075135553,0.0,19.364833462432223,100203.33075135553,0.0,1.0,0.0
2019-05-01 06:34:00,19.364833462432223,19.364833462432223,0,5175.0,100213.01316808675,0.0,19.364833462432223,100213.01316808675,0.0,1.0,0.0
2019-05-01 06:35:00,19.364833462432223,19.364833462432223,0,5174.5,100203.33075135553,0.0,19.364833462432223,100203.33075135553,0.0,1.0,0.0
2019-05-01 06:36:00,19.364833462432223,19.364833462432223,0,5174.5,100203.33075135553,0.0,19.364833462432223,100203.33075135553,0.0,1.0,0.0
2019-05-01 06:37:00,19.364833462432223,19.364833462432223,0,5174.5,100203.33075135553,0.0,19.364833462432223,100203.33075135553,0.0,1.0,0.0
2019-05-01 06:38:00,19.364833462432223,19.364833462432223,0,5174.5,100203.33075135553,0.0,19.364833462432223,100203.33075135553,0.0,1.0,0.0
2019-05-01 06:39:00,19.364833462432223,19.364833462432223,0,5174.5,100203.33075135553,0.0,19.364833462432223,100203.33075135553,0.0,1.0,0.0
2019-05-01 06:40:00,19.364833462432223,19.364833462432223,0,5174.5,100203.33075135553,0.0,19.364833462432223,100203.33075135553,0.0,1.0,0.0
2019-05-01 06:41:00,19.364833462432223,19.364833462432223,0,5174.5,100203.33075135553,0.0,19.364833462432223,100203.33075135553,0.0,1.0,0.0
2019-05-01 06:42:00,19.364833462432223,19.364833462432223,0,5175.0,100213.01316808675,0.0,19.364833462432223,100213.01316808675,0.0,1.0,0.0
2019-05-01 06:43:00,19.364833462432223,19.364833462432223,0,5175.0,100213.01316808675,0.0,19.364833462432223,100213.01316808675,0.0,1.0,0.0
2019-05-01 06:44:00,19.364833462432223,19.364833462432223,0,5175.0,100213.01316808675,0.0,19.364833462432223,100213.01316808675,0.0,1.0,0.0
2019-05-01 06:45:00,19.364833462432223,19.364833462432223,0,5175.0,100213.01316808675,0.0,19.364833462432223,100213.01316808675,0.0,1.0,0.0
2019-05-01 06:46:00,19.364833462432223,19.364833462432223,0,5175.0,100213.01316808675,0.0,19.364833462432223,100213.01316808675,0.0,1.0,0.0
2019-05-01 06:47:00,19.364833462432223,19.364833462432223,0,5175.0,100213.01316808675,0.0,19.364833462432223,100213.01316808675,0.0,1.0,0.0
2019-05-01 06:48:00,19.364833462432223,19.364833462432223,0,5176.5,100242.06041828041,0.0,19.364833462432223,100242.06041828041,0.0,1.0,0.0
2019-05-01 06:49:00,19.364833462432223,19.364833462432223,0,5177.5,100261.42525174284,0.0,19.364833462432223,100261.42525174284,0.0,1.0,0.0
2019-05-01 06:50:00,19.364833462432223,19.364833462432223,0,5178.0,100271.10766847405,0.0,19.364833462432223,100271.10766847405,0.0,1.0,0.0
2019-05-01 06:51:00,19.364833462432223,19.364833462432223,0,5178.0,100271.10766847405,0.0,19.364833462432223,100271.10766847405,0.0,1.0,0.0
2019-05-01 06:52:00,19.364833462432223,19.364833462432223,0,5178.0,100271.10766847405,0.0,19.364833462432223,100271.10766847405,0.0,1.0,0.0
2019-05-01 06:53:00,19.364833462432223,19.364833462432223,0,5179.5,100300.1549186677,0.0,19.364833462432223,100300.1549186677,0.0,1.0,0.0
2019-05-01 06:54:00,19.364833462432223,19.364833462432223,0,5179.5,100300.1549186677,0.0,19.364833462432223,100300.1549186677,0.0,1.0,0.0
2019-05-01 06:55:00,19.364833462432223,19.364833462432223,0,5182.0,100348.56700232378,0.0,19.364833462432223,100348.56700232378,0.0,1.0,0.0
2019-05-01 06:56:00,19.364833462432223,19.364833462432223,0,5181.5,100338.88458559256,0.0,19.364833462432223,100338.88458559256,0.0,1.0,0.0
2019-05-01 06:57:00,19.364833462432223,19.364833462432223,0,5184.0,100387.29666924865,0.0,19.364833462432223,100387.29666924865,0.0,1.0,0.0
2019-05-01 06:58:00,19.364833462432223,19.364833462432223,0,5184.0,100387.29666924865,0.0,19.364833462432223,100387.29666924865,0.0,1.0,0.0
2019-05-01 06:59:00,19.364833462432223,19.364833462432223,0,5184.0,100387.29666924865,0.0,19.364833462432223,100387.29666924865,0.0,1.0,0.0
2019-05-01 07:00:00,19.364833462432223,19.364833462432223,0,5183.5,100377.61425251742,0.0,19.364833462432223,100377.61425251742,0.0,1.0,0.0
2019-05-01 07:01:00,19.364833462432223,19.364833462432223,0,5183.5,100377.61425251742,0.0,19.364833462432223,100377.61425251742,0.0,1.0,0.0
2019-05-01 07:02:00,19.364833462432223,19.364833462432223,0,5185.0,100406.66150271108,0.0,19.364833462432223,100406.66150271108,0.0,1.0,0.0
2019-05-01 07:03:00,19.364833462432223,19.364833462432223,0,5188.0,100464.75600309837,0.0,19.364833462432223,100464.75600309837,0.0,1.0,0.0
2019-05-01 07:04:00,19.364833462432223,19.364833462432223,0,5188.5,100474.43841982959,0.0,19.364833462432223,100474.43841982959,0.0,1.0,0.0
2019-05-01 07:05:00,19.364833462432223,19.364833462432223,0,5188.5,100474.43841982959,0.0,19.364833462432223,100474.43841982959,0.0,1.0,0.0
2019-05-01 07:06:00,19.364833462432223,19.364833462432223,0,5188.0,100464.75600309837,0.0,19.364833462432223,100464.75600309837,0.0,1.0,0.0
2019-05-01 07:07:00,19.364833462432223,19.364833462432223,0,5188.0,100464.75600309837,0.0,19.364833462432223,100464.75600309837,0.0,1.0,0.0
2019-05-01 07:08:00,19.364833462432223,19.364833462432223,0,5188.0,100464.75600309837,0.0,19.364833462432223,100464.75600309837,0.0,1.0,0.0
2019-05-01 07:09:00,19.364833462432223,19.364833462432223,0,5188.0,100464.75600309837,0.0,19.364833462432223,100464.75600309837,0.0,1.0,0.0
2019-05-01 07:10:00,19.364833462432223,19.364833462432223,0,5190.0,100503.48567002323,0.0,19.364833462432223,100503.48567002323,0.0,1.0,0.0
2019-05-01 07:11:00,19.364833462432223,19.364833462432223,0,5190.0,100503.48567002323,0.0,19.364833462432223,100503.48567002323,0.0,1.0,0.0
2019-05-01 07:12:00,19.364833462432223,19.364833462432223,0,5190.0,100503.48567002323,0.0,19.364833462432223,100503.48567002323,0.0,1.0,0.0
2019-05-01 07:13:00,19.364833462432223,19.364833462432223,0,5189.5,100493.80325329202,0.0,19.364833462432223,100493.80325329202,0.0,1.0,0.0
2019-05-01 07:14:00,19.364833462432223,19.364833462432223,0,5190.0,100503.48567002323,0.0,19.364833462432223,100503.48567002323,0.0,1.0,0.0
2019-05-01 07:15:00,19.364833462432223,19.364833462432223,0,5189.5,100493.80325329202,0.0,19.364833462432223,100493.80325329202,0.0,1.0,0.0
2019-05-01 07:16:00,19.364833462432223,19.364833462432223,0,5189.5,100493.80325329202,0.0,19.364833462432223,100493.80325329202,0.0,1.0,0.0
2019-05-01 07:17:00,19.364833462432223,19.364833462432223,0,5190.0,100503.48567002323,0.0,19.364833462432223,100503.48567002323,0.0,1.0,0.0
2019-05-01 07:18:00,19.364833462432223,19.364833462432223,0,5193.0,100561.58017041054,0.0,19.364833462432223,100561.58017041054,0.0,1.0,0.0
2019-05-01 07:19:00,19.364833462432223,19.364833462432223,0,5194.5,100590.62742060419,0.0,19.364833462432223,100590.62742060419,0.0,1.0,0.0
2019-05-01 07:20:00,19.364833462432223,19.364833462432223,0,5200.0,100697.13400464757,0.0,19.364833462432223,100697.13400464757,0.0,1.0,0.0
2019-05-01 07:21:00,19.364833462432223,19.364833462432223,0,5199.5,100687.45158791634,0.0,19.364833462432223,100687.45158791634,0.0,1.0,0.0
2019-05-01 07:22:00,19.364833462432223,19.364833462432223,0,5202.0,100735.86367157243,0.0,19.364833462432223,100735.86367157243,0.0,1.0,0.0
2019-05-01 07:23:00,19.364833462432223,19.364833462432223,0,5197.5,100648.72192099148,0.0,19.364833462432223,100648.72192099148,0.0,1.0,0.0
2019-05-01 07:24:00,19.364833462432223,19.364833462432223,0,5200.0,100697.13400464757,0.0,19.364833462432223,100697.13400464757,0.0,1.0,0.0
2019-05-01 07:25:00,19.364833462432223,19.364833462432223,0,5198.5,100668.0867544539,0.0,19.364833462432223,100668.0867544539,0.0,1.0,0.0
2019-05-01 07:26:00,19.364833462432223,19.364833462432223,0,5198.0,100658.40433772269,0.0,19.364833462432223,100658.40433772269,0.0,1.0,0.0
2019-05-01 07:27:00,19.364833462432223,19.364833462432223,0,5200.5,100706.81642137878,0.0,19.364833462432223,100706.81642137878,0.0,1.0,0.0
2019-05-01 07:28:00,19.364833462432223,19.364833462432223,0,5200.5,100706.81642137878,0.0,19.364833462432223,100706.81642137878,0.0,1.0,0.0
2019-05-01 07:29:00,19.364833462432223,19.364833462432223,0,5199.0,100677.76917118512,0.0,19.364833462432223,100677.76917118512,0.0,1.0,0.0
2019-05-01 07:30:00,19.364833462432223,19.364833462432223,0,5198.5,100668.0867544539,0.0,19.364833462432223,100668.0867544539,0.0,1.0,0.0
2019-05-01 07:31:00,19.364833462432223,19.364833462432223,0,5198.5,100668.0867544539,0.0,19.364833462432223,100668.0867544539,0.0,1.0,0.0
2019-05-01 07:32:00,19.364833462432223,19.364833462432223,0,5197.5,100648.72192099148,0.0,19.364833462432223,100648.72192099148,0.0,1.0,0.0
2019-05-01 07:33:00,19.364833462432223,19.364833462432223,0,5197.5,100648.72192099148,0.0,19.364833462432223,100648.72192099148,0.0,1.0,0.0
2019-05-01 07:34:00,19.364833462432223,19.364833462432223,0,5197.5,100648.72192099148,0.0,19.364833462432223,100648.72192099148,0.0,1.0,0.0
2019-05-01 07:35:00,19.364833462432223,19.364833462432223,0,5199.0,100677.76917118512,0.0,19.364833462432223,100677.76917118512,0.0,1.0,0.0
2019-05-01 07:36:00,19.364833462432223,19.364833462432223,0,5198.5,100668.0867544539,0.0,19.364833462432223,100668.0867544539,0.0,1.0,0.0
2019-05-01 07:37:00,19.364833462432223,19.364833462432223,0,5198.5,100668.0867544539,0.0,19.364833462432223,100668.0867544539,0.0,1.0,0.0
2019-05-01 07:38:00,19.364833462432223,19.364833462432223,0,5199.0,100677.76917118512,0.0,19.364833462432223,100677.76917118512,0.0,1.0,0.0
2019-05-01 07:39:00,19.364833462432223,19.364833462432223,0,5199.0,100677.76917118512,0.0,19.364833462432223,100677.76917118512,0.0,1.0,0.0
2019-05-01 07:40:00,19.364833462432223,19.364833462432223,0,5200.5,100706.81642137878,0.0,19.364833462432223,100706.81642137878,0.0,1.0,0.0
2019-05-01 07:41:00,19.364833462432223,19.364833462432223,0,5211.5,100919.82958946553,0.0,19.364833462432223,100919.82958946553,0.0,1.0,0.0
2019-05-01 07:42:00,19.364833462432223,19.364833462432223,0,5214.5,100977.92408985282,0.0,19.364833462432223,100977.92408985282,0.0,1.0,0.0
2019-05-01 07:43:00,19.364833462432223,19.364833462432223,0,5214.5,100977.92408985282,0.0,19.364833462432223,100977.92408985282,0.0,1.0,0.0
2019-05-01 07:44:00,19.364833462432223,19.364833462432223,0,5214.0,100968.2416731216,0.0,19.364833462432223,100968.2416731216,0.0,1.0,0.0
2019-05-01 07:45:00,19.364833462432223,19.364833462432223,0,5214.0,100968.2416731216,0.0,19.364833462432223,100968.2416731216,0.0,1.0,0.0
2019-05-01 07:46:00,19.364833462432223,19.364833462432223,0,5210.5,100900.4647560031,0.0,19.364833462432223,100900.4647560031,0.0,1.0,0.0
2019-05-01 07:47:00,19.364833462432223,19.364833462432223,0,5209.0,100871.41750580946,0.0,19.364833462432223,100871.41750580946,0.0,1.0,0.0
2019-05-01 07:48:00,19.364833462432223,19.364833462432223,0,5207.5,100842.3702556158,0.0,19.364833462432223,100842.3702556158,0.0,1.0,0.0
2019-05-01 07:49:00,19.364833462432223,19.364833462432223,0,5202.0,100735.86367157243,0.0,19.364833462432223,100735.86367157243,0.0,1.0,0.0
2019-05-01 07:50:00,19.364833462432223,19.364833462432223,0,5203.5,100764.91092176607,0.0,19.364833462432223,100764.91092176607,0.0,1.0,0.0
2019-05-01 07:51:00,19.364833462432223,19.364833462432223,0,5205.0,100793.95817195972,0.0,19.364833462432223,100793.95817195972,0.0,1.0,0.0
2019-05-01 07:52:00,19.364833462432223,19.364833462432223,0,5204.5,100784.2757552285,0.0,19.364833462432223,100784.2757552285,0.0,1.0,0.0
2019-05-01 07:53:00,19.364833462432223,19.364833462432223,0,5205.0,100793.95817195972,0.0,19.364833462432223,100793.95817195972,0.0,1.0,0.0
2019-05-01 07:54:00,19.364833462432223,19.364833462432223,0,5204.5,100784.2757552285,0.0,19.364833462432223,100784.2757552285,0.0,1.0,0.0
2019-05-01 07:55:00,19.364833462432223,19.364833462432223,0,5205.0,100793.95817195972,0.0,19.364833462432223,100793.95817195972,0.0,1.0,0.0
2019-05-01 07:56:00,19.364833462432223,19.364833462432223,0,5204.5,100784.2757552285,0.0,19.364833462432223,100784.2757552285,0.0,1.0,0.0
2019-05-01 07:57:00,19.364833462432223,19.364833462432223,0,5204.5,100784.2757552285,0.0,19.364833462432223,100784.2757552285,0.0,1.0,0.0
2019-05-01 07:58:00,19.364833462432223,19.364833462432223,0,5204.5,100784.2757552285,0.0,19.364833462432223,100784.2757552285,0.0,1.0,0.0
2019-05-01 07:59:00,19.364833462432223,19.364833462432223,0,5205.0,100793.95817195972,0.0,19.364833462432223,100793.95817195972,0.0,1.0,0.0
2019-05-01 08:00:00,19.364833462432223,19.364833462432223,0,5205.0,100793.95817195972,0.0,19.364833462432223,100793.95817195972,0.0,1.0,0.0
2019-05-01 08:01:00,19.364833462432223,19.364833462432223,0,5205.0,100793.95817195972,0.0,19.364833462432223,100793.95817195972,0.0,1.0,0.0
