datetime,amount,price,symbol,txn_dollars
2019-05-02 00:20:00-04:00,-2669,0.29695404,XRP/BTC,-792.5703327599999
2019-05-02 01:15:00-04:00,-171,4.65948835,EOS/BTC,-796.77250785
2019-05-02 02:55:00-04:00,2669,0.298338225,XRP/BTC,794.1458701500001
2019-05-02 03:40:00-04:00,171,4.66886625,EOS/BTC,795.11929695
2019-05-02 06:25:00-04:00,-2672,0.29874901,XRP/BTC,-798.25735472
2019-05-02 08:40:00-04:00,2672,0.29956235999999997,XRP/BTC,799.00738512
2019-05-02 12:30:00-04:00,170,4.694408500000001,EOS/BTC,798.0494450000001
2019-05-02 13:50:00-04:00,-2687,0.29908131,XRP/BTC,-803.63147997
2019-05-02 13:55:00-04:00,-170,4.705588799999999,EOS/BTC,-802.3178900000001
2019-05-02 14:20:00-04:00,-173,4.6724121,EOS/BTC,-808.3272933
2019-05-02 22:55:00-04:00,173,4.627971700000001,EOS/BTC,812.4748818
2019-05-02 23:10:00-04:00,2687,0.296146335,XRP/BTC,807.606883035
2019-05-03 01:30:00-04:00,173,4.6473649,EOS/BTC,803.9941277
2019-05-03 05:35:00-04:00,-173,4.676020650000001,EOS/BTC,-803.9195041500002
2019-05-03 07:00:00-04:00,171,4.7572865,EOS/BTC,813.4959915000001
2019-05-03 07:10:00-04:00,-2743,0.2972945,XRP/BTC,-815.4788135
2019-05-03 08:00:00-04:00,-171,4.75592415,EOS/BTC,-820.8443745000001
2019-05-03 12:45:00-04:00,-175,4.7854486000000005,EOS/BTC,-837.4535050000001
2019-05-03 14:25:00-04:00,175,5.0200455,EOS/BTC,851.78113125
2019-05-03 14:40:00-04:00,2743,0.30667711999999997,XRP/BTC,859.4411488000001
2019-05-03 14:40:00-04:00,169,5.080735999999999,EOS/BTC,858.6443839999998
2019-05-03 17:35:00-04:00,-169,5.0249025,EOS/BTC,-860.0684624999999
2019-05-03 19:35:00-04:00,-173,5.00351005,EOS/BTC,-865.60723865
2019-05-03 22:00:00-04:00,173,4.9664570999999995,EOS/BTC,856.0487551
2019-05-04 03:30:00-04:00,169,5.0110104,EOS/BTC,846.8607575999999
2019-05-04 05:55:00-04:00,-2825,0.30431610000000003,XRP/BTC,-859.6929825000001
2019-05-04 06:20:00-04:00,-169,5.0571132,EOS/BTC,-858.1452594
2019-05-04 07:25:00-04:00,2825,0.310771725,XRP/BTC,866.66833125
2019-05-04 07:45:00-04:00,2798,0.30862880000000004,XRP/BTC,863.5433824000002
2019-05-04 08:55:00-04:00,-2798,0.30575312,XRP/BTC,-861.4437632
2019-05-04 08:55:00-04:00,-173,4.991536,EOS/BTC,-863.535728
2019-05-04 15:10:00-04:00,-2863,0.2993088,XRP/BTC,-856.9210944
2019-05-04 16:20:00-04:00,173,4.8779319999999995,EOS/BTC,861.731684
2019-05-04 17:10:00-04:00,2863,0.30002816,XRP/BTC,857.6712004000001
2019-05-04 18:35:00-04:00,-178,4.7980821,EOS/BTC,-854.0586138
2019-05-04 19:00:00-04:00,2823,0.29569248,XRP/BTC,834.7398710399999
2019-05-04 19:00:00-04:00,178,4.75212105,EOS/BTC,835.3746747000001
2019-05-04 19:15:00-04:00,175,4.7468756999999995,EOS/BTC,830.7032474999999
2019-05-04 23:55:00-04:00,-175,4.7956216000000005,EOS/BTC,-835.7133399999999
2019-05-05 00:05:00-04:00,-2823,0.29689286,XRP/BTC,-836.23944864
2019-05-05 01:20:00-04:00,-176,4.7998125,EOS/BTC,-844.7669999999999
2019-05-05 01:30:00-04:00,-2832,0.29838336,XRP/BTC,-845.0216755199999
2019-05-05 04:20:00-04:00,176,4.9207547,EOS/BTC,868.4955663999999
2019-05-05 05:25:00-04:00,2832,0.29812401,XRP/BTC,854.7742339199999
2019-05-05 11:05:00-04:00,174,4.931775,EOS/BTC,858.12885
2019-05-05 12:55:00-04:00,-174,4.8612372,EOS/BTC,-851.1145794
2019-05-05 16:25:00-04:00,-2880,0.2978557,XRP/BTC,-857.824416
2019-05-05 19:40:00-04:00,2880,0.297258,XRP/BTC,857.7493920000001
