datetime,bitmex-BTC-available-balance,bitmex-BTC-balance,bitmex-BTC-balance-in-USD,bitmex-BTC-price,bitmex-EOS/BTC-fill,bitmex-EOS/BTC-leverage,bitmex-EOS/BTC-position,bitmex-EOS/BTC-position-in-BTC,bitmex-EOS/BTC-position-in-USD,bitmex-EOS/BTC-price,bitmex-XRP/BTC-fill,bitmex-XRP/BTC-leverage,bitmex-XRP/BTC-position,bitmex-XRP/BTC-position-in-BTC,bitmex-XRP/BTC-position-in-USD,bitmex-XRP/BTC-price,bitmex-total-position-in-BTC,bitmex-total-position-in-USD,fee,total,total-in-USD,benchmark_equity,btc_benchmark_equity,returns,btc_returns,benchmark_returns,btc_benchmark_returns,equity_curve,btc_equity_curve,benchmark_equity_curve,btc_benchmark_equity_curve
2019-07-11 18:02:00,0.059649,0.059649,694.731903,11647.0,,2,0,0.0,0.0,0.0004038,,2,0,0.0,0.0,2.903e-05,0.0,0.0,0,0.059649,694.731903,1.0,8.585901948999742e-05,,,,,,,,
2019-07-11 18:03:00,0.059649,0.059649,695.50734,11660.0,,2,0,0.0,0.0,0.0004029,,2,0,0.0,0.0,2.902e-05,0.0,0.0,0,0.059649,695.50734,1.00111616725337,8.576329331046312e-05,0.0011161672533699374,0.0,0.0011161672533699374,-0.0011149228130360456,1.00111616725337,1.0,1.00111616725337,0.998885077186964
