datetime,bitmex-ADA/BTC-fill,bitmex-ADA/BTC-leverage,bitmex-ADA/BTC-position-in-BTC,bitmex-ADA/BTC-position-in-USD,bitmex-ADA/BTC-price,bitmex-BTC-available-balance,bitmex-BTC-balance,bitmex-BTC-balance-in-USD,bitmex-BTC-price,bitmex-EOS/BTC-fill,bitmex-EOS/BTC-leverage,bitmex-EOS/BTC-position-in-BTC,bitmex-EOS/BTC-position-in-USD,bitmex-EOS/BTC-price,bitmex-XRP/BTC-fill,bitmex-XRP/BTC-leverage,bitmex-XRP/BTC-position-in-BTC,bitmex-XRP/BTC-position-in-USD,bitmex-XRP/BTC-price,bitmex-total-position-in-BTC,bitmex-total-position-in-USD,fee,total,total-in-USD,benchmark_equity,btc_benchmark_equity,returns,btc_returns,benchmark_returns,btc_benchmark_returns,equity_curve,btc_equity_curve,benchmark_equity_curve,btc_benchmark_equity_curve,drawdown,btc_drawdown
2019-05-01 01:10:00-04:00,,1,0.0,0.0,1.271e-05,0.9550186228631459,0.9550186228631459,4989.494795148506,5224.5,,1,0.0,0.0,0.0008865,,1,0.0,0.0,5.828e-05,0.0,0.0,0.0,0.9550186228631459,4989.494795148506,4992.35547061634,0.9570293808019906,9.57120980091819e-05,0.0,9.57120980091819e-05,-9.570293808025543e-05,0.9984710941232684,1.0,0.9984710941232682,1.001531247009283,0.0010511227902529896,0.0
2019-05-01 01:11:00-04:00,,1,0.0,0.0,1.271e-05,0.9550186228631459,0.9550186228631459,4989.017285837074,5224.0,,1,0.0,0.0,0.0008867000000000001,,1,0.0,0.0,5.829e-05,0.0,0.0,0.0,0.9550186228631459,4989.017285837074,4991.877687529862,0.9571209800918836,-9.57029380801444e-05,0.0,-9.57029380801444e-05,9.57120980091819e-05,0.9983755375059727,1.0,0.9983755375059725,1.001627105666156,0.0011466794075486453,0.0
2019-05-01 01:12:00-04:00,,1,0.0,0.0,1.271e-05,0.9550186228631459,0.9550186228631459,4990.449813771369,5225.5,,1,0.0,0.0,0.0008856,,1,0.0,0.0,5.831e-05,0.0,0.0,0.0,0.9550186228631459,4990.449813771369,4993.311036789298,0.956846234810066,0.0002871362940275457,0.0,0.0002871362940275457,-0.00028705387044303254,0.9986622073578599,1.0,0.9986622073578597,1.001339584728734,0.0008600095556614562,0.0
2019-05-01 01:13:00-04:00,,1,0.0,0.0,1.271e-05,0.9550186228631459,0.9550186228631459,4990.9273230828,5226.0,,1,0.0,0.0,0.0008853999999999999,,1,0.0,0.0,5.834e-05,0.0,0.0,0.0,0.9550186228631459,4990.9273230828,4993.788819875776,0.9567546880979717,9.568462348097384e-05,0.0,9.568462348097384e-05,-9.567546880973055e-05,0.9987577639751557,1.0,0.9987577639751555,1.0012437810945274,0.0007644529383656895,0.0
2019-05-01 01:14:00-04:00,,1,0.0,0.0,1.271e-05,0.9550186228631459,0.9550186228631459,4991.404832394232,5226.5,,1,0.0,0.0,0.0008856,,1,0.0,0.0,5.835e-05,0.0,0.0,0.0,0.9550186228631459,4991.404832394232,4994.266602962255,0.9566631589017507,9.567546880973055e-05,0.0,9.567546880973055e-05,-9.566631589019714e-05,0.9988533205924514,1.0,0.9988533205924511,1.0011479957906821,0.0006688963210700338,0.0
2019-05-01 01:15:00-04:00,,1,0.0,0.0,1.271e-05,0.9550186228631459,0.9550186228631459,4992.359851017095,5227.5,,1,0.0,0.0,0.0008856,,1,0.0,0.0,5.832e-05,0.0,0.0,0.0,0.9550186228631459,4992.359851017095,4995.222169135212,0.9564801530368244,0.00019133263178039428,0.0,0.00019133263178039428,-0.00019129603060741296,0.9990444338270429,1.0,0.9990444338270427,1.0009564801530368,0.00047778308647850043,0.0
2019-05-01 01:16:00-04:00,,1,0.0,0.0,1.271e-05,0.9550186228631459,0.9550186228631459,4994.269888262821,5229.5,,1,0.0,0.0,0.0008855,,1,0.0,0.0,5.835e-05,0.0,0.0,0.0,0.9550186228631459,4994.269888262821,4997.133301481128,0.9561143512764126,0.0003825920612146039,0.0,0.0003825920612148259,-0.0003824457405104953,0.9994266602962257,1.0,0.9994266602962257,1.000573668610766,9.555661729565568e-05,0.0
2019-05-01 01:17:00-04:00,,1,0.0,0.0,1.271e-05,0.9550186228631459,0.9550186228631459,4994.269888262821,5229.5,,1,0.0,0.0,0.0008853999999999999,,1,0.0,0.0,5.836e-05,0.0,0.0,0.0,0.9550186228631459,4994.269888262821,4997.133301481128,0.9561143512764126,0.0,0.0,0.0,0.0,0.9994266602962257,1.0,0.9994266602962257,1.000573668610766,9.555661729565568e-05,0.0
2019-05-01 01:18:00-04:00,,1,0.0,0.0,1.273e-05,0.9550186228631459,0.9550186228631459,4993.79237895139,5229.0,,1,0.0,0.0,0.0008853,,1,0.0,0.0,5.836e-05,0.0,0.0,0.0,0.9550186228631459,4993.79237895139,4996.655518394648,0.9562057754828839,-9.561143512759607e-05,0.0,-9.561143512781811e-05,9.562057754819442e-05,0.9993311036789301,1.0,0.9993311036789299,1.000669344042838,0.00019111323459131135,0.0
2019-05-01 01:19:00-04:00,,1,0.0,0.0,1.272e-05,0.9550186228631459,0.9550186228631459,4994.269888262821,5229.5,,1,0.0,0.0,0.0008853999999999999,,1,0.0,0.0,5.839e-05,0.0,0.0,0.0,0.9550186228631459,4994.269888262821,4997.133301481128,0.9561143512764126,9.562057754819442e-05,0.0,9.562057754841646e-05,-9.561143512759607e-05,0.9994266602962257,1.0,0.9994266602962257,1.0005736686107658,9.555661729565568e-05,0.0
2019-05-01 01:20:00-04:00,,1,0.0,0.0,1.272e-05,0.9550186228631459,0.9550186228631459,4993.79237895139,5229.0,,1,0.0,0.0,0.0008853,,1,0.0,0.0,5.838e-05,0.0,0.0,0.0,0.9550186228631459,4993.79237895139,4996.655518394648,0.9562057754828839,-9.561143512759607e-05,0.0,-9.561143512781811e-05,9.562057754819442e-05,0.9993311036789301,1.0,0.9993311036789299,1.0006693440428378,0.00019111323459131135,0.0
2019-05-01 01:21:00-04:00,,1,0.0,0.0,1.272e-05,0.9550186228631459,0.9550186228631459,4994.269888262821,5229.5,,1,0.0,0.0,0.0008853999999999999,,1,0.0,0.0,5.838e-05,0.0,0.0,0.0,0.9550186228631459,4994.269888262821,4997.133301481128,0.9561143512764126,9.562057754819442e-05,0.0,9.562057754841646e-05,-9.561143512759607e-05,0.9994266602962257,1.0,0.9994266602962257,1.0005736686107656,9.555661729565568e-05,0.0
2019-05-01 01:22:00-04:00,,1,0.0,0.0,1.273e-05,0.9550186228631459,0.9550186228631459,4994.269888262821,5229.5,,1,0.0,0.0,0.0008855,,1,0.0,0.0,5.839e-05,0.0,0.0,0.0,0.9550186228631459,4994.269888262821,4997.133301481128,0.9561143512764126,0.0,0.0,0.0,0.0,0.9994266602962257,1.0,0.9994266602962257,1.0005736686107656,9.555661729565568e-05,0.0
2019-05-01 01:23:00-04:00,,1,0.0,0.0,1.273e-05,0.9550186228631459,0.9550186228631459,4995.2249068856845,5230.5,,1,0.0,0.0,0.0008861,,1,0.0,0.0,5.838e-05,0.0,0.0,0.0,0.9550186228631459,4995.2249068856845,4998.088867654085,0.9559315553006404,0.00019122287025541418,0.0,0.00019122287025519213,-0.00019118631106018746,0.9996177735308174,1.0,0.9996177735308172,1.00038237262212,0.0,0.0
2019-05-01 01:24:00-04:00,,1,0.0,0.0,1.273e-05,0.9550186228631459,0.9550186228631459,4996.179925508548,5231.5,,1,0.0,0.0,0.000886,,1,0.0,0.0,5.839e-05,0.0,0.0,0.0,0.9550186228631459,4996.179925508548,4999.044433827043,0.9557488292076842,0.00019118631106018746,0.0,0.00019118631106018746,-0.00019114976584144738,0.9998088867654089,1.0,0.9998088867654087,1.0001911497658413,0.0,0.0
2019-05-01 01:25:00-04:00,,1,0.0,0.0,1.274e-05,0.9550186228631459,0.9550186228631459,4997.1349441314105,5232.5,,1,0.0,0.0,0.0008862,,1,0.0,0.0,5.8399999999999997e-05,0.0,0.0,0.0,0.9550186228631459,4997.1349441314105,5000.0,0.9555661729574773,0.00019114976584133636,0.0,0.0001911497658415584,-0.0001911132345915334,1.0000000000000002,1.0,1.0000000000000002,0.9999999999999998,0.0,0.0
2019-05-01 01:26:00-04:00,,1,0.0,0.0,1.273e-05,0.9550186228631459,0.9550186228631459,4996.657434819979,5232.0,,1,0.0,0.0,0.0008859,,1,0.0,0.0,5.839e-05,0.0,0.0,0.0,0.9550186228631459,4996.657434819979,4999.522216913521,0.9556574923547401,-9.555661729565568e-05,0.0,-9.55566172957667e-05,9.556574923563765e-05,0.9999044433827046,1.0,0.9999044433827045,1.0000955657492354,9.555661729565568e-05,0.0
2019-05-01 01:27:00-04:00,,1,0.0,0.0,1.273e-05,0.9550186228631459,0.9550186228631459,4997.1349441314105,5232.5,,1,0.0,0.0,0.000886,,1,0.0,0.0,5.844e-05,0.0,0.0,0.0,0.9550186228631459,4997.1349441314105,5000.0,0.9555661729574773,9.556574923541561e-05,0.0,9.556574923541561e-05,-9.55566172957667e-05,1.0000000000000002,1.0,1.0000000000000002,0.9999999999999999,0.0,0.0
2019-05-01 01:28:00-04:00,,1,0.0,0.0,1.277e-05,0.9550186228631459,0.9550186228631459,4998.089962754274,5233.5,,1,0.0,0.0,0.000886,,1,0.0,0.0,5.846e-05,0.0,0.0,0.0,0.9550186228631459,4998.089962754274,5000.955566172957,0.9553835865099838,0.0001911132345915334,0.0,0.0001911132345915334,-0.0001910767173018968,1.0001911132345918,1.0,1.0001911132345918,0.999808923282698,0.0,0.0
2019-05-01 01:29:00-04:00,,1,0.0,0.0,1.278e-05,0.9550186228631459,0.9550186228631459,5001.432527934295,5237.0,,1,0.0,0.0,0.0008859,,1,0.0,0.0,5.845e-05,0.0,0.0,0.0,0.9550186228631459,5001.432527934295,5004.300047778308,0.9547450830628222,0.0006687685105568608,0.0,0.0006687685105568608,-0.0006683215581440027,1.000860009555662,1.0,1.000860009555662,0.9991407294252435,0.0,0.0
2019-05-01 01:30:00-04:00,,1,0.0,0.0,1.279e-05,0.9550186228631459,0.9550186228631459,5000.9550186228635,5236.5,,1,0.0,0.0,0.0008857999999999998,,1,0.0,0.0,5.845e-05,0.0,0.0,0.0,0.9550186228631459,5000.9550186228635,5003.822264691829,0.9548362455838824,-9.547450830627024e-05,0.0,-9.547450830627024e-05,9.54836245583568e-05,1.0007644529383661,1.0,1.0007644529383661,0.9992361310035328,9.55566172957667e-05,0.0
2019-05-01 01:31:00-04:00,MarketSell,1,-0.15000112,-785.5558654399999,1.279e-05,0.6550925268731459,0.9547938468731458,5000.255376074665,5237.0,MarketBuy,1,0.14970019999999998,783.9799473999999,0.0008857999999999998,,1,0.0,0.0,5.847e-05,-0.00030092000000001007,-1.5759180400000332,0.00022477598999999998,0.9547938468731458,5000.255376074665,5004.300047778308,0.9547450830628222,-0.00013990178787715024,-0.00023536293912906903,9.54836245583568e-05,-9.547450830627024e-05,1.0006244442021561,0.9997646370608709,1.000860009555662,0.9991407294252433,0.00023556535350577334,0.00023536293912906903
2019-05-01 01:32:00-04:00,,1,-0.15000112,-785.5558654399999,1.279e-05,0.6550925268731459,0.9547938468731458,5000.255376074665,5237.0,,1,0.14968330000000002,783.8914421000001,0.0008857000000000001,,1,0.0,0.0,5.846e-05,-0.0003178199999999687,-1.6644233399998711,0.00022477598999999998,0.9547938468731458,5000.255376074665,5004.300047778308,0.9547450830628222,0.0,0.0,0.0,0.0,1.0006244442021561,0.9997646370608709,1.000860009555662,0.9991407294252433,0.00023556535350577334,0.00023536293912906903
2019-05-01 01:33:00-04:00,,1,-0.15023567999999998,-786.7842561599999,1.281e-05,0.6550925268731459,0.9547938468731458,5000.255376074665,5237.0,,1,0.1496664,783.8029368,0.0008856,,1,0.0,0.0,5.844e-05,-0.0005692799999999776,-2.9813193599999295,0.00022477598999999998,0.9547938468731458,5000.255376074665,5004.300047778308,0.9547450830628222,0.0,0.0,0.0,0.0,1.0006244442021561,0.9997646370608709,1.000860009555662,0.9991407294252433,0.00023556535350577334,0.00023536293912906903
2019-05-01 01:34:00-04:00,,1,-0.15023567999999998,-786.7842561599999,1.281e-05,0.6550925268731459,0.9547938468731458,5000.255376074665,5237.0,,1,0.14968330000000002,783.8914421000001,0.0008857000000000001,,1,0.0,0.0,5.844e-05,-0.0005523799999999635,-2.892814059999864,0.00022477598999999998,0.9547938468731458,5000.255376074665,5004.300047778308,0.9547450830628222,0.0,0.0,0.0,0.0,1.0006244442021561,0.9997646370608709,1.000860009555662,0.9991407294252433,0.00023556535350577334,0.00023536293912906903
2019-05-01 01:35:00-04:00,,1,-0.15023567999999998,-786.7842561599999,1.281e-05,0.6550925268731459,0.9547938468731458,5000.255376074665,5237.0,,1,0.1496495,783.7144314999999,0.0008855,,1,0.0,0.0,5.832e-05,-0.0005861799999999917,-3.0698246599999948,0.00022477598999999998,0.9547938468731458,5000.255376074665,5004.300047778308,0.9547450830628222,0.0,0.0,0.0,0.0,1.0006244442021561,0.9997646370608709,1.000860009555662,0.9991407294252433,0.00023556535350577334,0.00023536293912906903
2019-05-01 01:36:00-04:00,MarketBuy,1,-0.149888,-785.0383999999999,1.28e-05,0.5052113946581459,0.9546811746581458,5000.1426522720385,5237.5,,1,0.1496664,783.87777,0.0008856,MarketBuy,1,0.14992188,785.2158465,5.829e-05,0.14970028000000005,784.0552165000001,0.000337448205,0.9546811746581458,5000.1426522720385,5004.777830864788,0.954653937947494,-2.2543609105585283e-05,-0.00011800685076568396,9.547450830638127e-05,-9.546539379479135e-05,1.0006018865158246,0.9996466579845444,1.0009555661729577,0.9990453460620523,0.0002581230398372991,0.00035334201545556
2019-05-01 01:37:00-04:00,,1,-0.1500051,-785.80171635,1.281e-05,0.5052113946581459,0.9546811746581458,5001.097333446697,5238.5,,1,0.1496664,784.0274364,0.0008856,,1,0.14976756000000002,784.5573630600002,5.823e-05,0.14942886,782.7830831100003,0.000337448205,0.9546811746581458,5001.097333446697,5005.733397037745,0.9544716999140975,0.0001909307875895827,0.0,0.00019093078758936066,-0.00019089433998276117,1.0007929322220808,0.9996466579845444,1.001146679407549,0.998854633960103,6.707733358113366e-05,0.00035334201545556
2019-05-01 01:38:00-04:00,,1,-0.149888,-785.113344,1.28e-05,0.5052113946581459,0.9546811746581458,5000.619992859368,5238.0,,1,0.1496664,783.9526032,0.0008856,,1,0.14963896000000002,783.8088724800001,5.818e-05,0.14941736000000003,782.6481316800001,0.000337448205,0.9546811746581458,5000.619992859368,5005.255613951266,0.9545628102329133,-9.54471699914361e-05,0.0,-9.54471699914361e-05,9.545628102336501e-05,1.0006974093689527,0.9996466579845444,1.0010511227902532,0.9989499809087438,0.0001626001867092164,0.00035334201545556
2019-05-01 01:39:00-04:00,,1,-0.1500051,-785.80171635,1.281e-05,0.5052113946581459,0.9546811746581458,5001.097333446697,5238.5,,1,0.14968330000000002,784.1159670500001,0.0008857000000000001,,1,0.14958752,783.61422352,5.816e-05,0.14926572000000005,781.9284742200001,0.000337448205,0.9546811746581458,5001.097333446697,5005.733397037745,0.9544716999140975,9.545628102336501e-05,0.0,9.545628102336501e-05,-9.54471699914361e-05,1.0007929322220808,0.9996466579845444,1.001146679407549,0.998854633960103,6.707733358113366e-05,0.00035334201545556
2019-05-01 01:40:00-04:00,,1,-0.14977089999999998,-784.4999741999999,1.279e-05,0.5052113946581459,0.9546811746581458,5000.619992859368,5238.0,,1,0.14968330000000002,784.0411254,0.0008857000000000001,,1,0.14961324,783.67415112,5.817e-05,0.14952564000000007,783.2153023200002,0.000337448205,0.9546811746581458,5000.619992859368,5005.255613951266,0.9545628102329133,-9.54471699914361e-05,0.0,-9.54471699914361e-05,9.545628102336501e-05,1.0006974093689527,0.9996466579845444,1.0010511227902532,0.9989499809087438,0.0001626001867092164,0.00035334201545556
2019-05-01 01:41:00-04:00,,1,-0.14977089999999998,-784.4999741999999,1.279e-05,0.5052113946581459,0.9546811746581458,5000.619992859368,5238.0,,1,0.14968330000000002,784.0411254,0.0008857000000000001,,1,0.14953608000000002,783.26998704,5.814e-05,0.14944848000000005,782.8111382400003,0.000337448205,0.9546811746581458,5000.619992859368,5005.255613951266,0.9545628102329133,0.0,0.0,0.0,0.0,1.0006974093689527,0.9996466579845444,1.0010511227902532,0.9989499809087438,0.0001626001867092164,0.00035334201545556
2019-05-01 01:42:00-04:00,,1,-0.1496538,-783.8866044,1.278e-05,0.5052113946581459,0.9546811746581458,5000.619992859368,5238.0,,1,0.14968330000000002,784.0411254,0.0008857000000000001,,1,0.14945892,782.86582296,5.811e-05,0.14948842,783.0203439600001,0.000337448205,0.9546811746581458,5000.619992859368,5005.255613951266,0.9545628102329133,0.0,0.0,0.0,0.0,1.0006974093689527,0.9996466579845444,1.0010511227902532,0.9989499809087438,0.0001626001867092164,0.00035334201545556
2019-05-01 01:43:00-04:00,,1,-0.1496538,-783.8866044,1.278e-05,0.5052113946581459,0.9546811746581458,5000.619992859368,5238.0,,1,0.1496664,783.9526032,0.0008856,,1,0.1493046,782.0574948000001,5.805e-05,0.14931719999999998,782.1234936000002,0.000337448205,0.9546811746581458,5000.619992859368,5005.255613951266,0.9545628102329133,0.0,0.0,0.0,0.0,1.0006974093689527,0.9996466579845444,1.0010511227902532,0.9989499809087438,0.0001626001867092164,0.00035334201545556
2019-05-01 01:44:00-04:00,,1,-0.1495367,-783.2732346,1.277e-05,0.5052113946581459,0.9546811746581458,5000.619992859368,5238.0,,1,0.14968330000000002,784.0411254,0.0008857000000000001,,1,0.1493046,782.0574948000001,5.805e-05,0.14945120000000003,782.8253856000001,0.000337448205,0.9546811746581458,5000.619992859368,5005.255613951266,0.9545628102329133,0.0,0.0,0.0,0.0,1.0006974093689527,0.9996466579845444,1.0010511227902532,0.9989499809087438,0.0001626001867092164,0.00035334201545556
2019-05-01 01:45:00-04:00,,1,-0.1495367,-782.74985615,1.277e-05,0.5052113946581459,0.9546811746581458,4997.2786087480645,5234.5,,1,0.14970019999999998,783.6056968999999,0.0008857999999999998,,1,0.14933032000000002,781.6695600400001,5.806e-05,0.14949381999999997,782.5254007899999,0.000337448205,0.9546811746581458,4997.2786087480645,5001.911132345916,0.9552010698251983,-0.000668193967163,0.0,-0.0006681939671628889,0.0006686407488776247,1.0000287493970568,0.9996466579845444,1.000382226469183,0.9996179195720699,0.0008312601586051294,0.00035334201545556
2019-05-01 01:46:00-04:00,,1,-0.1495367,-782.2264776999999,1.277e-05,0.5052113946581459,0.9546811746581458,4993.937224636761,5231.0,,1,0.1497509,783.3469579,0.0008861,,1,0.14922744,780.60873864,5.802e-05,0.14944164000000001,781.72921884,0.000337448205,0.9546811746581458,4993.937224636761,4998.566650740564,0.9558401835213153,-0.0006686407488776247,0.0,-0.0006686407488777357,0.0006690881284650008,0.9993600894251607,0.9996466579845444,0.9997133301481127,1.0002867520550565,0.0014999201305011534,0.00035334201545556
2019-05-01 01:47:00-04:00,,1,-0.14977089999999998,-783.2269215499999,1.279e-05,0.5052113946581459,0.9546811746581458,4992.505202874773,5229.5,,1,0.1497678,783.2107101,0.0008862,,1,0.14933032000000002,780.9229084400001,5.806e-05,0.14932722000000004,780.9066969900001,0.000337448205,0.9546811746581458,4992.505202874773,4997.133301481128,0.9561143512764126,-0.00028675205505657164,0.0,-0.0002867520550563496,0.0002868343053827882,0.9990735208657766,0.9996466579845444,0.9994266602962255,1.0005736686107658,0.0017864886898852905,0.00035334201545556
2019-05-01 01:48:00-04:00,,1,-0.149888,-783.91424,1.28e-05,0.5052113946581459,0.9546811746581458,4992.9825434621025,5230.0,,1,0.1497509,783.1972069999999,0.0008861,,1,0.14935604,781.1320892,5.807e-05,0.14921894,780.4150562000001,0.000337448205,0.9546811746581458,4992.9825434621025,4997.611084567607,0.9560229445506692,9.561143512759607e-05,0.0,9.561143512759607e-05,-9.560229445515489e-05,0.9991690437189046,0.9996466579845444,0.9995222169135212,1.000478011472275,0.0016909658367573188,0.00035334201545556
2019-05-01 01:49:00-04:00,,1,-0.1500051,-784.526673,1.281e-05,0.5052113946581459,0.9546811746581458,4992.9825434621025,5230.0,,1,0.1497509,783.1972069999999,0.0008861,,1,0.14938176,781.2666048,5.808e-05,0.14912756,779.9371387999998,0.000337448205,0.9546811746581458,4992.9825434621025,4997.611084567607,0.9560229445506692,0.0,0.0,0.0,0.0,0.9991690437189046,0.9996466579845444,0.9995222169135212,1.000478011472275,0.0016909658367573188,0.00035334201545556
2019-05-01 01:50:00-04:00,,1,-0.149888,-783.839296,1.28e-05,0.5052113946581459,0.9546811746581458,4992.505202874773,5229.5,,1,0.1497509,783.12233155,0.0008861,,1,0.14938176,781.19191392,5.808e-05,0.14924466,780.4749494700001,0.000337448205,0.9546811746581458,4992.505202874773,4997.133301481128,0.9561143512764126,-9.560229445515489e-05,0.0,-9.560229445504387e-05,9.561143512759607e-05,0.9990735208657765,0.9996466579845444,0.9994266602962254,1.0005736686107656,0.0017864886898854015,0.00035334201545556
2019-05-01 01:51:00-04:00,,1,-0.14977089999999998,-784.27531785,1.279e-05,0.5052113946581459,0.9546811746581458,4999.187971097381,5236.5,,1,0.1497678,784.2590847,0.0008862,,1,0.14935604,782.10290346,5.807e-05,0.14935294000000005,782.08667031,0.000337448205,0.9546811746581458,4999.187971097381,5003.822264691829,0.9548362455838824,0.001338560091787011,0.0,0.001338560091786789,-0.0013367707438174392,1.0004108408095687,0.9996466579845444,1.0007644529383657,0.9992361310035326,0.00044916874609324253,0.00035334201545556
2019-05-01 01:52:00-04:00,,1,-0.14977089999999998,-784.2004324,1.279e-05,0.5052113946581459,0.9546811746581458,4998.7106305100515,5236.0,,1,0.1497678,784.1842008,0.0008862,,1,0.14940748,782.2975652800001,5.809e-05,0.14940438000000006,782.28133368,0.000337448205,0.9546811746581458,4998.7106305100515,5003.344481605351,0.9549274255156608,-9.548362455846782e-05,0.0,-9.54836245583568e-05,9.549274255160611e-05,1.0003153179564406,0.9996466579845444,1.00066889632107,0.9993315508021388,0.0005446915992213253,0.00035334201545556
2019-05-01 01:53:00-04:00,,1,-0.14977089999999998,-783.8260051499999,1.279e-05,0.5052113946581459,0.9546811746581458,4996.323927573406,5233.5,,1,0.1497678,783.8097813,0.0008862,,1,0.14953608000000002,782.5970746800001,5.814e-05,0.14953298000000004,782.5808508300004,0.000337448205,0.9546811746581458,4996.323927573406,5000.955566172957,0.9553835865099838,-0.00047746371275791955,0.0,-0.0004774637127578085,0.000477691793254964,0.9998377036908005,0.9996466579845444,1.0001911132345913,0.9998089232826977,0.0010223058648614058,0.00035334201545556
