datetime,bitmex-BTC/USD-fill,bitmex-BTC/USD-price,cash,fee,total,bitmex-BTC/USD,returns,equity_curve,drawdown
2017-01-30 09:00:00,,917.35,100000.0,0.0,100000.0,0.0,0.0,1.0,0.0
2017-01-31 09:00:00,BUY,966.19,-1.4171254155953648,1.4171254155992805,105322.61405134355,105324.03117675915,0.05322614051343555,1.0532261405134355,0.0
2017-02-01 09:00:00,,983.73,-1.4171254155953648,1.4171254155992805,107234.64326592904,107236.06039134464,0.018154023538130115,1.0723464326592904,0.0
2017-02-02 09:00:00,,1007.0,-1.4171254155953648,1.4171254155992805,109771.29775985175,109772.71488526734,0.023655177251180826,1.0977129775985173,0.0
2017-02-03 09:00:00,,1015.7,-1.4171254155953648,1.4171254155992805,110719.68169182974,110721.09881724534,0.008639634871155266,1.107196816918297,0.0
2017-02-04 09:00:00,,1031.1,-1.4171254155953648,1.4171254155992805,112398.4302610781,112399.8473864937,0.015162151332053897,1.1239843026107807,0.0
2017-02-05 09:00:00,,1006.6,-1.4171254155953648,1.4171254155992805,109727.69390091024,109729.11102632583,-0.0237613314880315,1.0972769390091022,0.02670736360167858
2017-02-06 09:00:00,,1022.6,-1.4171254155953648,1.4171254155992805,111471.84825857088,111473.26538398648,0.015895297674219933,1.1147184825857088,0.009265820025071925
2017-02-07 09:00:00,,1052.1,-1.4171254155953648,1.4171254155992805,114687.6328555077,114689.0499809233,0.028848401162932857,1.1468763285550772,0.0
2017-02-08 09:00:00,,1048.8,-1.4171254155953648,1.4171254155992805,114327.9010192402,114329.3181446558,-0.003136622731770178,1.1432790101924022,0.0035973183626749616
2017-02-09 09:00:00,,984.97,-1.4171254155953648,1.4171254155992805,107369.81522864774,107371.23235406334,-0.06086078488768454,1.0736981522864775,0.07317817626859968
2017-02-10 09:00:00,,992.0,-1.4171254155953648,1.4171254155992805,108136.15304954488,108137.57017496048,0.007137367418069918,1.081361530495449,0.06551479805962823
2017-02-11 09:00:00,,1000.1,-1.4171254155953648,1.4171254155992805,109019.1311931106,109020.5483185262,0.008165429587283057,1.0901913119311062,0.05668501662397096
2017-02-12 09:00:00,,996.01,-1.4171254155953648,1.4171254155992805,108573.28173543359,108574.69886084918,-0.00408964420095459,1.0857328173543361,0.06114351120074102
2017-02-13 09:00:00,,996.5,-1.4171254155953648,1.4171254155992805,108626.69646263694,108628.11358805254,0.0004919693533214087,1.0862669646263698,0.060609363928707305
2017-02-14 09:00:00,,1013.3,-1.4171254155953648,1.4171254155992805,110458.05853818063,110459.47566359623,0.016859226462562882,1.1045805853818067,0.04229574317327045
2017-02-15 09:00:00,,1013.9,-1.4171254155953648,1.4171254155992805,110523.4643265929,110524.8814520085,0.0005921323376298915,1.1052346432659295,0.04164168528914769
2017-02-16 09:00:00,,1038.5,-1.4171254155953648,1.4171254155992805,113205.10165149617,113206.51877691176,0.0242630589010413,1.132051016514962,0.014825312040115168
2017-02-17 09:00:00,,1056.2,-1.4171254155953648,1.4171254155992805,115134.57240965827,115135.98953507387,0.017044026550163904,1.151345724096583,0.0
2017-02-18 09:00:00,,1059.8,-1.4171254155953648,1.4171254155992805,115527.0071401319,115528.4242655475,0.003408487322793974,1.1552700714013193,0.0
2017-02-19 09:00:00,,1056.2,-1.4171254155953648,1.4171254155992805,115134.57240965827,115135.98953507387,-0.003396909001525672,1.151345724096583,0.003924347304736342
2017-02-20 09:00:00,,1091.2,-1.4171254155953648,1.4171254155992805,118949.91006704094,118951.32719245653,0.03313807119383205,1.1894991006704096,0.0
2017-02-21 09:00:00,,1129.6,-1.4171254155953648,1.4171254155992805,123135.88052542649,123137.29765084208,0.03519103508381227,1.2313588052542652,0.0
2017-02-22 09:00:00,,1125.5,-1.4171254155953648,1.4171254155992805,122688.94097127597,122690.35809669156,-0.003629645171199569,1.22688940971276,0.004469395541505161
2017-02-23 09:00:00,,1189.8,-1.4171254155953648,1.4171254155992805,129698.2612961247,129699.6784215403,0.05713082425652183,1.2969826129612476,0.0
2017-02-24 09:00:00,,1185.4,-1.4171254155953648,1.4171254155992805,129218.61884776804,129220.03597318364,-0.0036981409277457855,1.2921861884776809,0.0047964244835667635
2017-02-25 09:00:00,,1153.0,-1.4171254155953648,1.4171254155992805,125686.70627350522,125688.12339892081,-0.027332845728863187,1.2568670627350527,0.04011555022619495
2017-02-26 09:00:00,,1178.3,-1.4171254155953648,1.4171254155992805,128444.6503515561,128446.0674769717,0.021943005428508577,1.2844465035155617,0.01253610944568595
2017-02-27 09:00:00,,1195.5,-1.4171254155953648,1.4171254155992805,130319.61628604132,130321.03341145691,0.014597462248161941,1.3031961628604136,0.0
2017-02-28 09:00:00,,1189.1,-1.4171254155953648,1.4171254155992805,129621.95454297705,129623.37166839265,-0.005353466829835951,1.296219545429771,0.0069766174306427065
2017-03-01 09:00:00,,1233.2,-1.4171254155953648,1.4171254155992805,134429.27999127924,134430.69711669482,0.037087277886311165,1.3442927999127927,0.0
2017-03-02 09:00:00,,1258.0,-1.4171254155953648,1.4171254155992805,137132.71924565325,137134.13637106883,0.020110494191067474,1.3713271924565327,0.0
2017-03-03 09:00:00,,1289.2,-1.4171254155953648,1.4171254155992805,140533.8202430915,140535.2373685071,0.02480152815569614,1.4053382024309151,0.0
2017-03-04 09:00:00,,1267.8,-1.4171254155953648,1.4171254155992805,138201.01378972037,138202.43091513598,-0.016599608900803475,1.3820101378972038,0.02332806453371128
2017-03-05 09:00:00,,1278.4,-1.4171254155953648,1.4171254155992805,139356.5160516706,139357.93317708618,0.008361025945210265,1.3935651605167059,0.011773041914209248
2017-03-06 09:00:00,,1279.2,-1.4171254155953648,1.4171254155992805,139443.7237695536,139445.1408949692,0.0006257885914042749,1.3944372376955356,0.010900964735379493
2017-03-07 09:00:00,,1232.4,-1.4171254155953648,1.4171254155992805,134342.0722733962,134343.4893988118,-0.03658573765993545,1.3434207227339616,0.06191747969695349
2017-03-08 09:00:00,,1150.0,-1.4171254155953648,1.4171254155992805,125359.67733144383,125361.09445685943,-0.06686211393012098,1.253596773314438,0.15174142911647714
2017-03-09 09:00:00,,1190.4,-1.4171254155953648,1.4171254155992805,129763.667084537,129765.08420995259,0.035130831913752214,1.2976366708453697,0.10770153158554541
2017-03-10 09:00:00,,1115.4,-1.4171254155953648,1.4171254155992805,121587.94353300269,121589.36065841829,-0.0630047203136459,1.2158794353300266,0.1894587671008885
2017-03-11 09:00:00,,1172.4,-1.4171254155953648,1.4171254155992805,127801.49343216876,127802.91055758436,0.05110333902044761,1.2780149343216873,0.12732326810922778
2017-03-12 09:00:00,,1224.4,-1.4171254155953648,1.4171254155992805,133469.9950945659,133471.4122199815,0.04435395479479065,1.3346999509456587,0.07063825148525638
2017-03-13 09:00:00,,1238.5,-1.4171254155953648,1.4171254155992805,135007.03112225432,135008.4482476699,0.011515966765409669,1.350070311222543,0.055267891208372166
2017-03-14 09:00:00,,1245.0,-1.4171254155953648,1.4171254155992805,135715.593830054,135717.01095546957,0.005248339304328775,1.3571559383005396,0.04818226413037552
2017-03-15 09:00:00,,1256.1,-1.4171254155953648,1.4171254155992805,136925.60091568105,136927.01804109663,0.00891575574684711,1.3692560091568102,0.03608219327410489
2017-03-16 09:00:00,,1168.6,-1.4171254155953648,1.4171254155992805,127387.25677222434,127388.67389763994,-0.06966077986636288,1.273872567722243,0.131465634708672
2017-03-17 09:00:00,,1070.4,-1.4171254155953648,1.4171254155992805,116682.5094020821,116683.9265274977,-0.08403311007224956,1.1668250940208207,0.23851310841009443
2017-03-18 09:00:00,,971.5,-1.4171254155953648,1.4171254155992805,105901.45527879217,105902.87240420777,-0.09239648837289705,1.0590145527879213,0.3463236496429938
2017-03-19 09:00:00,SELL,1016.5,105900.03815337658,2.834250831198561,105900.03815337658,0.0,-1.338154808039338e-05,1.0590003815337654,0.3463378208971497
2017-03-20 09:00:00,,1040.5,105900.03815337658,2.834250831198561,105900.03815337658,0.0,0.0,1.0590003815337654,0.3463378208971497
2017-03-21 09:00:00,,1115.9,105900.03815337658,2.834250831198561,105900.03815337658,0.0,0.0,1.0590003815337654,0.3463378208971497
2017-03-22 09:00:00,,1039.1,105900.03815337658,2.834250831198561,105900.03815337658,0.0,0.0,1.0590003815337654,0.3463378208971497
2017-03-23 09:00:00,,1032.7,105900.03815337658,2.834250831198561,105900.03815337658,0.0,0.0,1.0590003815337654,0.3463378208971497
2017-03-24 09:00:00,,942.13,105900.03815337658,2.834250831198561,105900.03815337658,0.0,0.0,1.0590003815337654,0.3463378208971497
2017-03-25 09:00:00,,972.17,105900.03815337658,2.834250831198561,105900.03815337658,0.0,0.0,1.0590003815337654,0.3463378208971497
2017-03-26 09:00:00,,968.9,105900.03815337658,2.834250831198561,105900.03815337658,0.0,0.0,1.0590003815337654,0.3463378208971497
2017-03-27 09:00:00,,1042.7,105900.03815337658,2.834250831198561,105900.03815337658,0.0,0.0,1.0590003815337654,0.3463378208971497
2017-03-28 09:00:00,,1044.7,105900.03815337658,2.834250831198561,105900.03815337658,0.0,0.0,1.0590003815337654,0.3463378208971497
2017-03-29 09:00:00,,1041.8,105900.03815337658,2.834250831198561,105900.03815337658,0.0,0.0,1.0590003815337654,0.3463378208971497
2017-03-30 09:00:00,,1041.2,105900.03815337658,2.834250831198561,105900.03815337658,0.0,0.0,1.0590003815337654,0.3463378208971497
2017-03-31 09:00:00,,1081.5,105900.03815337658,2.834250831198561,105900.03815337658,0.0,0.0,1.0590003815337654,0.3463378208971497
2017-04-01 09:00:00,,1093.5,105900.03815337658,2.834250831198561,105900.03815337658,0.0,0.0,1.0590003815337654,0.3463378208971497
2017-04-02 09:00:00,,1107.5,105900.03815337658,2.834250831198561,105900.03815337658,0.0,0.0,1.0590003815337654,0.3463378208971497
2017-04-03 09:00:00,,1150.1,105900.03815337658,2.834250831198561,105900.03815337658,0.0,0.0,1.0590003815337654,0.3463378208971497
2017-04-04 09:00:00,,1145.8,105900.03815337658,2.834250831198561,105900.03815337658,0.0,0.0,1.0590003815337654,0.3463378208971497
2017-04-05 09:00:00,,1140.4,105900.03815337658,2.834250831198561,105900.03815337658,0.0,0.0,1.0590003815337654,0.3463378208971497
2017-04-06 09:00:00,,1191.5,105900.03815337658,2.834250831198561,105900.03815337658,0.0,0.0,1.0590003815337654,0.3463378208971497
2017-04-07 09:00:00,BUY,1196.6,-1.3000000000029104,4.134250831198561,106352.02409091935,106353.32409091936,0.0042680431983239675,1.063520240909193,0.34181796152172206
2017-04-08 09:00:00,,1188.1,-1.3000000000029104,4.134250831198561,105596.54752834805,105597.84752834805,-0.0071035466323184915,1.05596547528348,0.34937272714743517
2017-04-09 09:00:00,,1215.9,-1.3000000000029104,4.134250831198561,108067.4002859342,108068.7002859342,0.02339899187445349,1.0806740028593416,0.32466419957157355
2017-04-10 09:00:00,,1220.3,-1.3000000000029104,4.134250831198561,108458.47050655933,108459.77050655933,0.0036187621761085698,1.0845847050655928,0.3207534973653223
2017-04-11 09:00:00,,1235.6,-1.3000000000029104,4.134250831198561,109818.32831918765,109819.62831918766,0.012538050797480826,1.0981832831918759,0.30715491923903926
2017-04-12 09:00:00,,1227.4,-1.3000000000029104,4.134250831198561,109089.51563529536,109090.81563529537,-0.006636530486732517,1.090895156352953,0.31444304607796214
2017-04-13 09:00:00,,1187.0,-1.3000000000029104,4.134250831198561,105498.77997319178,105500.07997319178,-0.03291549734355792,1.0549877997319173,0.35035040269899786
2017-04-14 09:00:00,,1206.8,-1.3000000000029104,4.134250831198561,107258.59596600491,107259.89596600491,0.016680913213027893,1.0725859596600487,0.33275224277086646
2017-04-15 09:00:00,,1193.3,-1.3000000000029104,4.134250831198561,106058.7214254505,106060.0214254505,-0.011186744798847736,1.0605872142545045,0.3447509881764106
2017-04-16 09:00:00,,1212.0,-1.3000000000029104,4.134250831198561,107720.76986310736,107722.06986310736,0.015671020877100927,1.0772076986310732,0.3281305037998419
2017-04-17 09:00:00,,1240.0,-1.3000000000029104,4.134250831198561,110209.3985398128,110210.6985398128,0.02310258903522522,1.1020939853981278,0.30324421703278737
2017-04-18 09:00:00,,1265.4,-1.3000000000029104,4.134250831198561,112466.94026796705,112468.24026796705,0.02048411258989602,1.1246694026796702,0.2806687997512449
2017-04-19 09:00:00,,1260.5,-1.3000000000029104,4.134250831198561,112031.43024954358,112032.73024954359,-0.003872338105631812,1.1203143024954356,0.2850238999354795
2017-04-20 09:00:00,,1308.5,-1.3000000000029104,4.134250831198561,116297.6508381815,116298.9508381815,0.0380805688112269,1.1629765083818147,0.24236169404910046
2017-04-21 09:00:00,,1327.1,-1.3000000000029104,4.134250831198561,117950.81131627868,117952.11131627868,0.014214908608922938,1.1795081131627865,0.22583008926812864
2017-04-22 09:00:00,,1346.4,-1.3000000000029104,4.134250831198561,119666.18751129352,119667.48751129353,0.014543148757282909,1.196661875112935,0.20867632731798014
2017-04-23 09:00:00,,1355.2,-1.3000000000029104,4.134250831198561,120448.32795254381,120449.62795254381,0.006536018716034375,1.2044832795254379,0.20085492290547724
2017-04-24 09:00:00,,1345.0,-1.3000000000029104,4.134250831198561,119541.75607745824,119543.05607745824,-0.007526645579030045,1.195417560774582,0.20992064165633306
2017-04-25 09:00:00,,1371.1,-1.3000000000029104,4.134250831198561,121861.5135225301,121862.81352253011,0.019405415489870848,1.2186151352253007,0.18672306720561438
2017-04-26 09:00:00,,1400.0,-1.3000000000029104,4.134250831198561,124430.13383527253,124431.43383527253,0.021078191452689632,1.2443013383527248,0.1610368640781903
2017-04-27 09:00:00,,1440.3,-1.3000000000029104,4.134250831198561,128011.98153781643,128013.28153781644,0.028786015028206435,1.2801198153781637,0.12521838705275146
2017-04-28 09:00:00,,1415.6,-1.3000000000029104,4.134250831198561,125816.65552657984,125817.95552657984,-0.01714937918204218,1.2581665552657977,0.14717164716511744
2017-04-29 09:00:00,,1423.6,-1.3000000000029104,4.134250831198561,126527.69229135283,126528.99229135283,0.005651372322663439,1.2652769229135277,0.14006127951738745
2017-04-30 09:00:00,,1435.0,-1.3000000000029104,4.134250831198561,127540.91968115434,127542.21968115434,0.008007949654755153,1.2754091968115426,0.12992900561937248
2017-05-01 09:00:00,,1533.0,-1.3000000000029104,4.134250831198561,136251.12004962342,136252.4200496234,0.06829337902097721,1.3625112004962334,0.0428270019346817
2017-05-02 09:00:00,,1558.5,-1.3000000000029104,4.134250831198561,138517.54973733728,138518.8497373373,0.016634209589531546,1.385175497373372,0.02016270505754303
2017-05-03 09:00:00,,1619.0,-1.3000000000029104,4.134250831198561,143894.76527093299,143896.065270933,0.038819741930117946,1.4389476527093292,0.0
2017-05-04 09:00:00,,1607.1,-1.3000000000029104,4.134250831198561,142837.09808333317,142838.3980833332,-0.0073502825874754985,1.4283709808333311,0.01057667187599809
2017-05-05 09:00:00,,1545.1,-1.3000000000029104,4.134250831198561,137326.56315634254,137327.86315634256,-0.0385791576623582,1.3732656315634248,0.06568202114590438
2017-05-06 09:00:00,,1597.0,-1.3000000000029104,4.134250831198561,141939.41416780732,141940.7141678073,0.03359037687569,1.4193941416780727,0.019553511031256576
2017-05-07 09:00:00,,1619.9,-1.3000000000029104,4.134250831198561,143974.75690697,143976.05690696998,0.014339517681511538,1.4397475690696993,0.0
2017-05-08 09:00:00,,1703.5,-1.3000000000029104,4.134250831198561,151405.09109884768,151406.39109884767,0.05160858994663098,1.514050910988476,0.0
2017-05-09 09:00:00,,1760.0,-1.3000000000029104,4.134250831198561,156426.7882500569,156428.0882500569,0.03316729387871575,1.5642678825005683,0.0
2017-05-10 09:00:00,,1796.9,-1.3000000000029104,4.134250831198561,159706.4453275723,159707.7453275723,0.020966083330130614,1.597064453275722,0.0
2017-05-11 09:00:00,,1853.9,-1.3000000000029104,4.134250831198561,164772.5822765798,164773.88227657982,0.03172155599992488,1.6477258227657974,0.0
2017-05-12 09:00:00,,1735.0,-1.3000000000029104,4.134250831198561,154204.79836014129,154206.0983601413,-0.06413557262032776,1.5420479836014123,0.10567783916438511
2017-05-13 09:00:00,,1819.5,-1.3000000000029104,4.134250831198561,161715.12418805598,161716.42418805597,0.04870358061345481,1.6171512418805591,0.030574580885238234
2017-05-14 09:00:00,,1827.3,-1.3000000000029104,4.134250831198561,162408.38503370964,162409.68503370963,0.004286926464883267,1.6240838503370958,0.023641972428701585
2017-05-15 09:00:00,,1772.0,-1.3000000000029104,4.134250831198561,157493.34339721635,157494.64339721636,-0.03026347214445313,1.574933433972163,0.07279238879363437
2017-05-16 09:00:00,,1786.2,-1.3000000000029104,4.134250831198561,158755.43365468842,158756.73365468843,0.008013610164392393,1.5875543365468838,0.06017148621891355
2017-05-17 09:00:00,,1870.0,-1.3000000000029104,4.134250831198561,166203.54376568546,166204.84376568545,0.04691562322961218,1.6620354376568545,0.0
2017-05-18 09:00:00,,1941.5,-1.3000000000029104,4.134250831198561,172558.43485084403,172559.73485084402,0.038235593183967964,1.7255843485084401,0.0
2017-05-19 09:00:00,,1966.5,-1.3000000000029104,4.134250831198561,174780.4247407596,174781.7247407596,0.012876738780322139,1.7478042474075957,0.0
2017-05-20 09:00:00,,2059.3,-1.3000000000029104,4.134250831198561,183028.45121212624,183029.75121212623,0.047190790865741405,1.830284512121262,0.0
2017-05-21 09:00:00,,2026.6,-1.3000000000029104,4.134250831198561,180122.08843611664,180123.38843611663,-0.01587929503179364,1.8012208843611661,0.029063627760095967
2017-05-22 09:00:00,,2087.3,-1.3000000000029104,4.134250831198561,185517.0798888317,185518.3798888317,0.029951859316956986,1.8551707988883166,0.0
2017-05-23 09:00:00,,2249.6,-1.3000000000029104,4.134250831198561,199942.2382541636,199943.5382541636,0.07775649753637737,1.9994223825416353,0.0
2017-05-24 09:00:00,,2395.5,-1.3000000000029104,4.134250831198561,212909.77125171095,212911.07125171096,0.06485639608106819,2.1290977125171087,0.0
2017-05-25 09:00:00,,2268.1,-1.3000000000029104,4.134250831198561,201586.51077270112,201587.81077270114,-0.053183376283951755,2.01586510772701,0.11323260479009845
2017-05-26 09:00:00,,2125.9,-1.3000000000029104,4.134250831198561,188947.83227886131,188949.13227886133,-0.06269605265448808,1.8894783227886123,0.2396193897284964
2017-05-27 09:00:00,,1980.2,-1.3000000000029104,4.134250831198561,175998.07520043332,175999.37520043334,-0.06853615054612494,1.7599807520043322,0.3691169605127764
2017-05-28 09:00:00,,2056.9,-1.3000000000029104,4.134250831198561,182815.1401826943,182816.44018269432,0.038733747369097404,1.828151401826942,0.30094631069016664
2017-05-29 09:00:00,,2207.4,-1.3000000000029104,4.134250831198561,196191.5193199861,196192.81931998613,0.07316888045445391,1.96191519319986,0.1671825193172487
2017-05-30 09:00:00,,2146.7,-1.3000000000029104,4.134250831198561,190796.5278672711,190797.8278672711,-0.027498596633607986,1.90796527867271,0.22113243384439873
2017-05-31 09:00:00,,2191.82545389,-1.3000000000029104,4.134250831198561,194807.25996012834,194808.55996012836,0.021020990988092514,1.9480725996012824,0.18102511291582624
2017-06-01 09:00:00,,2312.0,-1.3000000000029104,4.134250831198561,205488.32501939288,205489.6250193929,0.05482888605614944,2.054883250193928,0.07421446232318063
2017-06-02 09:00:00,,2405.9,-1.3000000000029104,4.134250831198561,213834.11904591584,213835.41904591586,0.0406144437925382,2.1383411904591574,0.0
2017-06-03 09:00:00,,2461.0,-1.3000000000029104,4.134250831198561,218731.38476328977,218732.68476328978,0.02290217173585085,2.187313847632897,0.0
2017-06-04 09:00:00,,2488.2,-1.3000000000029104,4.134250831198561,221148.9097635179,221150.20976351792,0.011052483404905056,2.2114890976351784,0.0
2017-06-05 09:00:00,,2636.9,-1.3000000000029104,4.134250831198561,234365.3056287358,234366.60562873582,0.059762428308376636,2.343653056287357,0.0
2017-06-06 09:00:00,,2844.6,-1.3000000000029104,4.134250831198561,252825.59763415443,252826.89763415445,0.07876717057541804,2.5282559763415433,0.0
2017-06-07 09:00:00,,2644.0,-1.3000000000029104,4.134250831198561,234996.3507574718,234997.65075747183,-0.07051994356395053,2.349963507574717,0.17829246876682614
2017-06-08 09:00:00,,2781.5,-1.3000000000029104,4.134250831198561,247217.29515200754,247218.59515200753,0.05200482626706138,2.4721729515200743,0.056083024821468985
2017-06-09 09:00:00,,2809.0,-1.3000000000029104,4.134250831198561,249661.48403091467,249662.78403091466,0.009886803742449546,2.4966148403091455,0.03164113603239782
2017-06-10 09:00:00,,2806.0,-1.3000000000029104,4.134250831198561,249394.84524412476,249396.14524412478,-0.0010680012891250978,2.4939484524412463,0.03430752390029701
2017-06-11 09:00:00,,2941.8,-1.3000000000029104,4.134250831198561,261464.69432614621,261465.99432614623,0.04839654592783038,2.6146469432614605,0.0
2017-06-12 09:00:00,,2569.6,-1.3000000000029104,4.134250831198561,228383.70884508302,228385.00884508304,-0.12652180657247203,2.2838370884508286,0.33080985481063196
2017-06-13 09:00:00,,2677.1,-1.3000000000029104,4.134250831198561,237938.26537172007,237939.56537172006,0.04183554323972416,2.3793826537171987,0.23526428954426182
2017-06-14 09:00:00,,2394.3,-1.3000000000029104,4.134250831198561,212803.115736995,212804.41573699503,-0.10563727358210995,2.128031157369948,0.48661578589151233
2017-06-15 09:00:00,,2377.5,-1.3000000000029104,4.134250831198561,211309.93853097176,211311.23853097175,-0.007016707442708103,2.1130993853097157,0.5015475579517448
2017-06-16 09:00:00,,2437.5,-1.3000000000029104,4.134250831198561,216642.71426676912,216644.01426676914,0.02523674831799605,2.1664271426676893,0.4482198005937712
2017-06-17 09:00:00,,2610.1,-1.3000000000029104,4.134250831198561,231983.33246674627,231984.6324667463,0.07081068131876833,2.319833324667461,0.29481361859399957
2017-06-18 09:00:00,,2491.4,-1.3000000000029104,4.134250831198561,221433.3244694271,221434.62446942713,-0.04547743962955375,2.2143332446942696,0.4003136985671909
2017-06-19 09:00:00,,2582.0,-1.3000000000029104,4.134250831198561,229485.81583048118,229487.1158304812,0.03636530942372174,2.2948581583048107,0.31978878495664986
2017-06-20 09:00:00,,2715.3,-1.3000000000029104,4.134250831198561,241333.46592351107,241334.7659235111,0.05162693846743727,2.4133346592351095,0.20131228402635104
2017-06-21 09:00:00,,2624.4,-1.3000000000029104,4.134250831198561,233254.31068377802,233255.610683778,-0.03347714420300785,2.332543106837779,0.28210383642368164
2017-06-22 09:00:00,,2672.8,-1.3000000000029104,4.134250831198561,237556.0831106546,237557.3831106546,0.01844241340820707,2.375560831106545,0.2390861121549155
2017-06-23 09:00:00,,2674.9,-1.3000000000029104,4.134250831198561,237742.7302614075,237744.0302614075,0.0007856972059350209,2.377427302614074,0.23721964064738632
2017-06-24 09:00:00,,2502.6,-1.3000000000029104,4.134250831198561,222428.77594010928,222430.0759401093,-0.0644139751590298,2.224287759401092,0.3903591838603684
2017-06-25 09:00:00,,2483.3,-1.3000000000029104,4.134250831198561,220713.39974509447,220714.6997450945,-0.007712024614462076,2.2071339974509443,0.4075129458105162
2017-06-26 09:00:00,,2393.6,-1.3000000000029104,4.134250831198561,212740.90002007736,212742.20002007735,-0.03612150297274508,2.1274090002007733,0.48723794306068724
2017-06-27 09:00:00,,2521.2,-1.3000000000029104,4.134250831198561,224081.9364182065,224083.23641820648,0.053309149284687773,2.2408193641820646,0.3738275790793959
2017-06-28 09:00:00,,2518.2,-1.3000000000029104,4.134250831198561,223815.2976314166,223816.5976314166,-0.0011899164700731601,2.2381529763141654,0.3764939669472951
2017-06-29 09:00:00,,2472.4,-1.3000000000029104,4.134250831198561,219744.6121530913,219745.91215309128,-0.018187699953507996,2.1974461215309127,0.41720082173054784
2017-06-30 09:00:00,SELL,2420.6,219743.3121530913,5.434250831198561,219743.3121530913,0.0,-5.9159584722134895e-06,2.1974331215309126,0.4172138217305479
2017-07-01 09:00:00,,2346.2,219743.3121530913,5.434250831198561,219743.3121530913,0.0,0.0,2.1974331215309126,0.4172138217305479
2017-07-02 09:00:00,,2445.1,219743.3121530913,5.434250831198561,219743.3121530913,0.0,0.0,2.1974331215309126,0.4172138217305479
2017-07-03 09:00:00,,2524.0,219743.3121530913,5.434250831198561,219743.3121530913,0.0,0.0,2.1974331215309126,0.4172138217305479
2017-07-04 09:00:00,,2579.9,219743.3121530913,5.434250831198561,219743.3121530913,0.0,0.0,2.1974331215309126,0.4172138217305479
2017-07-05 09:00:00,,2598.6,219743.3121530913,5.434250831198561,219743.3121530913,0.0,0.0,2.1974331215309126,0.4172138217305479
2017-07-06 09:00:00,,2593.2,219743.3121530913,5.434250831198561,219743.3121530913,0.0,0.0,2.1974331215309126,0.4172138217305479
2017-07-07 09:00:00,,2479.3,219743.3121530913,5.434250831198561,219743.3121530913,0.0,0.0,2.1974331215309126,0.4172138217305479
2017-07-08 09:00:00,,2542.0,219743.3121530913,5.434250831198561,219743.3121530913,0.0,0.0,2.1974331215309126,0.4172138217305479
2017-07-09 09:00:00,,2477.9,219743.3121530913,5.434250831198561,219743.3121530913,0.0,0.0,2.1974331215309126,0.4172138217305479
