Backtest Timestamp,Total USD Return,Total BTC Return,Sharpe Ratio,BTC Sharpe Ratio,Max Drawdown,BTC Max Drawdown,Drawdown Duration,BTC Drawdown Duration,Avg. winning trade,Median duration,Avg. losing trade,Median returns winning,Largest losing trade,Gross loss,Largest winning trade,Avg duration,Avg returns losing,Median returns losing,Profit factor,Winning round trips,Percent profitable,Total profit,Shortest duration,Median returns all round trips,Losing round trips,Longest duration,Avg returns all round trips,Gross profit,Avg returns winning,Total number of round trips,Ratio Avg. Win:Avg. Loss,Avg. trade net profit,Even round trips
2019-06-27 07:11:02.459925,7.76%,1.24%,0.30,0.30,5.22%,0.37%,957,1370,4.310131674066869,0 days 00:46:30,-2.2442819638536458,0.0028347598236506968,-0.0312854384098595,-159.34401943360882,0.029351494944828724,0 days 00:58:46.250000,-0.002715261697388704,-0.001429640173380443,1.9745931684494553,73.0,0.5069444444444444,155.29559277327243,0 days 00:04:00,0.00012021267486491603,71.0,0 days 03:20:00,0.0013036342831756554,314.6396122068812,0.005212423524546471,144.0,1.9204947254782383,1.0784416164810575,0.0
