time,open,high,low,close,vol,id,timestamp
1364688000,93.3,100,93.03,93.10001,378.15574231,"0","2013-03-31 00:00:00"
1364774400,93.17,105.9,92.49999,102.37,4919.65412713,"1","2013-04-01 00:00:00"
1364860800,102.8,118.3880667,99,117.98999,9084.83281592,"2","2013-04-02 00:00:00"
1364947200,116.5790967,146.88,101.51088,134.9529689,12909.40217815,"3","2013-04-03 00:00:00"
1365033600,131.7796862,143,119,132.681,6910.10041349,"4","2013-04-04 00:00:00"
1365120000,132.75,145,131.503,140,4838.18497163,"5","2013-04-05 00:00:00"
1365206400,141,144,140.902,143.97,2170.75030329,"6","2013-04-06 00:00:00"
1365292800,144,174.4,143.501,174.4,3735.13031724,"7","2013-04-07 00:00:00"
1365379200,172.5,200,166.693,194.5,10616.2750732,"8","2013-04-08 00:00:00"
1365465600,190.51,249.97,188.898,233.115,6188.91889415,"9","2013-04-09 00:00:00"
1365552000,233.49,290,19.9,170.986,17906.04222014,"10","2013-04-10 00:00:00"
1365638400,169.005,188,1.06,120,15024.78172248,"11","2013-04-11 00:00:00"
1365724800,111,157,51,114.71,43253.49325315,"12","2013-04-12 00:00:00"
1365811200,112.974,123.878,81.12,97.599,19843.72797545,"13","2013-04-13 00:00:00"
1365897600,98.771,109,20,95,16732.68495874,"14","2013-04-14 00:00:00"
1365984000,95,104,71.497,78.001,16361.2300091,"15","2013-04-15 00:00:00"
1366070400,77.502,82.5,0.01,70.11,26137.58438334,"16","2013-04-16 00:00:00"
1366156800,70.304,98.9,70.095,91.797,20450.76431541,"17","2013-04-17 00:00:00"
1366243200,90,114.28,88.839,114.28,8005.04806461,"18","2013-04-18 00:00:00"
1366329600,114.07,142,110,116.95,21905.83536899,"19","2013-04-19 00:00:00"
1366416000,116.401,132,115,126,4621.18409622,"20","2013-04-20 00:00:00"
1366502400,126,129.45,110,121,11580.98597852,"21","2013-04-21 00:00:00"
1366588800,121.8,129.75,120,127.596,8104.99347638,"22","2013-04-22 00:00:00"
1366675200,127.612,145.9,126.5,145.9,11532.9540068,"23","2013-04-23 00:00:00"
1366761600,144.34,166.99,140.9,154.15,24751.63455279,"24","2013-04-24 00:00:00"
1366848000,154.03,169.13,120.03,136.4,22857.32867818,"25","2013-04-25 00:00:00"
1366934400,135.852,139.189,13,134.7,12185.69412188,"26","2013-04-26 00:00:00"
1367020800,136,147.51,121.46,131,8035.49033222,"27","2013-04-27 00:00:00"
1367107200,131.05,136.99,129.55,135.81,6799.44134961,"28","2013-04-28 00:00:00"
1367193600,135.928,148.5,113.42,144.21,10304.73582066,"29","2013-04-29 00:00:00"
1367280000,144.21,146.6752,133.89,139.88,10218.26846292,"30","2013-04-30 00:00:00"
1367366400,139.88,139.88,105,113.209,24644.38215483,"31","2013-05-01 00:00:00"
1367452800,113.5,127.18,90.414,104.41,29828.26689093,"32","2013-05-02 00:00:00"
1367539200,104.72,104.73,80,95.49,32834.49968717,"33","2013-05-03 00:00:00"
1367625600,95,116.13,94.46,114.8,15641.36289456,"34","2013-05-04 00:00:00"
1367712000,114.94,126,100,116.89,12094.69894783,"35","2013-05-05 00:00:00"
1367798400,116.94,124.3,106,110,12864.62751303,"36","2013-05-06 00:00:00"
1367884800,108.9,113.7,98,113.49,15143.67696715,"37","2013-05-07 00:00:00"
1367971200,113.54,116.98,108.23,110.12,9113.31916386,"38","2013-05-08 00:00:00"
1368057600,109.37,113.298,108.9,112.5,2840.88373532,"39","2013-05-09 00:00:00"
1368144000,112.1,122.5,111.4,118.38,7728.14475669,"40","2013-05-10 00:00:00"
1368230400,118.38,118.9,112.72,115.02,3704.98821061,"41","2013-05-11 00:00:00"
1368316800,115.5,118,113,116,2785.58034464,"42","2013-05-12 00:00:00"
1368403200,116.35,118.97,114.07,117.2,2518.94055761,"43","2013-05-13 00:00:00"
1368489600,117.5,119.85,103.45,106.65,13190.23189472,"44","2013-05-14 00:00:00"
1368576000,106.5,117,104.1,110.96,6340.10415431,"45","2013-05-15 00:00:00"
1368662400,112,119.1,108.28,114,5488.03780893,"46","2013-05-16 00:00:00"
1368748800,114.01,122,112.35,117,4155.98062351,"47","2013-05-17 00:00:00"
1368835200,117.84,118.98,115.81001,117.99,2009.73233964,"48","2013-05-18 00:00:00"
1368921600,118.45,120.99,115.61,118,1392.76377313,"49","2013-05-19 00:00:00"
1369008000,118,118.94,116,118.44,872.06485072,"50","2013-05-20 00:00:00"
1369094400,118.29,118.6,117,117.99,1884.37729912,"51","2013-05-21 00:00:00"
1369180800,117.91,120,117,119.19,2514.45393124,"52","2013-05-22 00:00:00"
1369267200,119.44,124.25,118.6,123.97,4068.23548175,"53","2013-05-23 00:00:00"
1369353600,124.04,130,122.4,129.19,7842.17570453,"54","2013-05-24 00:00:00"
1369440000,129.25,129.73,125.1,128.49,2648.3599557,"55","2013-05-25 00:00:00"
1369526400,129,133,128,130.19,2961.43379381,"56","2013-05-26 00:00:00"
1369612800,129.435,130.59,123,126.78,3424.55054519,"57","2013-05-27 00:00:00"
1369699200,126.16,127,123,126.69,2573.82772973,"58","2013-05-28 00:00:00"
1369785600,126.73,140.68,125.67,129.79,3570.11190048,"59","2013-05-29 00:00:00"
1369872000,129.8,131,124.15,125.8,4806.8825098,"60","2013-05-30 00:00:00"
1369958400,126.54,129.1,126,127.9,2172.91266204,"61","2013-05-31 00:00:00"
1370044800,127.9,129,127,128.79,947.96948972,"62","2013-06-01 00:00:00"
1370131200,128.78,132.65,117,120,12638.37050532,"63","2013-06-02 00:00:00"
1370217600,120,132.87,117,123.03,4010.12211142,"64","2013-06-03 00:00:00"
1370304000,123.58,123.78,116.42,120.02,5134.9958556,"65","2013-06-04 00:00:00"
1370390400,120.9,122.37,119.6,120.16,1400.43905156,"66","2013-06-05 00:00:00"
1370476800,120.06,121.08,118,118.09,1290.66727574,"67","2013-06-06 00:00:00"
1370563200,118.09,118.7,107,110.02,9690.30157393,"68","2013-06-07 00:00:00"
1370649600,110,112.5,108.45,108.8,1839.24262955,"69","2013-06-08 00:00:00"
1370736000,108.8,110,89.9,97.4,16609.46399561,"70","2013-06-09 00:00:00"
1370822400,97.2,108,93,105,8857.46029819,"71","2013-06-10 00:00:00"
1370908800,104.5,108.03,103.4,107.32,3197.72382877,"72","2013-06-11 00:00:00"
1370995200,107,119,105,107.25,5021.60651626,"73","2013-06-12 00:00:00"
1371081600,107.27,109.14,95,100.8,6291.50329323,"74","2013-06-13 00:00:00"
1371168000,100.49,107.36,96.22,98.34,4510.05922594,"75","2013-06-14 00:00:00"
1371254400,98.34,104,97.1,99.99,2338.75998234,"76","2013-06-15 00:00:00"
1371340800,99.99,101.1,98.66,98.7,1208.9259396,"77","2013-06-16 00:00:00"
