datetime,amount,price,symbol,txn_dollars
2019-05-01 21:00:00-04:00,169,4.6902678,EOS/BTC,792.6552582
2019-05-02 00:05:00-04:00,-2665,0.29822442,XRP/BTC,-794.7680793
2019-05-02 00:10:00-04:00,-169,4.6932025500000005,EOS/BTC,-793.3300498499999
2019-05-02 01:10:00-04:00,-171,4.6606392,EOS/BTC,-796.9693032
2019-05-02 01:15:00-04:00,2665,0.298739525,XRP/BTC,795.2931242750001
2019-05-02 03:30:00-04:00,171,4.66287045,EOS/BTC,795.0900131999999
2019-05-02 06:05:00-04:00,-2671,0.29882736,XRP/BTC,-798.16787856
2019-05-02 08:25:00-04:00,2671,0.29898996,XRP/BTC,798.31788192
2019-05-02 11:50:00-04:00,2667,0.29947799999999997,XRP/BTC,798.707826
2019-05-02 12:20:00-04:00,170,4.708184800000001,EOS/BTC,800.391416
2019-05-02 13:00:00-04:00,-2667,0.29907738,XRP/BTC,-800.05775472
2019-05-02 13:40:00-04:00,-2687,0.29857648,XRP/BTC,-802.2750017599999
2019-05-02 13:45:00-04:00,-170,4.7078098,EOS/BTC,-801.9650720000002
2019-05-02 14:05:00-04:00,-172,4.7097736,EOS/BTC,-810.0810592
2019-05-02 16:55:00-04:00,2687,0.29954925,XRP/BTC,804.600654
2019-05-02 18:00:00-04:00,-2699,0.29804775,XRP/BTC,-804.43087725
2019-05-02 21:30:00-04:00,2699,0.29637888,XRP/BTC,806.45601792
2019-05-02 22:45:00-04:00,172,4.626792,EOS/BTC,811.739208
2019-05-03 00:55:00-04:00,-2747,0.29519379,XRP/BTC,-810.8973411300001
2019-05-03 01:15:00-04:00,2747,0.295666995,XRP/BTC,808.4966828900001
2019-05-03 01:20:00-04:00,174,4.6342247,EOS/BTC,806.3550978
2019-05-03 05:30:00-04:00,-174,4.6785049999999995,EOS/BTC,-807.0291824999998
2019-05-03 06:45:00-04:00,171,4.765618,EOS/BTC,814.920678
2019-05-03 07:10:00-04:00,-2743,0.2972945,XRP/BTC,-815.4788135
2019-05-03 07:45:00-04:00,-171,4.7420480000000005,EOS/BTC,-815.82048
2019-05-03 12:35:00-04:00,-175,4.7644,EOS/BTC,-833.77
2019-05-03 14:15:00-04:00,175,5.0284645,EOS/BTC,858.2262499999999
2019-05-03 14:20:00-04:00,169,5.025339,EOS/BTC,849.282291
2019-05-03 14:30:00-04:00,2743,0.30592395,XRP/BTC,857.4906015
2019-05-03 17:30:00-04:00,-169,5.0209614,EOS/BTC,-855.3246155999999
2019-05-03 19:15:00-04:00,-173,5.0149372,EOS/BTC,-867.5841356000001
2019-05-03 20:30:00-04:00,-2838,0.30204631,XRP/BTC,-857.20742778
2019-05-03 21:45:00-04:00,173,4.98442605,EOS/BTC,860.4283366
2019-05-03 21:55:00-04:00,2838,0.30333096,XRP/BTC,856.15711236
2019-05-03 22:15:00-04:00,2805,0.302987755,XRP/BTC,849.880652775
2019-05-03 23:40:00-04:00,-2805,0.30129129,XRP/BTC,-849.7306694250001
2019-05-04 03:15:00-04:00,170,4.998471,EOS/BTC,849.7400700000001
2019-05-04 05:10:00-04:00,-170,4.9940690000000005,EOS/BTC,-848.9917300000001
2019-05-04 05:20:00-04:00,169,5.0568489,EOS/BTC,854.6074641
2019-05-04 05:35:00-04:00,-2832,0.30413169,XRP/BTC,-861.30094608
2019-05-04 06:20:00-04:00,-169,5.0571132,EOS/BTC,-861.0561999000001
2019-05-04 07:25:00-04:00,5620,0.310771725,XRP/BTC,1746.5370945
2019-05-04 08:35:00-04:00,-172,5.0256422999999995,EOS/BTC,-864.4104755999999
2019-05-04 08:50:00-04:00,-2788,0.305714225,XRP/BTC,-859.6830759
2019-05-04 14:10:00-04:00,-2855,0.30178976,XRP/BTC,-861.6097648000001
2019-05-04 14:30:00-04:00,172,4.8806505,EOS/BTC,863.431443
2019-05-04 15:35:00-04:00,-177,4.853379599999999,EOS/BTC,-859.0481891999999
2019-05-04 16:10:00-04:00,177,4.88122375,EOS/BTC,860.3238547499999
2019-05-04 16:50:00-04:00,2855,0.30028309999999997,XRP/BTC,857.63471975
2019-05-04 18:25:00-04:00,-179,4.8019774,EOS/BTC,-859.5539546
2019-05-04 18:50:00-04:00,2830,0.293485115,XRP/BTC,830.5628754500001
2019-05-04 18:50:00-04:00,179,4.71824815,EOS/BTC,835.3464779000001
2019-05-04 19:00:00-04:00,175,4.75212105,EOS/BTC,831.6211837500001
2019-05-04 23:30:00-04:00,-175,4.7830048,EOS/BTC,-832.4428700000002
2019-05-05 00:00:00-04:00,-2830,0.2973923,XRP/BTC,-836.4113817499999
2019-05-05 00:55:00-04:00,-2829,0.29739528,XRP/BTC,-841.33124712
2019-05-05 01:05:00-04:00,-176,4.79700375,EOS/BTC,-844.27266
2019-05-05 04:05:00-04:00,176,4.951611000000001,EOS/BTC,875.7871584000001
2019-05-05 05:15:00-04:00,2829,0.2992046,XRP/BTC,859.4122914000001
2019-05-05 10:50:00-04:00,176,4.8876456,EOS/BTC,860.2256256
2019-05-05 11:25:00-04:00,2863,0.30056142999999996,XRP/BTC,860.5073740899999
2019-05-05 12:00:00-04:00,-2863,0.2995964,XRP/BTC,-860.20738895
2019-05-05 12:40:00-04:00,-176,4.8828897,EOS/BTC,-857.3762032000001
2019-05-05 16:15:00-04:00,-2880,0.29834547499999997,XRP/BTC,-859.2349679999999
2019-05-05 19:25:00-04:00,2880,0.297176775,XRP/BTC,854.8844112
