datetime,bitmex-XRP/BTC-position-in-USD,bitmex-EOS/BTC-position-in-USD,bitmex-ADA/BTC-position-in-USD,bitmex-BCH/BTC-position-in-USD,cash
2019-05-01 01:00:00-04:00,0.0,0.0,0.0,0.0,0.9550186228631459
2019-05-01 01:01:00-04:00,0.0,0.0,0.0,0.0,0.9550186228631459
2019-05-01 01:02:00-04:00,0.0,0.0,0.0,0.0,0.9550186228631459
2019-05-01 01:03:00-04:00,0.0,0.0,0.0,-1002.2772,0.7634350428631458
2019-05-01 01:04:00-04:00,0.0,0.0,0.0,-999.4556800000001,0.7634350428631458
2019-05-01 01:05:00-04:00,0.0,0.0,0.0,-999.5513400000001,0.7634350428631458
2019-05-01 01:06:00-04:00,0.0,0.0,0.0,-1000.8052199999998,0.7634350428631458
2019-05-01 01:07:00-04:00,0.0,0.0,0.0,-1000.5004799999999,0.7634350428631458
2019-05-01 01:08:00-04:00,0.0,0.0,0.0,-1001.43216,0.7634350428631458
2019-05-01 01:09:00-04:00,0.0,0.0,0.0,-1001.54528,0.7634350428631458
2019-05-01 01:10:00-04:00,0.0,0.0,0.0,-1001.2231800000001,0.7634350428631458
2019-05-01 01:11:00-04:00,0.0,0.0,0.0,-1000.5004799999999,0.7634350428631458
2019-05-01 01:12:00-04:00,0.0,0.0,0.0,-1000.99678,0.7634350428631458
2019-05-01 01:13:00-04:00,0.0,0.0,0.0,-1000.6744799999999,0.7634350428631458
2019-05-01 01:14:00-04:00,0.0,0.0,0.0,-1001.1883399999999,0.7634350428631458
2019-05-01 01:15:00-04:00,0.0,0.0,0.0,-1001.3798999999999,0.7634350428631458
2019-05-01 01:16:00-04:00,0.0,0.0,0.0,-1002.3905599999999,0.7634350428631458
2019-05-01 01:17:00-04:00,0.0,0.0,0.0,-1001.9721999999999,0.7634350428631458
2019-05-01 01:18:00-04:00,0.0,0.0,0.0,-1001.8764,0.7634350428631458
2019-05-01 01:19:00-04:00,0.0,0.0,0.0,-1002.18138,0.7634350428631458
2019-05-01 01:20:00-04:00,0.0,0.0,0.0,-1001.8764,0.7634350428631458
2019-05-01 01:21:00-04:00,0.0,0.0,0.0,-1002.18138,0.7634350428631458
2019-05-01 01:22:00-04:00,0.0,0.0,0.0,-1002.59974,0.7634350428631458
2019-05-01 01:23:00-04:00,0.0,0.0,0.0,-1002.58224,0.7634350428631458
2019-05-01 01:24:00-04:00,0.0,0.0,0.0,-1002.56466,0.7634350428631458
2019-05-01 01:25:00-04:00,0.0,0.0,0.0,-1002.5469999999999,0.7634350428631458
2019-05-01 01:26:00-04:00,0.0,0.0,0.0,-1002.2419199999999,0.7634350428631458
2019-05-01 01:27:00-04:00,0.0,0.0,0.0,-1001.9191,0.7634350428631458
2019-05-01 01:28:00-04:00,0.0,0.0,0.0,-1002.31992,0.7634350428631458
2019-05-01 01:29:00-04:00,0.0,0.0,0.0,-1003.1997199999998,0.7634350428631458
2019-05-01 01:30:00-04:00,0.0,0.0,0.0,-1003.1039399999999,0.7634350428631458
2019-05-01 01:31:00-04:00,0.0,0.0,0.0,-1003.61868,0.7634350428631458
2019-05-01 01:32:00-04:00,0.0,0.0,0.0,-1000.68596,0.7634350428631458
2019-05-01 01:33:00-04:00,0.0,0.0,0.0,-1002.7807599999999,0.7634350428631458
2019-05-01 01:34:00-04:00,0.0,0.0,0.0,-1002.99024,0.7634350428631458
2019-05-01 01:35:00-04:00,0.0,0.0,0.0,-1002.57128,0.7634350428631458
2019-05-01 01:36:00-04:00,0.0,0.0,0.0,-1002.8765,0.7634350428631458
2019-05-01 01:37:00-04:00,0.0,0.0,0.0,-1003.27752,0.7634350428631458
2019-05-01 01:38:00-04:00,0.0,0.0,0.0,-1003.6007999999999,0.7634350428631458
2019-05-01 01:39:00-04:00,0.0,0.0,0.0,-1003.6966,0.7634350428631458
2019-05-01 01:40:00-04:00,-786.1117068,0.0,0.0,-1003.6007999999999,0.6132697032631458
2019-05-01 01:41:00-04:00,-785.7062856,0.0,0.0,-1003.6007999999999,0.6132697032631458
2019-05-01 01:42:00-04:00,-785.3008644,0.0,0.0,-1003.6007999999999,0.6132697032631458
2019-05-01 01:43:00-04:00,-784.4900220000001,0.0,0.0,-1003.81032,0.6132697032631458
2019-05-01 01:44:00-04:00,-784.4900220000001,0.0,0.0,0.0,0.8050534332631458
2019-05-01 01:45:00-04:00,-784.1008806,0.0,0.0,0.0,0.8050534332631458
2019-05-01 01:46:00-04:00,-783.0367595999999,0.0,0.0,0.0,0.8050534332631458
2019-05-01 01:47:00-04:00,-783.3519066,0.0,0.0,0.0,0.8050534332631458
2019-05-01 01:48:00-04:00,-783.561738,0.0,0.0,0.0,0.8050534332631458
2019-05-01 01:49:00-04:00,-783.6966719999999,0.0,0.0,0.0,0.8050534332631458
2019-05-01 01:50:00-04:00,-783.6217488,0.0,0.0,0.0,0.8050534332631458
2019-05-01 01:51:00-04:00,-784.5355719,0.0,0.0,0.0,0.8050534332631458
2019-05-01 01:52:00-04:00,-784.7308392000001,0.0,0.0,0.0,0.8050534332631458
2019-05-01 01:53:00-04:00,-785.0312802,0.0,0.0,0.0,0.8050534332631458
2019-05-01 01:54:00-04:00,-784.5363071999999,0.0,0.0,0.0,0.8050534332631458
2019-05-01 01:55:00-04:00,-785.180946,0.0,0.0,0.0,0.8050534332631458
2019-05-01 01:56:00-04:00,-785.2560110999999,0.0,0.0,0.0,0.8050534332631458
2019-05-01 01:57:00-04:00,-785.9307455999999,0.0,0.0,0.0,0.8050534332631458
2019-05-01 01:58:00-04:00,0.0,0.0,0.0,0.0,0.9554253276631458
2019-05-01 01:59:00-04:00,0.0,0.0,0.0,0.0,0.9554253276631458
2019-05-01 02:00:00-04:00,0.0,0.0,0.0,0.0,0.9554253276631458
