Start Date,End Date,Instrument(s),ols_window,zscore_exit,zscore_entry,Total USD Return,Total BTC Return,Sharpe Ratio,BTC Sharpe Ratio,Max Drawdown,BTC Max Drawdown,Drawdown Duration,BTC Drawdown Duration,Avg. winning trade,Median duration,Avg. losing trade,Median returns winning,Largest losing trade,Gross loss,Largest winning trade,Avg duration,Avg returns losing,Median returns losing,Profit factor,Winning round trips,Percent profitable,Total profit,Shortest duration,Median returns all round trips,Losing round trips,Longest duration,Avg returns all round trips,Gross profit,Avg returns winning,Total number of round trips,Ratio Avg. Win:Avg. Loss,Avg. trade net profit,Even round trips
1/3/2019,5/3/2019,bitmex:XRP/BTC.EOS/BTC,300,0.5,4.5,-2.68%,-0.11%,-0.20,-0.15,4.45%,0.17%,4153,1851,1.7971805758314052,0 days 03:41:00,-2.229389039402849,0.005105784677896675,-0.05447587080303821,-15.605723275819942,0.023393967946176923,0 days 03:28:51.428571,-0.011880520154611262,-0.007660892939817225,0.8061314306599389,7.0,0.5,-3.0254592450001065,0 days 00:24:00,0.0011869994449283786,7.0,0 days 05:57:00,-0.0012462988676549722,12.580264030819837,0.00938792241930132,14.0,0.8061314306599389,-0.21610423178572188,0.0
1/3/2019,5/3/2019,bitmex:XRP/BTC.EOS/BTC,300,0.5,5.0,-2.65%,-0.07%,-0.20,-0.10,4.44%,0.16%,4153,1851,1.936452950579959,0 days 03:41:00,-2.1481374127228388,0.005105784677896675,-0.05447587080303821,-15.036961889059873,0.02754367749816235,0 days 03:27:51.428571,-0.011432414861419476,-0.003654960516648201,0.9014567406679247,7.0,0.5,-1.4817912350001565,0 days 00:24:00,0.0009911462133963464,7.0,0 days 05:57:00,-0.0006338046607508949,13.555170654059713,0.010164805539917688,14.0,0.9014567406679248,-0.10584223107143975,0.0
1/3/2019,5/3/2019,bitmex:XRP/BTC.EOS/BTC,300,1.0,4.0,-2.65%,-0.07%,-0.20,-0.08,4.42%,0.21%,4153,738,1.3010765599854035,0 days 01:42:00,-2.843540981967902,0.004810368040865772,-0.05324792044687503,-14.21770490983951,0.02529969985943946,0 days 02:28:56.250000,-0.01514313170440186,-0.00780002995253179,1.0066211284167799,11.0,0.6875,0.09413724999992645,0 days 00:02:00,0.0013003845686931242,5.0,0 days 06:49:00,-6.877909761836658e-05,14.311842159839438,0.006783199360010494,16.0,0.45755505837126353,0.005883578124995431,0.0
1/3/2019,5/3/2019,bitmex:XRP/BTC.EOS/BTC,300,1.0,4.5,-2.63%,-0.05%,-0.20,-0.07,4.40%,0.17%,4153,731,1.400104621137937,0 days 01:37:00,-2.614865590048295,0.004810368040865772,-0.04808960464700728,-13.074327950241475,0.02529969985943946,0 days 02:19:42.857142,-0.013960469854137117,-0.00780002995253179,0.9637926812145401,9.0,0.6428571428571429,-0.4733863600000441,0 days 00:02:00,0.0008183327356080068,5.0,0 days 06:49:00,-0.0002980648053326898,12.600941590241433,0.007292160221780881,14.0,0.5354403784525222,-0.033813311428574515,0.0
1/3/2019,5/3/2019,bitmex:XRP/BTC.EOS/BTC,300,1.0,5.0,-2.60%,-0.02%,-0.20,-0.03,4.38%,0.15%,4153,731,1.5072829060119315,0 days 01:32:00,-2.5018258708214782,0.005052212422872764,-0.04808960464700728,-12.509129354107392,0.02942387798166115,0 days 02:18:42.857142,-0.013337001840047985,-0.004132972317221073,1.0844516648677165,9.0,0.6428571428571429,1.0564167999999894,0 days 00:02:00,0.0015353794253066746,5.0,0 days 06:49:00,0.0003108618446466152,13.565546154107384,0.007893008336143616,14.0,0.6024731471487313,0.0754583428571421,0.0
1/3/2019,5/3/2019,bitmex:XRP/BTC.EOS/BTC,300,1.5,4.0,-2.54%,0.04%,-0.19,0.10,4.30%,0.05%,4153,738,1.1923052803305492,0 days 01:26:00,-1.2226111040908356,0.0052293563931124975,-0.012045275711447869,-8.558277728635849,0.025909891168335128,0 days 02:03:00,-0.006475797934037885,-0.008572051807337501,1.5324763345494479,11.0,0.6111111111111112,4.55708035500019,0 days 00:02:00,0.0012249522596396861,7.0,0 days 07:04:00,0.0012837980267711802,13.11535808363604,0.006221722729104223,18.0,0.9752122128951032,0.2531711308333439,0.0
1/3/2019,5/3/2019,bitmex:XRP/BTC.EOS/BTC,300,1.5,4.5,-2.55%,0.03%,-0.19,0.08,4.31%,0.05%,4153,1317,1.0154167102186855,0 days 01:22:30,-1.4897762534810834,0.004249894017073444,-0.011043454221217799,-7.448881267405417,0.025909891168335128,0 days 01:46:07.500000,-0.007893223681793595,-0.008572051807337501,1.4994981677693078,11.0,0.6875,3.7207025450001256,0 days 00:02:00,0.0008923605662858069,5.0,0 days 07:04:00,0.0011726185995438608,11.169583812405541,0.0052934560001517954,16.0,0.6815900762587762,0.2325439090625079,0.0
1/3/2019,5/3/2019,bitmex:XRP/BTC.EOS/BTC,300,1.5,5.0,-2.52%,0.06%,-0.19,0.17,4.29%,0.03%,4153,1317,1.1094374424426043,0 days 01:21:30,-1.3915491023737183,0.0052293563931124975,-0.012429953441836778,-6.957745511868592,0.03002589444894477,0 days 01:45:15,-0.00734995870820405,-0.008334665144012907,1.7539893987285484,11.0,0.6875,5.246066355000058,0 days 00:02:00,0.0009147458815479278,5.0,0 days 07:04:00,0.0017047815073833556,12.203811866868648,0.005820572514468539,16.0,0.7972679085129766,0.3278791471875036,0.0
1/3/2019,5/3/2019,bitmex:XRP/BTC.EOS/BTC,400,0.5,4.0,-2.69%,-0.12%,-0.20,-0.14,4.48%,0.17%,4153,1851,2.5650330877335383,0 days 04:27:00,-2.85352581573354,0.009209931142287521,-0.05324792044687503,-14.267629078667701,0.029294378459567044,0 days 04:26:12,-0.015142243406484707,-0.0033295811345334216,0.8988995556271704,5.0,0.5,-1.4424636400000113,0 days 00:24:00,0.00042423391613512825,5.0,0 days 10:40:00,-0.0008870646410269092,12.82516543866769,0.013368114124430888,10.0,0.8988995556271705,-0.14424636400000096,0.0
1/3/2019,5/3/2019,bitmex:XRP/BTC.EOS/BTC,400,0.5,4.5,-2.77%,-0.20%,-0.21,-0.17,4.56%,0.25%,4153,1851,2.5412995657335347,0 days 04:55:00,-4.058263655733548,0.009209931142287521,-0.08573256543087956,-20.291318278667738,0.029294378459567044,0 days 04:57:24,-0.02163917240328562,-0.0033295811345334216,0.626203662776608,5.0,0.5,-7.58482045000006,0 days 00:24:00,0.00042423391613512825,5.0,0 days 10:33:00,-0.004196441365550312,12.706497828667674,0.013246289672184993,10.0,0.626203662776608,-0.7584820450000062,0.0
1/3/2019,5/3/2019,bitmex:XRP/BTC.EOS/BTC,400,0.5,5.0,-2.77%,-0.20%,-0.21,-0.17,4.56%,0.25%,4153,1851,2.5412995657335347,0 days 04:55:00,-4.058263655733548,0.009209931142287521,-0.08573256543087956,-20.291318278667738,0.029294378459567044,0 days 04:57:24,-0.02163917240328562,-0.0033295811345334216,0.626203662776608,5.0,0.5,-7.58482045000006,0 days 00:24:00,0.00042423391613512825,5.0,0 days 10:33:00,-0.004196441365550312,12.706497828667674,0.013246289672184993,10.0,0.626203662776608,-0.7584820450000062,0.0
1/3/2019,5/3/2019,bitmex:XRP/BTC.EOS/BTC,400,1.0,4.0,-2.68%,-0.10%,-0.20,-0.12,4.47%,0.19%,4153,1851,2.2364379836082757,0 days 03:02:00,-2.651820157608305,0.010219544901420434,-0.05324792044687503,-13.259100788041524,0.02423560544324976,0 days 03:11:18,-0.014076857966399948,-0.005725755429388786,0.8433595985729798,5.0,0.5,-2.0769108700001433,0 days 00:02:00,0.00032464539011401106,5.0,0 days 06:16:00,-0.001221211986963857,11.182189918041379,0.011634433992472234,10.0,0.8433595985729797,-0.20769108700001432,0.0
1/3/2019,5/3/2019,bitmex:XRP/BTC.EOS/BTC,400,1.0,4.5,-2.64%,-0.07%,-0.20,-0.09,4.44%,0.16%,4153,1851,2.212704461608279,0 days 03:33:00,-2.5714400776083135,0.010219544901420434,-0.051293880364175176,-12.857200388041568,0.02423560544324976,0 days 03:30:24,-0.013686049949859978,-0.005725755429388786,0.8604923291334508,5.0,0.5,-1.79367808000017,0 days 00:02:00,0.00032464539011401106,5.0,0 days 06:16:00,-0.0010872718381575066,11.063522308041396,0.011511506273544964,10.0,0.8604923291334508,-0.179367808000017,0.0
1/3/2019,5/3/2019,bitmex:XRP/BTC.EOS/BTC,400,1.0,5.0,-2.64%,-0.07%,-0.20,-0.09,4.44%,0.16%,4153,1851,2.212704461608279,0 days 03:33:00,-2.5714400776083135,0.010219544901420434,-0.051293880364175176,-12.857200388041568,0.02423560544324976,0 days 03:30:24,-0.013686049949859978,-0.005725755429388786,0.8604923291334508,5.0,0.5,-1.79367808000017,0 days 00:02:00,0.00032464539011401106,5.0,0 days 06:16:00,-0.0010872718381575066,11.063522308041396,0.011511506273544964,10.0,0.8604923291334508,-0.179367808000017,0.0
