datetime,bitmex-BTC-available-balance,bitmex-BTC-balance,bitmex-BTC-balance-in-USD,bitmex-BTC-price,bitmex-EOS/BTC-fill,bitmex-EOS/BTC-leverage,bitmex-EOS/BTC-position,bitmex-EOS/BTC-position-in-BTC,bitmex-EOS/BTC-position-in-USD,bitmex-EOS/BTC-price,bitmex-total-position-in-BTC,bitmex-total-position-in-USD,fee,total,total-in-USD,returns,equity_curve,drawdown
2019-06-01 05:00:00,0.5925925925925926,0.5925925925925926,5006.814814814815,8449.0,,1,0,0.0,0.0,0.0009574999999999999,0.0,0.0,0.0,0.5925925925925926,5006.814814814815,,,
2019-06-01 05:01:00,0.5925925925925926,0.5925925925925926,5011.851851851851,8457.5,,1,0,0.0,0.0,0.000959,0.0,0.0,0.0,0.5925925925925926,5011.851851851851,0.0,1.0,0.0
2019-06-01 05:02:00,0.5925925925925926,0.5925925925925926,5010.962962962963,8456.0,,1,0,0.0,0.0,0.0009599999999999999,0.0,0.0,0.0,0.5925925925925926,5010.962962962963,0.0,1.0,0.0
2019-06-01 05:03:00,0.5925925925925926,0.5925925925925926,5013.333333333333,8460.0,,1,0,0.0,0.0,0.0009589,0.0,0.0,0.0,0.5925925925925926,5013.333333333333,0.0,1.0,0.0
2019-06-01 05:04:00,0.5925925925925926,0.5925925925925926,5013.62962962963,8460.5,,1,0,0.0,0.0,0.0009593999999999999,0.0,0.0,0.0,0.5925925925925926,5013.62962962963,0.0,1.0,0.0
2019-06-01 05:05:00,0.5925925925925926,0.5925925925925926,5018.962962962963,8469.5,,1,0,0.0,0.0,0.0009612,0.0,0.0,0.0,0.5925925925925926,5018.962962962963,0.0,1.0,0.0
2019-06-01 05:06:00,0.5925925925925926,0.5925925925925926,5021.0370370370365,8473.0,,1,0,0.0,0.0,0.0009615,0.0,0.0,0.0,0.5925925925925926,5021.0370370370365,0.0,1.0,0.0
2019-06-01 05:07:00,0.5925925925925926,0.5925925925925926,5009.777777777777,8454.0,,1,0,0.0,0.0,0.0009618000000000001,0.0,0.0,0.0,0.5925925925925926,5009.777777777777,0.0,1.0,0.0
2019-06-01 05:08:00,0.5925925925925926,0.5925925925925926,5001.481481481481,8440.0,,1,0,0.0,0.0,0.0009616,0.0,0.0,0.0,0.5925925925925926,5001.481481481481,0.0,1.0,0.0
2019-06-01 05:09:00,0.5925925925925926,0.5925925925925926,5010.37037037037,8455.0,,1,0,0.0,0.0,0.0009618000000000001,0.0,0.0,0.0,0.5925925925925926,5010.37037037037,0.0,1.0,0.0
2019-06-01 05:10:00,0.5925925925925926,0.5925925925925926,5011.259259259259,8456.5,,1,0,0.0,0.0,0.0009628,0.0,0.0,0.0,0.5925925925925926,5011.259259259259,0.0,1.0,0.0
2019-06-01 05:11:00,0.5925925925925926,0.5925925925925926,5011.259259259259,8456.5,,1,0,0.0,0.0,0.0009627,0.0,0.0,0.0,0.5925925925925926,5011.259259259259,0.0,1.0,0.0
2019-06-01 05:12:00,0.5925925925925926,0.5925925925925926,5006.222222222222,8448.0,,1,0,0.0,0.0,0.0009628,0.0,0.0,0.0,0.5925925925925926,5006.222222222222,0.0,1.0,0.0
2019-06-01 05:13:00,0.5925925925925926,0.5925925925925926,5014.518518518518,8462.0,,1,0,0.0,0.0,0.0009624000000000001,0.0,0.0,0.0,0.5925925925925926,5014.518518518518,0.0,1.0,0.0
2019-06-01 05:14:00,0.5925925925925926,0.5925925925925926,5013.333333333333,8460.0,,1,0,0.0,0.0,0.0009624000000000001,0.0,0.0,0.0,0.5925925925925926,5013.333333333333,0.0,1.0,0.0
2019-06-01 05:15:00,0.5925925925925926,0.5925925925925926,5013.0370370370365,8459.5,,1,0,0.0,0.0,0.0009624000000000001,0.0,0.0,0.0,0.5925925925925926,5013.0370370370365,0.0,1.0,0.0
2019-06-01 05:16:00,0.5925925925925926,0.5925925925925926,5011.259259259259,8456.5,,1,0,0.0,0.0,0.0009624000000000001,0.0,0.0,0.0,0.5925925925925926,5011.259259259259,0.0,1.0,0.0
2019-06-01 05:17:00,0.5435101925925926,0.5925925925925926,5009.777777777777,8454.0,1,1,51,0.049082400000000005,415.0653156,0.0009618000000000001,0.049051800000000007,414.68391720000005,1.3,0.5925925925925926,5009.777777777777,0.0,1.0,0.0
2019-06-01 05:18:00,0.5435101925925926,0.5925925925925926,5010.962962962963,8456.0,,1,51,0.049082400000000005,415.0653156,0.0009617000000000001,0.049046700000000006,414.73889520000006,1.3,0.5925925925925926,5010.962962962963,0.0,1.0,0.0
2019-06-01 05:19:00,0.5435101925925926,0.5925925925925926,5014.222222222222,8461.5,,1,51,0.049082400000000005,415.0653156,0.0009621,0.0490671,415.18126665,1.3,0.5925925925925926,5014.222222222222,0.0,1.0,0.0
2019-06-01 05:20:00,0.5435101925925926,0.5925925925925926,5013.925925925926,8461.0,,1,51,0.049082400000000005,415.0653156,0.0009617000000000001,0.049046700000000006,414.98412870000004,1.3,0.5925925925925926,5013.925925925926,0.0,1.0,0.0
2019-06-01 05:21:00,0.5435101925925926,0.5925925925925926,5018.666666666666,8469.0,,1,51,0.049082400000000005,415.0653156,0.0009614,0.049031399999999996,415.24692659999994,1.3,0.5925925925925926,5018.666666666666,0.0,1.0,0.0
2019-06-01 05:22:00,0.5435101925925926,0.5925925925925926,5018.37037037037,8468.5,,1,51,0.049082400000000005,415.0653156,0.0009606,0.0489906,414.8768961,1.3,0.5925925925925926,5018.37037037037,0.0,1.0,0.0
2019-06-01 05:23:00,0.5435101925925926,0.5925925925925926,5007.7037037037035,8450.5,,1,51,0.049082400000000005,415.0653156,0.0009601000000000001,0.048965100000000004,413.77957755000006,1.3,0.5925925925925926,5007.7037037037035,0.0,1.0,0.0
2019-06-01 05:24:00,0.5435101925925926,0.5925925925925926,5006.222222222222,8448.0,,1,51,0.049082400000000005,415.0653156,0.0009597000000000002,0.04894470000000001,413.4848256000001,1.3,0.5925925925925926,5006.222222222222,0.0,1.0,0.0
2019-06-01 05:25:00,0.5435101925925926,0.5925925925925926,5009.185185185185,8453.0,,1,51,0.049082400000000005,415.0653156,0.0009585,0.0488835,413.21222550000005,1.3,0.5925925925925926,5009.185185185185,0.0,1.0,0.0
2019-06-01 05:26:00,0.5435101925925926,0.5925925925925926,5010.666666666666,8455.5,,1,51,0.049082400000000005,415.0653156,0.0009584,0.0488784,413.2913112,1.3,0.5925925925925926,5010.666666666666,0.0,1.0,0.0
2019-06-01 05:27:00,0.5923885925925926,0.5923885925925926,5016.346602074074,8468.0,-1,1,0,0.0,0.0,0.0009571,0.0,0.0,2.6,0.5923885925925926,5016.346602074074,-0.0003442499999999349,0.9996557500000001,0.0003442499999999349
2019-06-01 05:28:00,0.5923885925925926,0.5923885925925926,5013.977047703704,8464.0,,1,0,0.0,0.0,0.000956,0.0,0.0,2.6,0.5923885925925926,5013.977047703704,0.0,0.9996557500000001,0.0003442499999999349
2019-06-01 05:29:00,0.5923885925925926,0.5923885925925926,5004.795024518518,8448.5,,1,0,0.0,0.0,0.0009562000000000001,0.0,0.0,2.6,0.5923885925925926,5004.795024518518,0.0,0.9996557500000001,0.0003442499999999349
2019-06-01 05:30:00,0.5923885925925926,0.5923885925925926,4996.7977785185185,8435.0,,1,0,0.0,0.0,0.0009551000000000001,0.0,0.0,2.6,0.5923885925925926,4996.7977785185185,0.0,0.9996557500000001,0.0003442499999999349
2019-06-01 05:31:00,0.5923885925925926,0.5923885925925926,4997.390167111111,8436.0,,1,0,0.0,0.0,0.0009558,0.0,0.0,2.6,0.5923885925925926,4997.390167111111,0.0,0.9996557500000001,0.0003442499999999349
2019-06-01 05:32:00,0.5923885925925926,0.5923885925925926,4999.167332888889,8439.0,,1,0,0.0,0.0,0.0009557000000000001,0.0,0.0,2.6,0.5923885925925926,4999.167332888889,0.0,0.9996557500000001,0.0003442499999999349
2019-06-01 05:33:00,0.5923885925925926,0.5923885925925926,5002.721664444444,8445.0,,1,0,0.0,0.0,0.0009542999999999999,0.0,0.0,2.6,0.5923885925925926,5002.721664444444,0.0,0.9996557500000001,0.0003442499999999349
2019-06-01 05:34:00,0.5923885925925926,0.5923885925925926,5000.352110074074,8441.0,,1,0,0.0,0.0,0.0009550000000000001,0.0,0.0,2.6,0.5923885925925926,5000.352110074074,0.0,0.9996557500000001,0.0003442499999999349
2019-06-01 05:35:00,0.5923885925925926,0.5923885925925926,5000.944498666667,8442.0,,1,0,0.0,0.0,0.0009564,0.0,0.0,2.6,0.5923885925925926,5000.944498666667,0.0,0.9996557500000001,0.0003442499999999349
2019-06-01 05:36:00,0.5923885925925926,0.5923885925925926,4997.390167111111,8436.0,,1,0,0.0,0.0,0.0009568,0.0,0.0,2.6,0.5923885925925926,4997.390167111111,0.0,0.9996557500000001,0.0003442499999999349
2019-06-01 05:37:00,0.5923885925925926,0.5923885925925926,4998.574944296296,8438.0,,1,0,0.0,0.0,0.0009564,0.0,0.0,2.6,0.5923885925925926,4998.574944296296,0.0,0.9996557500000001,0.0003442499999999349
2019-06-01 05:38:00,0.5923885925925926,0.5923885925925926,4997.982555703704,8437.0,,1,0,0.0,0.0,0.0009566,0.0,0.0,2.6,0.5923885925925926,4997.982555703704,0.0,0.9996557500000001,0.0003442499999999349
2019-06-01 05:39:00,0.5923885925925926,0.5923885925925926,4998.574944296296,8438.0,,1,0,0.0,0.0,0.0009570000000000001,0.0,0.0,2.6,0.5923885925925926,4998.574944296296,0.0,0.9996557500000001,0.0003442499999999349
2019-06-01 05:40:00,0.5923885925925926,0.5923885925925926,5006.275996,8451.0,,1,0,0.0,0.0,0.0009582000000000001,0.0,0.0,2.6,0.5923885925925926,5006.275996,0.0,0.9996557500000001,0.0003442499999999349
2019-06-01 05:41:00,0.5923885925925926,0.5923885925925926,5011.607493333333,8460.0,,1,0,0.0,0.0,0.0009596,0.0,0.0,2.6,0.5923885925925926,5011.607493333333,0.0,0.9996557500000001,0.0003442499999999349
2019-06-01 05:42:00,0.5923885925925926,0.5923885925925926,5015.754213481481,8467.0,,1,0,0.0,0.0,0.0009599999999999999,0.0,0.0,2.6,0.5923885925925926,5015.754213481481,0.0,0.9996557500000001,0.0003442499999999349
2019-06-01 05:43:00,0.5923885925925926,0.5923885925925926,5015.458019185185,8466.5,,1,0,0.0,0.0,0.0009599,0.0,0.0,2.6,0.5923885925925926,5015.458019185185,0.0,0.9996557500000001,0.0003442499999999349
2019-06-01 05:44:00,0.5923885925925926,0.5923885925925926,5016.050407777778,8467.5,,1,0,0.0,0.0,0.0009591000000000001,0.0,0.0,2.6,0.5923885925925926,5016.050407777778,0.0,0.9996557500000001,0.0003442499999999349
2019-06-01 05:45:00,0.5923885925925926,0.5923885925925926,5018.123767851852,8471.0,,1,0,0.0,0.0,0.000959,0.0,0.0,2.6,0.5923885925925926,5018.123767851852,0.0,0.9996557500000001,0.0003442499999999349
2019-06-01 05:46:00,0.5923885925925926,0.5923885925925926,5016.346602074074,8468.0,,1,0,0.0,0.0,0.0009578,0.0,0.0,2.6,0.5923885925925926,5016.346602074074,0.0,0.9996557500000001,0.0003442499999999349
2019-06-01 05:47:00,0.5425829925925926,0.5923885925925926,5014.865630592592,8465.5,1,1,52,0.0498056,421.75382079999997,0.0009582000000000001,0.04982640000000001,421.80538920000004,3.9000000000000004,0.5923885925925926,5014.865630592592,0.0,0.9996557500000001,0.0003442499999999349
2019-06-01 05:48:00,0.5425829925925926,0.5923885925925926,5021.085710814815,8476.0,,1,52,0.0498056,421.75382079999997,0.0009579,0.0498108,422.19634080000003,3.9000000000000004,0.5923885925925926,5021.085710814815,0.0,0.9996557500000001,0.0003442499999999349
