datetime,bitmex-BTC-available-balance,bitmex-BTC-balance,bitmex-BTC-balance-in-USD,bitmex-BTC-price,bitmex-EOS/BTC-fill,bitmex-EOS/BTC-leverage,bitmex-EOS/BTC-position,bitmex-EOS/BTC-position-in-BTC,bitmex-EOS/BTC-position-in-USD,bitmex-EOS/BTC-price,bitmex-XRP/BTC-fill,bitmex-XRP/BTC-leverage,bitmex-XRP/BTC-position,bitmex-XRP/BTC-position-in-BTC,bitmex-XRP/BTC-position-in-USD,bitmex-XRP/BTC-price,bitmex-total-position-in-BTC,bitmex-total-position-in-USD,fee,total,total-in-USD,returns,equity_curve,drawdown
2019-05-01 05:00:00,19.364833462432223,19.364833462432223,99990.31758326878,5163.5,,1,0,0.0,0.0,0.0008990000000000001,,1,0,0.0,0.0,5.957e-05,0.0,0.0,0.0,19.364833462432223,99990.31758326878,,,
2019-05-01 05:01:00,19.364833462432223,19.364833462432223,99990.31758326878,5163.5,,1,0,0.0,0.0,0.0008990000000000001,,1,0,0.0,0.0,5.957e-05,0.0,0.0,0.0,19.364833462432223,99990.31758326878,0.0,1.0,0.0
2019-05-01 05:02:00,19.364833462432223,19.364833462432223,99990.31758326878,5163.5,,1,0,0.0,0.0,0.0008990000000000001,,1,0,0.0,0.0,5.957e-05,0.0,0.0,0.0,19.364833462432223,99990.31758326878,0.0,1.0,0.0
2019-05-01 05:03:00,19.364833462432223,19.364833462432223,99990.31758326878,5163.5,,1,0,0.0,0.0,0.0008990000000000001,,1,0,0.0,0.0,5.957e-05,0.0,0.0,0.0,19.364833462432223,99990.31758326878,0.0,1.0,0.0
2019-05-01 05:04:00,19.364833462432223,19.364833462432223,99874.12858249419,5157.5,,1,0,0.0,0.0,0.0008990000000000001,,1,0,0.0,0.0,5.957e-05,0.0,0.0,0.0,19.364833462432223,99874.12858249419,0.0,1.0,0.0
2019-05-01 05:05:00,19.364833462432223,19.364833462432223,99874.12858249419,5157.5,,1,0,0.0,0.0,0.0008990000000000001,,1,0,0.0,0.0,5.957e-05,0.0,0.0,0.0,19.364833462432223,99874.12858249419,0.0,1.0,0.0
2019-05-01 05:06:00,19.364833462432223,19.364833462432223,99874.12858249419,5157.5,,1,0,0.0,0.0,0.0008990000000000001,,1,0,0.0,0.0,5.957e-05,0.0,0.0,0.0,19.364833462432223,99874.12858249419,0.0,1.0,0.0
2019-05-01 05:07:00,19.364833462432223,19.364833462432223,99874.12858249419,5157.5,,1,0,0.0,0.0,0.0008990000000000001,,1,0,0.0,0.0,5.957e-05,0.0,0.0,0.0,19.364833462432223,99874.12858249419,0.0,1.0,0.0
2019-05-01 05:08:00,19.364833462432223,19.364833462432223,99883.8109992254,5158.0,,1,0,0.0,0.0,0.0008990000000000001,,1,0,0.0,0.0,5.957e-05,0.0,0.0,0.0,19.364833462432223,99883.8109992254,0.0,1.0,0.0
2019-05-01 05:09:00,19.364833462432223,19.364833462432223,99883.8109992254,5158.0,,1,0,0.0,0.0,0.0008990000000000001,,1,0,0.0,0.0,5.957e-05,0.0,0.0,0.0,19.364833462432223,99883.8109992254,0.0,1.0,0.0
2019-05-01 05:10:00,19.364833462432223,19.364833462432223,99883.8109992254,5158.0,,1,0,0.0,0.0,0.0008990000000000001,,1,0,0.0,0.0,5.957e-05,0.0,0.0,0.0,19.364833462432223,99883.8109992254,0.0,1.0,0.0
2019-05-01 05:11:00,19.364833462432223,19.364833462432223,99874.12858249419,5157.5,,1,0,0.0,0.0,0.0008990000000000001,,1,0,0.0,0.0,5.957e-05,0.0,0.0,0.0,19.364833462432223,99874.12858249419,0.0,1.0,0.0
2019-05-01 05:12:00,19.364833462432223,19.364833462432223,99883.8109992254,5158.0,,1,0,0.0,0.0,0.0008990000000000001,,1,0,0.0,0.0,5.957e-05,0.0,0.0,0.0,19.364833462432223,99883.8109992254,0.0,1.0,0.0
2019-05-01 05:13:00,19.364833462432223,19.364833462432223,99883.8109992254,5158.0,,1,0,0.0,0.0,0.0008990000000000001,,1,0,0.0,0.0,5.957e-05,0.0,0.0,0.0,19.364833462432223,99883.8109992254,0.0,1.0,0.0
2019-05-01 05:14:00,19.364833462432223,19.364833462432223,99883.8109992254,5158.0,,1,0,0.0,0.0,0.0008990000000000001,,1,0,0.0,0.0,5.957e-05,0.0,0.0,0.0,19.364833462432223,99883.8109992254,0.0,1.0,0.0
2019-05-01 05:15:00,19.364833462432223,19.364833462432223,99883.8109992254,5158.0,,1,0,0.0,0.0,0.0008990000000000001,,1,0,0.0,0.0,5.957e-05,0.0,0.0,0.0,19.364833462432223,99883.8109992254,0.0,1.0,0.0
2019-05-01 05:16:00,19.364833462432223,19.364833462432223,99883.8109992254,5158.0,,1,0,0.0,0.0,0.0008990000000000001,,1,0,0.0,0.0,5.957e-05,0.0,0.0,0.0,19.364833462432223,99883.8109992254,0.0,1.0,0.0
2019-05-01 05:17:00,19.364833462432223,19.364833462432223,99903.17583268783,5159.0,,1,0,0.0,0.0,0.0008990000000000001,,1,0,0.0,0.0,5.957e-05,0.0,0.0,0.0,19.364833462432223,99903.17583268783,0.0,1.0,0.0
2019-05-01 05:18:00,19.364833462432223,19.364833462432223,99903.17583268783,5159.0,,1,0,0.0,0.0,0.0008990000000000001,,1,0,0.0,0.0,5.957e-05,0.0,0.0,0.0,19.364833462432223,99903.17583268783,0.0,1.0,0.0
2019-05-01 05:19:00,19.41213962243222,19.364833462432223,99903.17583268783,5159.0,1,1,3,0.0026973,13.9153707,0.0008991,-1,1,-838,-0.05000346,-257.96785014,5.967e-05,-0.04730616,-244.05247943999998,8.004,19.364833462432223,99903.17583268783,0.0,1.0,0.0
2019-05-01 05:20:00,19.41213962243222,19.364833462432223,99903.17583268783,5159.0,,1,3,0.0026973,13.9153707,0.0008991,,1,-838,-0.05000346,-257.96785014,5.967e-05,-0.04730616,-244.05247943999998,8.004,19.364833462432223,99903.17583268783,0.0,1.0,0.0
2019-05-01 05:21:00,19.41213962243222,19.364833462432223,99922.54066615028,5160.0,,1,3,0.0026973,13.9153707,0.0008991,,1,-838,-0.05000346,-257.96785014,5.967e-05,-0.04730616,-244.09978560000002,8.004,19.364833462432223,99922.54066615028,0.0,1.0,0.0
2019-05-01 05:22:00,19.41213962243222,19.364833462432223,99932.2230828815,5160.5,,1,3,0.0026973,13.9153707,0.0008991,,1,-838,-0.05000346,-257.96785014,5.967e-05,-0.04730616,-244.12343868000002,8.004,19.364833462432223,99932.2230828815,0.0,1.0,0.0
2019-05-01 05:23:00,19.41213962243222,19.364833462432223,99951.58791634392,5161.5,,1,3,0.0026973,13.9153707,0.0008991,,1,-838,-0.05000346,-257.96785014,5.967e-05,-0.04730616,-244.17074483999997,8.004,19.364833462432223,99951.58791634392,0.0,1.0,0.0
2019-05-01 05:24:00,19.41213962243222,19.364833462432223,99990.31758326878,5163.5,,1,3,0.0026973,13.9153707,0.0008991,,1,-838,-0.05000346,-257.96785014,5.967e-05,-0.04730616,-244.26535715999998,8.004,19.364833462432223,99990.31758326878,0.0,1.0,0.0
2019-05-01 05:25:00,19.41213962243222,19.364833462432223,99980.63516653757,5163.0,,1,3,0.0026973,13.9153707,0.0008991,,1,-838,-0.05000346,-257.96785014,5.967e-05,-0.04730616,-244.24170408,8.004,19.364833462432223,99980.63516653757,0.0,1.0,0.0
2019-05-01 05:26:00,19.41213962243222,19.364833462432223,100029.04725019365,5165.5,,1,3,0.0026973,13.9153707,0.0008991,,1,-838,-0.05000346,-257.96785014,5.967e-05,-0.04730616,-244.35996947999996,8.004,19.364833462432223,100029.04725019365,0.0,1.0,0.0
2019-05-01 05:27:00,19.41213962243222,19.364833462432223,100029.04725019365,5165.5,,1,3,0.0026973,13.9153707,0.0008991,,1,-838,-0.05000346,-257.96785014,5.967e-05,-0.04730616,-244.35996947999996,8.004,19.364833462432223,100029.04725019365,0.0,1.0,0.0
2019-05-01 05:28:00,19.41213962243222,19.364833462432223,100048.41208365608,5166.5,,1,3,0.0026973,13.9153707,0.0008991,,1,-838,-0.05000346,-257.96785014,5.967e-05,-0.04730616,-244.40727564,8.004,19.364833462432223,100048.41208365608,0.0,1.0,0.0
2019-05-01 05:29:00,19.41213962243222,19.364833462432223,100087.14175058095,5168.5,,1,3,0.0026973,13.9153707,0.0008991,,1,-838,-0.05000346,-257.96785014,5.967e-05,-0.04730616,-244.50188796,8.004,19.364833462432223,100087.14175058095,0.0,1.0,0.0
2019-05-01 05:30:00,19.41213962243222,19.364833462432223,100087.14175058095,5168.5,,1,3,0.0026973,13.9153707,0.0008991,,1,-838,-0.05000346,-257.96785014,5.967e-05,-0.04730616,-244.50188796,8.004,19.364833462432223,100087.14175058095,0.0,1.0,0.0
2019-05-01 05:31:00,19.41213962243222,19.364833462432223,100087.14175058095,5168.5,,1,3,0.0026973,13.9153707,0.0008991,,1,-838,-0.05000346,-257.96785014,5.967e-05,-0.04730616,-244.50188796,8.004,19.364833462432223,100087.14175058095,0.0,1.0,0.0
2019-05-01 05:32:00,19.41213962243222,19.364833462432223,100087.14175058095,5168.5,,1,3,0.0026973,13.9153707,0.0008991,,1,-838,-0.05000346,-257.96785014,5.967e-05,-0.04730616,-244.50188796,8.004,19.364833462432223,100087.14175058095,0.0,1.0,0.0
2019-05-01 05:33:00,19.41213962243222,19.364833462432223,100087.14175058095,5168.5,,1,3,0.0026973,13.9153707,0.0008991,,1,-838,-0.05000346,-257.96785014,5.967e-05,-0.04730616,-244.50188796,8.004,19.364833462432223,100087.14175058095,0.0,1.0,0.0
2019-05-01 05:34:00,19.41213962243222,19.364833462432223,100087.14175058095,5168.5,,1,3,0.0026973,13.9153707,0.0008991,,1,-838,-0.05000346,-257.96785014,5.967e-05,-0.04730616,-244.50188796,8.004,19.364833462432223,100087.14175058095,0.0,1.0,0.0
2019-05-01 05:35:00,19.41213962243222,19.364833462432223,100087.14175058095,5168.5,,1,3,0.0026973,13.9153707,0.0008991,,1,-838,-0.05000346,-257.96785014,5.967e-05,-0.04730616,-244.50188796,8.004,19.364833462432223,100087.14175058095,0.0,1.0,0.0
2019-05-01 05:36:00,19.35954810243222,19.364942702432224,100097.38882887216,5169.0,-1,1,0,0.0,0.0,0.0008990000000000001,1,1,0,0.0,0.0,5.954e-05,0.0,0.0,10.604000000000001,19.364942702432224,100097.38882887216,5.641153600022264e-06,1.0000056411536,0.0
2019-05-01 05:37:00,19.35954810243222,19.364942702432224,100097.38882887216,5169.0,,1,0,0.0,0.0,0.0008990000000000001,,1,0,0.0,0.0,5.954e-05,0.0,0.0,10.604000000000001,19.364942702432224,100097.38882887216,0.0,1.0000056411536,0.0
2019-05-01 05:38:00,19.35954810243222,19.364942702432224,100097.38882887216,5169.0,,1,0,0.0,0.0,0.0008990000000000001,,1,0,0.0,0.0,5.954e-05,0.0,0.0,10.604000000000001,19.364942702432224,100097.38882887216,0.0,1.0000056411536,0.0
2019-05-01 05:39:00,19.35954810243222,19.364942702432224,100107.07130022338,5169.5,,1,0,0.0,0.0,0.0008990000000000001,,1,0,0.0,0.0,5.954e-05,0.0,0.0,10.604000000000001,19.364942702432224,100107.07130022338,0.0,1.0000056411536,0.0
2019-05-01 05:40:00,19.35954810243222,19.364942702432224,100097.38882887216,5169.0,,1,0,0.0,0.0,0.0008990000000000001,,1,0,0.0,0.0,5.954e-05,0.0,0.0,10.604000000000001,19.364942702432224,100097.38882887216,0.0,1.0000056411536,0.0
2019-05-01 05:41:00,19.35954810243222,19.364942702432224,100097.38882887216,5169.0,,1,0,0.0,0.0,0.0008990000000000001,,1,0,0.0,0.0,5.954e-05,0.0,0.0,10.604000000000001,19.364942702432224,100097.38882887216,0.0,1.0000056411536,0.0
2019-05-01 05:42:00,19.35954810243222,19.364942702432224,100097.38882887216,5169.0,,1,0,0.0,0.0,0.0008990000000000001,,1,0,0.0,0.0,5.954e-05,0.0,0.0,10.604000000000001,19.364942702432224,100097.38882887216,0.0,1.0000056411536,0.0
2019-05-01 05:43:00,19.35954810243222,19.364942702432224,100097.38882887216,5169.0,,1,0,0.0,0.0,0.0008990000000000001,,1,0,0.0,0.0,5.954e-05,0.0,0.0,10.604000000000001,19.364942702432224,100097.38882887216,0.0,1.0000056411536,0.0
2019-05-01 05:44:00,19.35954810243222,19.364942702432224,100039.29400076487,5166.0,,1,0,0.0,0.0,0.0008990000000000001,,1,0,0.0,0.0,5.954e-05,0.0,0.0,10.604000000000001,19.364942702432224,100039.29400076487,0.0,1.0000056411536,0.0
2019-05-01 05:45:00,19.35954810243222,19.364942702432224,100048.97647211609,5166.5,,1,0,0.0,0.0,0.0008990000000000001,,1,0,0.0,0.0,5.954e-05,0.0,0.0,10.604000000000001,19.364942702432224,100048.97647211609,0.0,1.0000056411536,0.0
2019-05-01 05:46:00,19.35954810243222,19.364942702432224,99952.15175860393,5161.5,,1,0,0.0,0.0,0.0008990000000000001,,1,0,0.0,0.0,5.954e-05,0.0,0.0,10.604000000000001,19.364942702432224,99952.15175860393,0.0,1.0000056411536,0.0
2019-05-01 05:47:00,19.35954810243222,19.364942702432224,99952.15175860393,5161.5,,1,0,0.0,0.0,0.0008990000000000001,,1,0,0.0,0.0,5.954e-05,0.0,0.0,10.604000000000001,19.364942702432224,99952.15175860393,0.0,1.0000056411536,0.0
2019-05-01 05:48:00,19.35954810243222,19.364942702432224,99913.42187319905,5159.5,,1,0,0.0,0.0,0.0008990000000000001,,1,0,0.0,0.0,5.954e-05,0.0,0.0,10.604000000000001,19.364942702432224,99913.42187319905,0.0,1.0000056411536,0.0
2019-05-01 05:49:00,19.35954810243222,19.364942702432224,99913.42187319905,5159.5,,1,0,0.0,0.0,0.0008990000000000001,,1,0,0.0,0.0,5.954e-05,0.0,0.0,10.604000000000001,19.364942702432224,99913.42187319905,0.0,1.0000056411536,0.0
