datetime,bitmex-BTC/USD-fill,bitmex-BTC/USD-price,bitmex-ETH/USD-fill,bitmex-ETH/USD-price,cash,commission,total,bitmex-BTC/USD,bitmex-ETH/USD,returns,equity_curve,drawdown
2019-03-26 00:50:00,,3950.0,,136.0,100000.0,0.0,100000.0,0.0,0.0,0.0,1.0,0.0
2019-03-26 00:51:00,,3946.5,,135.79,100000.0,0.0,100000.0,0.0,0.0,0.0,1.0,0.0
2019-03-26 00:52:00,,3945.0,,135.69,100000.0,0.0,100000.0,0.0,0.0,0.0,1.0,0.0
2019-03-26 00:53:00,,3946.5,,135.61,100000.0,0.0,100000.0,0.0,0.0,0.0,1.0,0.0
2019-03-26 00:54:00,,3945.0,,135.32,100000.0,0.0,100000.0,0.0,0.0,0.0,1.0,0.0
2019-03-26 00:55:00,,3943.5,,135.35,100000.0,0.0,100000.0,0.0,0.0,0.0,1.0,0.0
2019-03-26 00:56:00,,3947.0,,135.81,100000.0,0.0,100000.0,0.0,0.0,0.0,1.0,0.0
2019-03-26 00:57:00,,3947.0,,135.68883823,100000.0,0.0,100000.0,0.0,0.0,0.0,1.0,0.0
2019-03-26 00:58:00,,3946.5,,135.69,100000.0,0.0,100000.0,0.0,0.0,0.0,1.0,0.0
2019-03-26 00:59:00,,3942.5,,135.4,100000.0,0.0,100000.0,0.0,0.0,0.0,1.0,0.0
2019-03-26 01:00:00,,3940.0,,135.12,100000.0,0.0,100000.0,0.0,0.0,0.0,1.0,0.0
2019-03-26 01:01:00,,3938.5,,134.65,100000.0,0.0,100000.0,0.0,0.0,0.0,1.0,0.0
2019-03-26 01:02:00,,3941.5,,134.91,100000.0,0.0,100000.0,0.0,0.0,0.0,1.0,0.0
2019-03-26 01:03:00,,3945.5,,135.36,100000.0,0.0,100000.0,0.0,0.0,0.0,1.0,0.0
2019-03-26 01:04:00,,3948.0,,135.59,100000.0,0.0,100000.0,0.0,0.0,0.0,1.0,0.0
2019-03-26 01:05:00,,3944.5,,135.31,100000.0,0.0,100000.0,0.0,0.0,0.0,1.0,0.0
2019-03-26 01:06:00,,3944.5,,135.61836164,100000.0,0.0,100000.0,0.0,0.0,0.0,1.0,0.0
2019-03-26 01:07:00,,3942.5,,135.5,100000.0,0.0,100000.0,0.0,0.0,0.0,1.0,0.0
2019-03-26 01:08:00,,3942.5,,135.35,100000.0,0.0,100000.0,0.0,0.0,0.0,1.0,0.0
2019-03-26 01:09:00,,3942.5,,135.44,100000.0,0.0,100000.0,0.0,0.0,0.0,1.0,0.0
2019-03-26 01:10:00,,3941.0,,135.41,100000.0,0.0,100000.0,0.0,0.0,0.0,1.0,0.0
2019-03-26 01:11:00,,3943.5,,135.63,100000.0,0.0,100000.0,0.0,0.0,0.0,1.0,0.0
2019-03-26 01:12:00,,3945.0,,135.61,100000.0,0.0,100000.0,0.0,0.0,0.0,1.0,0.0
2019-03-26 01:13:00,,3945.0,,135.68,100000.0,0.0,100000.0,0.0,0.0,0.0,1.0,0.0
2019-03-26 01:14:00,,3946.5,,135.86495242,100000.0,0.0,100000.0,0.0,0.0,0.0,1.0,0.0
2019-03-26 01:15:00,,3946.0,,135.86,100000.0,0.0,100000.0,0.0,0.0,0.0,1.0,0.0
2019-03-26 01:16:00,,3945.5,,135.75,100000.0,0.0,100000.0,0.0,0.0,0.0,1.0,0.0
2019-03-26 01:17:00,,3946.0,,135.92,100000.0,0.0,100000.0,0.0,0.0,0.0,1.0,0.0
2019-03-26 01:18:00,,3947.5,,136.05,100000.0,0.0,100000.0,0.0,0.0,0.0,1.0,0.0
2019-03-26 01:19:00,,3948.0,,135.97,100000.0,0.0,100000.0,0.0,0.0,0.0,1.0,0.0
2019-03-26 01:20:00,,3949.0,,136.09,100000.0,0.0,100000.0,0.0,0.0,0.0,1.0,0.0
2019-03-26 01:21:00,,3949.5,,135.96,100000.0,0.0,100000.0,0.0,0.0,0.0,1.0,0.0
2019-03-26 01:22:00,,3949.5,,135.98,100000.0,0.0,100000.0,0.0,0.0,0.0,1.0,0.0
2019-03-26 01:23:00,,3950.0,,136.02,100000.0,0.0,100000.0,0.0,0.0,0.0,1.0,0.0
2019-03-26 01:24:00,,3950.5,,136.12,100000.0,0.0,100000.0,0.0,0.0,0.0,1.0,0.0
2019-03-26 01:25:00,,3951.0,,136.2,100000.0,0.0,100000.0,0.0,0.0,0.0,1.0,0.0
2019-03-26 01:26:00,,3950.5,,136.17,100000.0,0.0,100000.0,0.0,0.0,0.0,1.0,0.0
2019-03-26 01:27:00,,3950.5,,136.17,100000.0,0.0,100000.0,0.0,0.0,0.0,1.0,0.0
2019-03-26 01:28:00,,3950.5,,136.17454335,100000.0,0.0,100000.0,0.0,0.0,0.0,1.0,0.0
2019-03-26 01:29:00,,3949.5,,135.96,100000.0,0.0,100000.0,0.0,0.0,0.0,1.0,0.0
2019-03-26 01:30:00,,3947.0,,135.96,100000.0,0.0,100000.0,0.0,0.0,0.0,1.0,0.0
2019-03-26 01:31:00,,3947.0,,135.96567276,100000.0,0.0,100000.0,0.0,0.0,0.0,1.0,0.0
2019-03-26 01:32:00,,3949.5,,135.96,100000.0,0.0,100000.0,0.0,0.0,0.0,1.0,0.0
2019-03-26 01:33:00,,3950.5,,136.05,100000.0,0.0,100000.0,0.0,0.0,0.0,1.0,0.0
2019-03-26 01:34:00,,3951.5,,136.06,100000.0,0.0,100000.0,0.0,0.0,0.0,1.0,0.0
2019-03-26 01:35:00,,3952.5,,135.96,100000.0,0.0,100000.0,0.0,0.0,0.0,1.0,0.0
2019-03-26 01:36:00,,3950.5,,135.95,100000.0,0.0,100000.0,0.0,0.0,0.0,1.0,0.0
2019-03-26 01:37:00,,3950.5,,136.09775397,100000.0,0.0,100000.0,0.0,0.0,0.0,1.0,0.0
2019-03-26 01:38:00,,3950.0,,136.04,100000.0,0.0,100000.0,0.0,0.0,0.0,1.0,0.0
2019-03-26 01:39:00,,3950.0,,136.09,100000.0,0.0,100000.0,0.0,0.0,0.0,1.0,0.0
2019-03-26 01:40:00,,3950.0,,136.14,100000.0,0.0,100000.0,0.0,0.0,0.0,1.0,0.0
2019-03-26 01:41:00,,3949.5,,136.03,100000.0,0.0,100000.0,0.0,0.0,0.0,1.0,0.0
2019-03-26 01:42:00,,3949.5,,136.05,100000.0,0.0,100000.0,0.0,0.0,0.0,1.0,0.0
2019-03-26 01:43:00,,3949.0,,136.09,100000.0,0.0,100000.0,0.0,0.0,0.0,1.0,0.0
2019-03-26 01:44:00,,3949.0,,136.09,100000.0,0.0,100000.0,0.0,0.0,0.0,1.0,0.0
2019-03-26 01:45:00,,3949.0,,136.17808972,100000.0,0.0,100000.0,0.0,0.0,0.0,1.0,0.0
2019-03-26 01:46:00,,3949.5,,136.14,100000.0,0.0,100000.0,0.0,0.0,0.0,1.0,0.0
2019-03-26 01:47:00,,3949.5,,136.1,100000.0,0.0,100000.0,0.0,0.0,0.0,1.0,0.0
2019-03-26 01:48:00,,3949.0,,136.06,100000.0,0.0,100000.0,0.0,0.0,0.0,1.0,0.0
2019-03-26 01:49:00,,3949.5,,136.06,100000.0,0.0,100000.0,0.0,0.0,0.0,1.0,0.0
2019-03-26 01:50:00,,3949.5,,136.06,100000.0,0.0,100000.0,0.0,0.0,0.0,1.0,0.0
2019-03-26 01:51:00,,3949.5,,136.07156871,100000.0,0.0,100000.0,0.0,0.0,0.0,1.0,0.0
2019-03-26 01:52:00,,3951.0,,136.0710452,100000.0,0.0,100000.0,0.0,0.0,0.0,1.0,0.0
2019-03-26 01:53:00,,3951.5,,136.33,100000.0,0.0,100000.0,0.0,0.0,0.0,1.0,0.0
2019-03-26 01:54:00,,3951.5,,136.25,100000.0,0.0,100000.0,0.0,0.0,0.0,1.0,0.0
2019-03-26 01:55:00,,3951.0,,136.22,100000.0,0.0,100000.0,0.0,0.0,0.0,1.0,0.0
