datetime,bitmex-BTC/USD-fill,bitmex-BTC/USD-price,cash,fee,total,bitmex-BTC/USD,returns,equity_curve,drawdown
2018-01-01 09:00:00,,13376.0,100000.0,0.0,100000.0,0.0,,,
2018-01-02 09:00:00,,14722.0,100000.0,0.0,100000.0,0.0,0.0,1.0,0.0
2018-01-03 09:00:00,,15150.0,100000.0,0.0,100000.0,0.0,0.0,1.0,0.0
2018-01-04 09:00:00,,15159.0,100000.0,0.0,100000.0,0.0,0.0,1.0,0.0
2018-01-05 09:00:00,,16911.0,100000.0,0.0,100000.0,0.0,0.0,1.0,0.0
2018-01-06 09:00:00,,17169.0,100000.0,0.0,100000.0,0.0,0.0,1.0,0.0
2018-01-07 09:00:00,,16215.35727958,100000.0,0.0,100000.0,0.0,0.0,1.0,0.0
2018-01-08 09:00:00,BUY,14906.0,-1.3000000000029104,1.3,91923.90240532182,91925.20240532182,-0.08076097594678189,0.9192390240532181,0.08076097594678189
2018-01-09 09:00:00,,14425.0,-1.3000000000029104,1.3,88957.57861913103,88958.87861913104,-0.032269341363591275,0.8895757861913103,0.11042421380868972
2018-01-10 09:00:00,,14900.0,-1.3000000000029104,1.3,91886.90044541091,91888.20044541091,0.032929424021551634,0.9188690044541091,0.08113099554589087
2018-01-11 09:00:00,,13254.0,-1.3000000000029104,1.3,81736.02944318631,81737.32944318632,-0.11047136156535309,0.8173602944318632,0.1826397055681368
2018-01-12 09:00:00,,13794.0,-1.3000000000029104,1.3,85066.20583516765,85067.50583516766,0.04074306538582362,0.8506620583516766,0.14933794164832337
2018-01-13 09:00:00,SELL,14199.0,85064.90583516765,2.6,85064.90583516765,0.0,-1.5282214449796605e-05,0.8506490583516766,0.1493509416483234
2018-01-14 09:00:00,BUY,13558.0,-1.3000000000029104,3.9000000000000004,81223.43366527242,81224.73366527242,-0.04515930667505763,0.8122343366527243,0.18776566334727574
2018-01-15 09:00:00,,13601.0,-1.3000000000029104,3.9000000000000004,81481.04271879113,81482.34271879113,0.0031716099885696902,0.8148104271879113,0.1851895728120887
2018-01-16 09:00:00,,11065.0,-1.3000000000029104,3.9000000000000004,66288.09946940841,66289.39946940841,-0.18645985302147994,0.6628809946940841,0.3371190053059159
2018-01-17 09:00:00,,11108.0,-1.3000000000029104,3.9000000000000004,66545.70852292713,66547.00852292714,0.003886203641086494,0.6654570852292713,0.3345429147707287
2018-01-18 09:00:00,SELL,11030.0,66544.40852292713,5.2,66544.40852292713,0.0,-1.953544456667622e-05,0.6654440852292712,0.33455591477072877
2018-01-19 09:00:00,BUY,11476.0,-1.3000000000029104,6.5,69233.84344597567,69235.14344597567,0.04041564096436323,0.6923384344597566,0.3076615655402434
2018-01-20 09:00:00,,12731.0,-1.3000000000029104,6.5,76805.30606576476,76806.60606576476,0.10936071497601074,0.7680530606576476,0.23194693934235244
2018-01-21 09:00:00,,11514.0,-1.3000000000029104,6.5,69463.09888784976,69464.39888784976,-0.09559505135788682,0.6946309888784976,0.3053690111215024
2018-01-22 09:00:00,SELL,10779.0,69461.79888784976,7.8,69461.79888784976,0.0,-1.8714972709443778e-05,0.6946179888784976,0.30538201112150243
2018-01-23 09:00:00,BUY,10811.0,-1.3000000000029104,9.1,69666.71259639518,69668.01259639519,0.0029500201812548976,0.6966671259639519,0.30333287403604814
2018-01-24 09:00:00,,11391.0,-1.3000000000029104,9.1,73404.3360637811,73405.6360637811,0.05365006224765234,0.734043360637811,0.26595663936218905
2018-01-25 09:00:00,,11147.0,-1.3000000000029104,9.1,71831.95653612219,71833.2565361222,-0.021420798987850875,0.7183195653612219,0.2816804346387781
2018-01-26 09:00:00,,11070.0,-1.3000000000029104,9.1,71335.75479993476,71337.05479993476,-0.006907813181141864,0.7133575479993476,0.2866424520006524
2018-01-27 09:00:00,,11458.0,-1.3000000000029104,9.1,73836.09601604809,73837.3960160481,0.03505032256440943,0.7383609601604809,0.2616390398395191
2018-01-28 09:00:00,,11828.0,-1.3000000000029104,9.1,76220.44202110464,76221.74202110464,0.03229241703865693,0.7622044202110463,0.23779557978895371
2018-01-29 09:00:00,,11217.81768538,-1.3000000000029104,9.1,72288.31833402261,72289.61833402261,-0.05158883342598908,0.722883183340226,0.27711681665977395
2018-01-30 09:00:00,,10171.0,-1.3000000000029104,9.1,65542.43842548657,65543.73842548658,-0.09331908756495555,0.6554243842548657,0.3445756157451343
2018-01-31 09:00:00,,10267.0,-1.3000000000029104,9.1,66161.07955112286,66162.37955112287,0.009438787150704009,0.6616107955112286,0.3383892044887714
2018-02-01 09:00:00,,9181.0,-1.3000000000029104,9.1,59162.70181736233,59164.00181736233,-0.10577786489038266,0.5916270181736233,0.4083729818263767
2018-02-02 09:00:00,,8890.9,-1.3000000000029104,9.1,57293.24566583016,57294.54566583016,-0.03159855946578061,0.5729324566583016,0.4270675433416984
2018-02-03 09:00:00,,9225.06926588,-1.3000000000029104,9.1,59446.6920282995,59447.9920282995,0.037586391509909944,0.5944669202829951,0.4055330797170049
2018-02-04 09:00:00,,8185.2,-1.3000000000029104,9.1,52745.58897456422,52746.88897456422,-0.1127245743219022,0.5274558897456423,0.4725441102543577
2018-02-05 09:00:00,,6946.6,-1.3000000000029104,9.1,44763.82961817767,44765.12961817767,-0.15132562763183166,0.44763829618177675,0.5523617038182232
2018-02-06 09:00:00,,7678.8,-1.3000000000029104,9.1,49482.257036832794,49483.5570368328,0.10540714364481163,0.49482257036832805,0.505177429631672
2018-02-07 09:00:00,SELL,7586.9,49480.95703683279,10.4,49480.95703683279,0.0,-2.6272043311070803e-05,0.49480957036832807,0.5051904296316719
2018-02-08 09:00:00,,8239.7,49480.95703683279,10.4,49480.95703683279,0.0,0.0,0.49480957036832807,0.5051904296316719
2018-02-09 09:00:00,BUY,8678.1,-1.3000000000029104,11.700000000000001,52112.33196006391,52113.63196006391,0.05317954786671497,0.5211233196006393,0.4788766803993607
2018-02-10 09:00:00,SELL,8563.0,52111.031960063905,13.000000000000002,52111.031960063905,0.0,-2.494611066339303e-05,0.5211103196006392,0.47888968039936075
2018-02-11 09:00:00,BUY,8069.3,-1.3000000000029104,14.300000000000002,49105.268982289344,49106.56898228935,-0.05767997417664028,0.49105268982289363,0.5089473101771064
2018-02-12 09:00:00,,8902.9,-1.3000000000029104,14.300000000000002,54178.22895448475,54179.528954484755,0.10330785427578171,0.5417822895448478,0.45821771045515225
2018-02-13 09:00:00,,8511.6,-1.3000000000029104,14.300000000000002,51796.931885002916,51798.23188500292,-0.0439530253283541,0.5179693188500294,0.4820306811499706
2018-02-14 09:00:00,SELL,9455.5,51795.63188500291,15.600000000000003,51795.63188500291,0.0,-2.509801165229142e-05,0.5179563188500294,0.48204368114997065
2018-02-15 09:00:00,BUY,9996.0,-1.3000000000101863,16.900000000000002,54755.09958992005,54756.39958992006,0.057137399375448705,0.5475509958992008,0.45244900410079925
2018-02-16 09:00:00,SELL,10162.0,54753.79958992005,18.200000000000003,54753.79958992005,0.0,-2.374208082422946e-05,0.5475379958992007,0.4524620041007993
2018-02-17 09:00:00,BUY,11062.0,-1.3000000000029104,19.500000000000004,59601.783159190665,59603.08315919067,0.08854150041786535,0.5960178315919069,0.4039821684080931
2018-02-18 09:00:00,,10400.0,-1.3000000000029104,19.500000000000004,56034.86568934939,56036.16568934939,-0.059845818040617726,0.5603486568934941,0.4396513431065059
2018-02-19 09:00:00,SELL,11172.0,56033.56568934939,20.800000000000004,56033.56568934939,0.0,-2.3199841456045256e-05,0.5603356568934941,0.43966434310650593
2018-02-20 09:00:00,BUY,11211.0,-1.3000000000029104,22.100000000000005,56227.871584612956,56229.17158461296,0.0034676696525222095,0.5622787158461298,0.43772128415387024
2018-02-21 09:00:00,SELL,10450.0,56226.57158461295,23.400000000000006,56226.57158461295,0.0,-2.3120206462889925e-05,0.5622657158461297,0.4377342841538703
2018-02-22 09:00:00,BUY,9826.5,-1.3000000000029104,24.700000000000006,52870.50915561714,52871.80915561714,-0.059688192511354154,0.5287050915561716,0.4712949084438284
2018-02-23 09:00:00,,10144.0,-1.3000000000029104,24.700000000000006,54578.828435819494,54580.1284358195,0.032311383179120634,0.5457882843581952,0.45421171564180485
2018-02-24 09:00:00,,9666.3,-1.3000000000029104,24.700000000000006,52008.547742425275,52009.84774242528,-0.047092998641710904,0.5200854774242529,0.47991452257574707
2018-02-25 09:00:00,,9583.0,-1.3000000000029104,24.700000000000006,51560.34932969817,51561.64932969817,-0.008617783656387212,0.5156034932969819,0.48439650670301815
2018-02-26 09:00:00,,10320.0,-1.3000000000029104,24.700000000000006,55525.80227303403,55527.102273034034,0.07690896192302965,0.5552580227303405,0.44474197726965947
2018-02-27 09:00:00,,10582.0,-1.3000000000029104,24.700000000000006,56935.50196252385,56936.80196252385,0.02538819128732217,0.5693550196252387,0.4306449803747613
2018-02-28 09:00:00,SELL,10315.0,56934.201962523846,26.000000000000007,56934.201962523846,0.0,-2.2832853934562358e-05,0.5693420196252387,0.43065798037476133
2018-03-01 09:00:00,BUY,10908.0,-1.3000000000029104,27.300000000000008,60205.99762551722,60207.297625517225,0.05746626017779244,0.6020599762551725,0.3979400237448275
