datetime,amount,price,symbol,txn_dollars
2019-06-01 02:13:00-04:00,103,8.19683085,EOS/BTC,844.2735775499999
2019-06-01 03:20:00-04:00,-103,8.2658672,EOS/BTC,-843.9268126
2019-06-01 03:27:00-04:00,103,8.2475118,EOS/BTC,849.4937153999999
2019-06-01 05:11:00-04:00,-103,8.457771600000001,EOS/BTC,-851.2896852
2019-06-01 05:51:00-04:00,100,8.555432600000001,EOS/BTC,855.5432600000001
2019-06-01 06:17:00-04:00,-100,8.477637,EOS/BTC,-856.2430500000002
2019-06-01 06:56:00-04:00,100,8.52070275,EOS/BTC,852.070275
2019-06-01 07:17:00-04:00,-100,8.4222968,EOS/BTC,-849.4814549999999
2019-06-01 07:59:00-04:00,100,8.494644450000001,EOS/BTC,849.4644450000001
2019-06-01 08:28:00-04:00,-100,8.433743750000001,EOS/BTC,-848.6694850000001
2019-06-01 09:39:00-04:00,100,8.511675199999999,EOS/BTC,851.16752
2019-06-01 10:18:00-04:00,-100,8.4615417,EOS/BTC,-850.4199199999998
2019-06-01 11:44:00-04:00,103,8.2669265,EOS/BTC,851.4934295
2019-06-01 12:09:00-04:00,-103,8.2260178,EOS/BTC,-849.6460472499999
2019-06-01 12:34:00-04:00,102,8.3113533,EOS/BTC,847.7580366000001
2019-06-01 13:22:00-04:00,-102,8.3118744,EOS/BTC,-846.4187664000001
2019-06-01 13:51:00-04:00,102,8.383911399999999,EOS/BTC,855.1589627999999
2019-06-01 14:46:00-04:00,-102,8.4004354,EOS/BTC,-856.4069327999999
2019-06-01 16:04:00-04:00,102,8.322379699999999,EOS/BTC,848.8827293999999
2019-06-01 16:26:00-04:00,-102,8.2886832,EOS/BTC,-849.3783983999999
2019-06-01 16:43:00-04:00,102,8.343792449999999,EOS/BTC,851.0668298999999
2019-06-01 17:31:00-04:00,-102,8.3035411,EOS/BTC,-849.2320998
2019-06-01 18:45:00-04:00,103,8.27915735,EOS/BTC,852.75320705
2019-06-01 19:31:00-04:00,-103,8.2162061,EOS/BTC,-850.3112160999999
2019-06-01 20:47:00-04:00,104,8.18181425,EOS/BTC,850.908682
2019-06-01 22:10:00-04:00,-104,8.225525000000001,EOS/BTC,-852.2549776000001
