,close_dt,long,open_dt,pnl,rt_returns,symbol,duration
0,2019-05-02 12:55:00-04:00,True,2019-05-02 12:30:00-04:00,2.573106634186933,0.003219492880476928,ADA/BTC,0 days 00:25:00.000000000
1,2019-05-02 19:40:00-04:00,False,2019-05-02 12:55:00-04:00,3.8931001208127993,0.004843601323945922,ADA/BTC,0 days 06:45:00.000000000
2,2019-05-02 21:20:00-04:00,False,2019-05-02 20:30:00-04:00,7.8551571000008975,0.00970022537124505,ADA/BTC,0 days 00:50:00.000000000
3,2019-05-03 13:05:00-04:00,False,2019-05-03 07:10:00-04:00,8.939380021906326,0.010964914335743004,ADA/BTC,0 days 05:55:00.000000000
4,2019-05-03 14:40:00-04:00,True,2019-05-03 13:05:00-04:00,40.160250188093485,0.04695880140618672,ADA/BTC,0 days 01:35:00.000000000
5,2019-05-04 07:25:00-04:00,False,2019-05-04 05:30:00-04:00,-5.677700374998199,-0.006610954573078823,ADA/BTC,0 days 01:55:00.000000000
6,2019-05-04 19:35:00-04:00,True,2019-05-04 18:50:00-04:00,43.368707590007816,0.026101562788442778,ADA/BTC,0 days 00:45:00.000000000
7,2019-05-05 02:40:00-04:00,True,2019-05-04 22:05:00-04:00,27.782323695006113,0.03327739605060117,ADA/BTC,0 days 04:35:00.000000000
8,2019-05-06 06:55:00-04:00,False,2019-05-06 06:00:00-04:00,8.895544800001902,0.010469834278261704,ADA/BTC,0 days 00:55:00.000000000
9,2019-05-06 15:45:00-04:00,False,2019-05-06 15:05:00-04:00,5.4564310799987314,0.006466622615094631,ADA/BTC,0 days 00:40:00.000000000
10,2019-05-07 18:55:00-04:00,True,2019-05-07 14:20:00-04:00,0.8029843200000327,0.0009082316445114282,ADA/BTC,0 days 04:35:00.000000000
11,2019-05-08 07:45:00-04:00,True,2019-05-08 05:05:00-04:00,19.154259404999728,0.022177058253232282,ADA/BTC,0 days 02:40:00.000000000
12,2019-05-09 06:30:00-04:00,False,2019-05-09 06:00:00-04:00,16.34401381126014,0.018108108566915127,ADA/BTC,0 days 00:30:00.000000000
13,2019-05-09 13:05:00-04:00,True,2019-05-09 06:30:00-04:00,-18.53067883125198,-0.010172642369434385,ADA/BTC,0 days 06:35:00.000000000
14,2019-05-10 16:45:00-04:00,False,2019-05-10 09:25:00-04:00,12.204383740116812,0.013047035074947897,ADA/BTC,0 days 07:20:00.000000000
15,2019-05-11 00:30:00-04:00,True,2019-05-10 16:45:00-04:00,-1.8431769401146223,-0.0019220070607684663,ADA/BTC,0 days 07:45:00.000000000
16,2019-05-11 14:55:00-04:00,False,2019-05-11 13:50:00-04:00,18.379712420003887,0.009088103591418754,ADA/BTC,0 days 01:05:00.000000000
17,2019-05-11 22:20:00-04:00,False,2019-05-11 18:50:00-04:00,-20.100923280003386,-0.019344120374019617,ADA/BTC,0 days 03:30:00.000000000
18,2019-05-13 13:20:00-04:00,False,2019-05-13 09:40:00-04:00,14.336154150002423,0.013595853834236218,ADA/BTC,0 days 03:40:00.000000000
19,2019-05-13 22:50:00-04:00,False,2019-05-13 20:20:00-04:00,39.51934524300349,0.03334418375014075,ADA/BTC,0 days 02:30:00.000000000
20,2019-05-14 04:00:00-04:00,True,2019-05-13 22:50:00-04:00,-15.423594782993947,-0.012554693922969387,ADA/BTC,0 days 05:10:00.000000000
